Timestep	2016	2017	2018	2019	ground
6929	286.65	293.75	293.25	289.55	287.47
6930	285.85	294.15	294.05	290.25	287.48
6931	286.05	294.05	293.55	289.65	287.44
6932	285.65	292.15	292.25	288.45	287.46
6933	285.15	289.95	290.25	286.75	287.45
6934	285.05	288.45	288.85	285.65	287.45
6935	284.95	287.35	287.65	284.75	287.45
6936	285.05	286.55	286.85	284.45	287.45
6937	285.25	285.85	286.15	284.05	287.45
6938	285.05	285.15	285.55	284.05	287.45
6939	285.05	284.65	284.95	284.25	287.45
6940	284.95	284.15	284.35	284.45	287.45
6941	285.05	283.75	283.85	284.75	287.44
6942	285.05	283.05	283.35	284.75	287.44
6943	284.95	282.55	282.85	284.85	287.44
6944	284.75	282.05	282.45	284.75	287.44
6945	284.95	281.55	282.15	284.25	287.44
6946	285.55	281.75	282.65	284.65	287.44
6947	285.65	285.05	285.25	285.85	287.43
6948	286.05	287.55	287.25	286.95	287.43
6949	285.85	288.55	288.35	288.15	287.43
6950	285.65	289.35	289.55	288.55	287.44
6951	286.55	290.45	290.25	289.65	287.42
6952	286.85	291.85	291.15	290.65	287.42
6953	287.15	293.05	292.25	290.15	287.39
6954	287.35	293.45	292.55	289.75	287.4
6955	287.15	293.45	292.05	289.45	287.4
6956	286.95	291.75	290.95	288.55	287.38
6957	286.75	289.55	289.55	287.95	287.37
6958	286.55	288.05	288.55	287.65	287.39
6959	286.45	287.05	287.75	287.65	287.38
6960	286.35	286.25	286.95	287.75	287.37
6961	286.25	285.45	286.35	287.85	287.37
6962	286.15	284.85	285.75	287.85	287.38
6963	286.25	284.15	285.15	287.65	287.38
6964	286.05	283.65	284.85	287.45	287.37
6965	286.05	283.95	284.65	287.15	287.37
6966	285.95	283.45	284.25	287.05	287.37
6967	285.85	282.95	283.95	287.05	287.37
6968	285.75	282.25	283.65	286.65	287.37
6969	285.75	281.75	283.15	286.15	287.37
6970	285.85	281.75	283.05	286.15	287.36
6971	286.25	283.35	284.65	287.25	287.37
6972	287.15	285.85	287.35	288.55	287.37
6973	287.35	287.55	288.65	289.05	287.36
6974	288.85	288.75	290.15	289.55	287.36
6975	289.65	289.95	291.45	290.55	287.36
6976	289.95	290.55	292.95	291.85	287.35
6977	289.55	291.35	294.95	292.25	287.35
6978	289.65	291.95	295.15	292.05	287.34
6979	289.65	291.95	294.65	291.45	287.32
6980	288.55	290.35	293.15	290.55	287.33
6981	287.05	288.35	291.25	290.25	287.32
6982	285.95	287.15	290.35	289.55	287.33
6983	285.65	286.25	290.05	289.15	287.3
6984	284.35	285.55	289.75	288.55	287.31
6985	283.85	284.85	289.55	288.65	287.31
6986	283.85	285.15	289.15	288.45	287.3
6987	284.15	285.15	288.45	288.35	287.29
6988	284.55	284.75	287.55	288.25	287.3
6989	284.45	284.25	287.25	288.05	287.31
6990	284.05	284.15	286.15	288.05	287.29
6991	284.25	283.95	285.35	288.05	287.3
6992	284.25	283.25	284.65	287.85	287.29
6993	284.15	282.85	284.05	287.75	287.29
6994	284.25	283.35	283.85	287.55	287.3
6995	284.75	284.55	285.25	287.55	287.29
6996	285.15	286.25	287.45	287.65	287.29
6997	285.55	287.65	288.55	287.95	287.29
6998	286.15	289.35	289.45	288.25	287.27
6999	286.25	289.85	289.95	288.95	287.28
7000	286.25	290.35	290.45	288.95	287.25
7001	286.15	291.25	290.65	289.55	287.26
7002	286.95	291.85	291.25	289.35	287.25
7003	286.45	291.75	291.45	289.05	287.27
7004	286.05	290.55	290.55	288.85	287.26
7005	285.35	288.75	289.35	288.65	287.25
7006	284.45	287.45	288.75	288.65	287.24
7007	284.05	286.55	287.85	288.65	287.24
7008	283.85	285.85	286.65	288.65	287.24
7009	283.55	285.65	285.75	288.55	287.23
7010	283.05	285.05	285.15	288.55	287.24
7011	282.15	284.35	284.85	288.65	287.22
7012	281.45	283.95	284.75	288.45	287.21
7013	280.85	283.45	284.35	288.25	287.2
7014	280.55	283.35	284.45	288.25	287.19
7015	280.65	283.75	285.35	288.25	287.19
7016	281.15	284.15	285.65	288.35	287.19
7017	280.95	284.35	286.05	288.35	287.19
7018	280.25	284.55	286.15	287.95	287.19
7019	281.75	285.55	286.35	287.75	287.19
7020	284.15	287.75	286.75	287.95	287.18
7021	285.25	288.95	287.35	288.45	287.19
7022	285.75	288.65	288.15	288.35	287.18
7023	285.55	289.15	289.45	289.05	287.17
7024	285.85	288.45	290.05	289.15	287.17
7025	286.05	288.05	290.35	289.45	287.16
7026	286.35	289.05	291.15	288.85	287.15
7027	286.25	289.05	291.65	288.65	287.13
7028	285.55	288.95	290.35	288.75	287.13
7029	284.85	289.15	288.95	288.75	287.13
7030	284.15	289.15	288.25	288.85	287.13
7031	282.95	289.35	287.55	288.65	287.12
7032	282.15	289.45	286.95	288.35	287.12
7033	281.85	289.15	286.35	288.35	287.12
7034	282.05	289.25	286.05	288.35	287.11
7035	281.35	289.55	285.45	288.45	287.11
7036	281.25	289.75	284.85	288.45	287.1
7037	281.85	290.05	284.35	288.45	287.09
7038	282.35	290.15	283.75	288.45	287.08
7039	282.75	289.85	283.35	288.65	287.07
7040	282.55	289.75	282.55	288.65	287.08
7041	282.35	289.35	281.75	288.75	287.07
7042	282.05	289.55	282.25	288.85	287.07
7043	282.25	290.55	283.45	289.05	287.07
7044	282.75	291.95	284.75	289.25	287.07
7045	284.15	293.05	285.75	289.45	287.07
7046	285.35	293.65	287.25	289.65	287.07
7047	285.95	294.15	288.45	289.95	287.07
7048	286.15	295.05	290.05	289.85	287.06
7049	286.35	295.45	290.85	289.65	287.05
7050	285.55	295.25	290.75	289.45	287.03
7051	284.75	294.55	289.65	289.25	287.02
7052	283.75	291.05	287.95	289.25	287.02
7053	283.65	287.55	286.75	288.85	287.01
7054	283.55	287.35	286.25	288.95	287.01
7055	283.35	287.15	285.95	288.85	287.01
7056	282.15	286.75	285.65	288.65	287.01
7057	281.05	286.05	285.05	288.55	286.99
7058	280.45	286.15	284.55	288.45	286.97
7059	279.65	286.35	284.05	288.05	286.97
7060	278.95	285.95	283.35	287.65	286.99
7061	278.55	285.25	282.85	287.85	286.98
7062	278.15	285.25	282.15	287.85	286.94
7063	278.05	284.65	281.55	287.65	286.95
7064	278.05	284.55	280.85	287.55	286.95
7065	277.65	284.25	280.15	287.55	286.95
7066	277.45	284.05	279.85	287.45	286.94
7067	278.55	285.55	281.55	287.65	286.93
7068	280.95	285.15	282.65	288.25	286.93
7069	282.05	286.15	284.75	288.95	286.92
7070	282.45	286.35	286.35	289.65	286.92
7071	283.35	285.85	287.45	289.55	286.91
7072	283.85	286.25	288.75	289.25	286.91
7073	284.35	285.85	289.35	289.35	286.89
7074	284.75	286.25	290.05	289.65	286.89
7075	284.65	285.35	289.45	289.65	286.89
7076	283.65	284.15	287.95	289.45	286.89
7077	282.25	283.45	286.75	289.15	286.89
7078	281.15	283.25	286.35	289.05	286.87
7079	280.25	283.05	285.85	288.95	286.88
7080	279.75	283.05	285.55	288.95	286.86
7081	279.35	283.05	285.35	288.95	286.86
7082	279.25	282.75	285.05	289.05	286.85
7083	279.45	282.65	284.55	288.75	286.84
7084	279.65	282.65	284.05	288.85	286.85
7085	279.65	282.35	283.95	288.85	286.84
7086	280.05	282.15	283.35	288.75	286.83
7087	280.15	282.35	283.05	288.65	286.83
7088	280.25	282.35	282.95	288.65	286.83
7089	280.45	282.25	282.25	288.55	286.83
7090	280.35	282.25	281.75	288.55	286.82
7091	280.95	282.45	283.05	288.95	286.8
7092	281.65	282.85	283.15	289.35	286.8
7093	282.15	283.65	284.65	289.55	286.79
7094	282.55	285.15	285.95	289.65	286.78
7095	282.95	285.05	286.75	289.45	286.77
7096	283.15	285.15	287.65	289.85	286.77
7097	282.85	284.95	288.75	290.05	286.76
7098	283.05	285.05	289.45	289.55	286.76
7099	282.95	284.85	289.25	289.65	286.76
7100	282.75	284.55	288.15	289.25	286.75
7101	282.55	284.35	286.65	288.65	286.75
7102	282.45	284.15	286.65	288.15	286.73
7103	282.75	284.15	286.15	287.95	286.74
7104	282.75	284.15	285.05	287.75	286.73
7105	282.35	284.25	285.15	287.45	286.72
7106	282.25	284.15	286.15	287.25	286.71
7107	282.25	283.95	286.45	287.45	286.73
7108	282.05	283.65	285.65	287.65	286.7
7109	281.45	283.25	285.15	287.95	286.7
7110	280.85	282.95	284.55	287.75	286.68
7111	280.65	282.85	284.45	287.45	286.66
7112	280.75	282.75	284.95	286.75	286.66
7113	280.65	282.85	285.25	286.65	286.65
7114	280.35	282.95	285.25	286.65	286.68
7115	281.35	283.35	286.15	287.15	286.67
7116	282.85	284.45	287.95	288.15	286.66
7117	284.15	285.45	288.95	288.95	286.64
7118	284.95	286.65	289.85	289.95	286.65
7119	286.05	287.35	291.55	291.25	286.64
7120	286.65	287.45	292.75	292.65	286.65
7121	286.65	287.85	293.45	292.25	286.64
7122	287.15	288.15	293.35	291.75	286.62
7123	287.05	288.25	292.55	291.15	286.6
7124	286.45	287.55	291.05	290.65	286.61
7125	286.35	286.35	290.05	289.75	286.59
7126	286.35	285.35	289.25	289.45	286.59
7127	286.45	284.55	288.25	289.25	286.58
7128	286.25	283.95	287.65	288.95	286.57
7129	286.35	283.55	287.05	288.35	286.55
7130	286.25	283.05	286.35	287.45	286.55
7131	286.55	282.65	285.95	287.05	286.55
7132	286.65	282.15	285.55	286.55	286.55
7133	286.75	281.85	284.95	286.25	286.55
7134	286.65	281.95	284.45	285.75	286.55
7135	286.75	282.15	283.75	285.25	286.55
7136	286.95	282.25	283.55	284.55	286.54
7137	286.75	282.15	283.05	283.95	286.54
7138	286.65	282.25	282.75	283.95	286.53
7139	286.95	282.95	284.35	284.95	286.51
7140	287.15	285.15	286.85	286.95	286.51
7141	287.25	286.85	288.05	288.15	286.52
7142	287.45	287.55	289.15	288.05	286.51
7143	287.45	288.55	290.15	288.65	286.5
7144	287.35	289.15	291.05	290.25	286.5
7145	287.55	290.15	290.85	290.35	286.48
7146	287.55	290.25	291.45	290.65	286.47
7147	287.45	289.95	291.35	290.55	286.47
7148	287.35	288.85	290.05	289.15	286.46
7149	287.25	287.45	288.25	287.95	286.47
7150	287.25	287.05	286.95	287.05	286.47
7151	287.25	286.25	285.95	286.35	286.45
7152	287.25	285.45	285.15	285.85	286.43
7153	287.15	284.75	284.35	285.25	286.43
7154	287.15	284.15	283.75	284.85	286.43
7155	287.15	283.65	283.25	284.45	286.42
7156	287.05	283.05	282.65	284.05	286.42
7157	287.15	282.85	282.35	283.75	286.4
7158	287.25	282.35	281.95	283.45	286.4
7159	287.25	282.05	282.15	283.25	286.39
7160	287.25	281.95	283.25	283.55	286.37
7161	287.15	281.65	284.05	283.85	286.37
7162	287.15	281.55	284.25	283.95	286.36
7163	287.15	282.95	283.95	284.85	286.36
7164	287.15	284.85	284.85	285.75	286.35
7165	287.15	286.25	285.25	286.65	286.35
7166	287.55	287.35	286.15	287.05	286.35
7167	287.55	288.45	286.95	287.25	286.35
7168	288.25	289.35	287.35	287.85	286.34
7169	288.55	290.95	287.95	289.35	286.33
7170	288.55	291.05	288.95	290.05	286.32
7171	288.35	290.65	288.85	290.15	286.32
7172	287.75	289.65	288.35	288.95	286.32
7173	287.55	287.95	288.15	288.05	286.3
7174	287.15	287.35	288.35	287.25	286.31
7175	286.95	287.65	287.95	286.75	286.32
7176	286.65	286.05	287.95	286.25	286.32
7177	286.55	285.05	287.35	286.05	286.29
7178	286.35	285.05	287.25	285.75	286.29
7179	286.25	285.95	287.55	285.15	286.26
7180	286.05	286.05	287.25	284.75	286.26
7181	285.85	286.55	286.85	284.35	286.26
7182	285.25	286.65	286.75	283.95	286.26
7183	284.95	286.45	286.35	283.65	286.25
7184	284.65	286.35	285.85	284.35	286.24
7185	283.65	287.35	285.25	284.85	286.23
7186	283.45	288.45	284.85	285.65	286.23
7187	283.95	289.15	284.75	286.45	286.24
7188	285.25	289.55	284.95	287.45	286.2
7189	286.45	289.35	284.95	288.95	286.21
7190	287.25	289.15	284.55	289.05	286.19
7191	287.85	289.35	283.65	289.55	286.18
7192	288.25	289.05	283.85	290.15	286.19
7193	288.35	288.55	283.35	290.05	286.16
7194	288.25	288.25	282.15	289.45	286.16
7195	287.55	287.35	281.25	289.15	286.15
7196	286.45	286.45	281.15	289.05	286.15
7197	285.35	285.35	280.55	288.95	286.14
7198	284.45	285.05	279.15	288.95	286.14
7199	283.75	285.05	278.65	288.65	286.13
7200	283.15	284.85	278.75	288.45	286.12
7201	282.55	284.25	278.75	288.45	286.13
7202	282.25	283.45	278.75	288.45	286.12
7203	281.75	282.85	278.55	288.45	286.11
7204	280.95	282.15	278.55	288.15	286.12
7205	280.55	281.65	278.85	288.25	286.12
7206	279.95	281.35	278.85	288.15	286.11
7207	279.15	281.05	278.95	288.05	286.1
7208	279.15	280.75	278.95	287.95	286.08
7209	279.35	280.35	278.85	288.05	286.09
7210	280.15	280.05	278.75	288.25	286.08
7211	281.25	281.45	278.55	288.55	286.07
7212	281.95	283.25	278.55	289.05	286.09
7213	282.35	285.15	279.25	290.15	286.08
7214	282.85	286.15	280.25	290.75	286.07
7215	282.95	287.35	280.55	289.95	286.06
7216	282.85	286.55	280.75	290.05	286.05
7217	282.65	286.95	280.45	289.85	286.06
7218	283.55	287.05	279.75	289.45	286.05
7219	283.65	286.05	279.25	289.25	286.06
7220	283.25	285.05	279.15	289.05	286.03
7221	282.95	284.05	279.05	289.05	286.03
7222	282.65	282.75	278.95	288.95	286.01
7223	282.55	282.05	279.05	288.85	286
7224	282.55	281.45	279.15	288.45	286
7225	282.35	281.15	279.25	288.25	285.99
7226	282.25	280.85	279.35	287.75	285.98
7227	282.45	280.85	279.45	287.15	285.97
7228	282.35	282.45	279.45	286.95	285.97
7229	282.05	282.95	279.45	287.15	285.97
7230	281.85	282.85	279.45	287.15	285.96
7231	281.65	283.15	279.65	287.05	285.96
7232	281.75	283.35	279.15	286.85	285.95
7233	281.45	283.55	279.15	286.65	285.96
7234	281.15	283.55	279.35	286.65	285.94
7235	281.15	283.55	279.65	286.65	285.94
7236	281.15	284.95	279.85	287.05	285.94
7237	281.55	286.15	280.15	287.35	285.94
7238	281.95	286.45	280.45	287.45	285.93
7239	282.85	286.65	280.15	287.15	285.93
7240	283.85	286.55	280.45	287.05	285.91
7241	285.05	286.65	280.35	286.95	285.93
7242	286.25	286.55	280.15	286.65	285.91
7243	285.95	285.95	279.85	286.15	285.89
7244	284.95	285.55	279.85	285.95	285.89
7245	284.25	285.25	280.25	285.55	285.89
7246	283.75	285.05	281.15	285.25	285.89
7247	283.85	284.85	281.05	285.05	285.89
7248	283.85	284.05	281.35	285.05	285.88
7249	283.65	283.45	281.45	284.95	285.86
7250	283.55	283.15	280.85	284.95	285.85
7251	283.65	282.85	280.05	284.55	285.85
7252	283.85	282.65	279.35	284.45	285.84
7253	283.65	282.45	278.65	284.35	285.84
7254	283.45	282.15	278.35	284.35	285.84
7255	283.25	281.85	277.95	284.25	285.84
7256	283.05	281.45	277.95	284.15	285.83
7257	283.05	280.85	277.85	284.05	285.83
7258	283.15	280.75	278.35	284.05	285.82
7259	283.45	281.55	278.85	284.25	285.83
7260	283.85	282.55	279.85	284.55	285.84
7261	284.55	283.45	280.85	284.95	285.83
7262	285.25	283.95	280.95	284.75	285.81
7263	286.25	284.15	281.55	285.05	285.81
7264	286.95	284.15	282.55	285.35	285.8
7265	287.45	283.95	283.35	285.75	285.79
7266	287.15	283.15	283.45	286.05	285.8
7267	285.85	281.95	282.55	285.85	285.8
7268	284.55	281.25	281.95	285.45	285.8
7269	283.95	280.75	281.45	285.35	285.79
7270	283.45	280.15	280.95	285.25	285.78
7271	282.95	279.65	280.15	284.95	285.79
7272	282.45	279.35	279.85	284.65	285.78
7273	281.85	278.95	279.35	284.75	285.78
7274	280.95	278.65	278.75	284.75	285.78
7275	280.65	278.25	278.45	284.55	285.76
7276	280.25	278.05	278.45	284.75	285.76
7277	280.15	277.45	278.95	284.55	285.75
7278	279.85	276.95	279.55	284.65	285.74
7279	280.05	276.85	279.75	284.55	285.74
7280	280.65	276.55	279.55	284.45	285.73
7281	281.15	276.55	279.55	285.05	285.73
7282	281.65	277.55	280.45	284.55	285.74
7283	282.05	279.25	280.85	284.75	285.73
7284	282.45	280.55	281.55	285.15	285.72
7285	282.75	281.35	281.95	285.45	285.72
7286	282.95	281.65	282.55	285.75	285.72
7287	282.95	282.45	283.25	286.15	285.72
7288	282.85	283.05	283.05	286.45	285.72
7289	283.05	283.65	283.55	286.65	285.73
7290	283.15	283.55	283.25	286.05	285.7
7291	282.75	282.65	282.25	286.15	285.71
7292	282.75	281.55	281.25	286.25	285.68
7293	282.55	280.45	280.35	286.15	285.69
7294	282.55	279.65	279.75	286.25	285.67
7295	282.45	279.05	279.65	286.35	285.67
7296	282.45	278.55	279.55	286.45	285.66
7297	282.55	277.65	279.65	286.45	285.66
7298	282.55	277.05	279.75	286.25	285.67
7299	282.55	276.85	279.75	286.15	285.66
7300	282.35	276.55	280.05	286.05	285.64
7301	282.35	276.25	280.25	286.05	285.65
7302	282.25	276.05	280.35	286.05	285.64
7303	281.65	276.05	280.75	286.15	285.63
7304	281.45	275.85	281.25	285.85	285.62
7305	281.25	275.85	281.45	285.85	285.62
7306	281.15	277.55	282.25	286.15	285.62
7307	281.65	279.85	283.05	287.05	285.62
7308	282.15	281.15	284.75	288.35	285.63
7309	282.25	282.05	286.35	289.75	285.62
7310	282.55	282.85	287.05	289.25	285.6
7311	282.95	283.75	287.35	288.45	285.6
7312	283.55	284.45	287.85	288.25	285.6
7313	284.25	284.95	287.95	288.25	285.61
7314	283.95	284.95	287.05	288.05	285.61
7315	283.45	283.55	286.05	287.75	285.59
7316	282.85	282.25	285.25	287.85	285.59
7317	282.35	281.35	284.85	287.85	285.58
7318	282.35	280.95	284.65	288.05	285.57
7319	281.75	280.25	284.55	287.75	285.57
7320	282.15	279.75	284.25	287.55	285.57
7321	282.15	279.05	284.25	287.65	285.57
7322	282.15	278.75	284.25	287.45	285.54
7323	282.35	278.55	283.65	287.55	285.55
7324	282.55	278.45	283.05	287.65	285.54
7325	282.95	278.75	282.95	287.65	285.54
7326	282.75	278.85	282.85	287.75	285.54
7327	282.65	278.85	282.95	287.85	285.54
7328	282.55	279.65	283.15	287.75	285.54
7329	282.75	279.45	283.35	288.05	285.53
7330	283.65	280.45	283.65	288.55	285.52
7331	284.25	282.25	284.25	288.95	285.52
7332	285.45	283.75	284.65	289.85	285.51
7333	286.55	285.65	284.85	290.15	285.52
7334	287.35	287.25	285.45	290.55	285.52
7335	288.45	289.15	285.55	290.65	285.52
7336	289.15	289.55	285.85	291.35	285.51
7337	287.75	289.45	286.25	291.15	285.49
7338	286.95	288.95	286.75	290.65	285.5
7339	286.25	288.35	287.35	290.35	285.48
7340	286.05	287.45	287.15	289.95	285.46
7341	285.85	286.75	287.25	289.85	285.46
7342	285.15	286.15	286.25	289.85	285.45
7343	284.05	285.85	285.15	288.45	285.46
7344	283.85	286.45	284.65	287.45	285.44
7345	283.75	285.95	285.05	287.35	285.43
7346	283.45	285.65	285.05	286.95	285.42
7347	283.25	285.05	284.95	286.65	285.42
7348	283.05	284.35	284.85	286.45	285.41
7349	282.75	283.65	284.75	286.25	285.41
7350	282.45	283.65	284.85	286.05	285.41
7351	282.05	282.35	284.95	286.15	285.4
7352	281.85	281.75	284.85	285.95	285.4
7353	281.85	280.95	285.25	286.05	285.4
7354	281.85	281.85	285.35	286.15	285.39
7355	281.95	283.55	285.55	286.65	285.38
7356	282.85	284.65	286.05	286.95	285.38
7357	283.95	285.75	286.95	286.85	285.38
7358	284.45	286.55	287.65	287.05	285.39
7359	284.95	287.25	288.15	286.55	285.39
7360	285.25	287.75	287.65	286.15	285.39
7361	285.15	287.65	287.65	285.85	285.39
7362	284.45	287.45	287.25	286.05	285.38
7363	283.15	285.95	287.95	285.75	285.38
7364	282.05	284.65	287.95	285.35	285.37
7365	281.25	284.05	286.95	285.65	285.35
7366	280.45	283.75	286.45	285.15	285.35
7367	279.85	283.45	286.35	284.25	285.34
7368	279.25	283.45	286.05	284.25	285.35
7369	278.55	283.25	286.15	284.65	285.33
7370	278.05	282.95	285.95	284.65	285.33
7371	277.85	282.95	285.75	284.45	285.31
7372	277.35	283.15	285.75	284.55	285.33
7373	277.05	282.75	285.65	284.55	285.31
7374	276.65	282.65	285.45	284.55	285.32
7375	276.35	282.75	285.35	284.25	285.31
7376	276.25	282.95	285.35	284.25	285.31
7377	276.25	283.25	285.95	284.45	285.29
7378	277.25	283.75	286.65	284.65	285.29
7379	279.65	284.25	285.85	285.95	285.29
7380	281.65	285.05	285.55	285.95	285.3
7381	283.05	286.05	285.85	286.55	285.29
7382	284.45	286.55	286.75	286.95	285.28
7383	285.65	286.55	286.35	288.35	285.27
7384	285.85	287.05	287.05	288.75	285.26
7385	286.35	287.45	286.85	288.75	285.26
7386	286.15	287.15	286.65	288.15	285.26
7387	285.45	286.85	286.15	287.15	285.24
7388	285.75	286.05	286.95	286.85	285.23
7389	285.35	285.75	286.75	286.85	285.24
7390	285.65	285.55	287.85	286.75	285.22
7391	285.85	285.35	287.35	286.65	285.23
7392	285.95	285.25	285.95	286.45	285.23
7393	286.05	285.35	285.65	286.25	285.22
7394	286.65	285.55	285.55	286.05	285.2
7395	286.55	285.05	285.45	285.35	285.19
7396	286.15	284.95	285.45	285.15	285.2
7397	285.85	285.25	285.45	284.85	285.19
7398	285.55	285.15	285.25	284.55	285.18
7399	285.55	285.25	285.25	284.75	285.2
7400	285.45	285.15	285.05	284.45	285.18
7401	285.15	285.35	285.55	283.95	285.18
7402	285.15	285.25	285.65	284.75	285.18
7403	285.35	284.75	285.15	285.75	285.18
7404	285.45	283.25	285.35	286.35	285.16
7405	285.85	283.35	285.65	287.55	285.19
7406	286.65	283.25	285.55	288.25	285.16
7407	286.75	282.95	285.85	286.75	285.15
7408	286.95	282.85	285.95	285.75	285.15
7409	286.55	282.75	285.95	285.65	285.15
7410	286.35	282.65	285.45	285.75	285.14
7411	286.15	282.35	284.85	285.45	285.11
7412	285.95	281.75	284.25	285.05	285.11
7413	285.45	281.85	283.65	284.45	285.12
7414	285.25	281.05	282.95	284.25	285.11
7415	284.95	280.75	282.95	284.15	285.1
7416	284.35	280.45	282.85	283.75	285.11
7417	283.95	280.35	282.95	283.45	285.1
7418	283.15	280.35	282.85	283.35	285.09
7419	282.15	280.25	282.75	283.05	285.1
7420	281.95	280.15	282.35	283.25	285.08
7421	282.05	280.15	282.35	283.35	285.08
7422	281.95	280.05	281.95	283.05	285.08
7423	281.45	279.95	282.15	282.85	285.07
7424	281.15	280.05	282.25	282.75	285.06
7425	280.55	279.75	282.45	282.85	285.06
7426	280.25	279.75	282.95	283.55	285.05
7427	280.35	280.15	283.55	284.05	285.04
7428	281.05	280.55	283.85	284.85	285.04
7429	281.55	281.15	284.05	284.75	285.04
7430	282.35	280.95	285.65	286.05	285.04
7431	282.45	281.15	287.45	286.55	285.04
7432	282.25	281.15	288.55	287.05	285.03
7433	281.75	280.85	288.45	286.65	285.03
7434	281.45	280.75	287.75	285.15	285.01
7435	281.25	280.65	287.25	283.85	285.02
7436	281.05	280.55	286.95	283.45	285.01
7437	280.85	280.55	286.65	283.65	285
7438	280.75	280.45	286.35	283.95	284.99
7439	280.35	280.35	286.15	283.65	284.99
7440	280.65	280.25	285.85	283.35	284.99
7441	280.35	280.15	285.45	283.05	284.99
7442	279.85	280.05	285.25	282.75	284.97
7443	279.85	280.05	284.65	281.85	284.97
7444	279.65	279.95	283.75	281.05	284.97
7445	279.65	279.85	283.95	280.85	284.96
7446	279.25	279.95	283.85	280.55	284.98
7447	279.05	280.05	282.85	280.35	284.95
7448	278.95	280.15	282.15	280.15	284.94
7449	279.05	280.15	282.05	280.15	284.94
7450	279.45	280.35	283.55	281.05	284.93
7451	279.65	280.55	284.85	281.65	284.92
7452	280.45	280.95	286.25	282.05	284.95
7453	280.45	281.75	287.15	282.45	284.92
7454	281.25	281.55	287.15	283.25	284.92
7455	281.75	282.25	287.75	284.25	284.91
7456	281.25	282.25	286.65	284.45	284.9
7457	280.95	283.15	286.25	284.35	284.88
7458	280.25	283.45	286.35	284.15	284.89
7459	279.85	282.35	286.35	283.15	284.87
7460	278.95	281.65	285.85	282.95	284.87
7461	277.85	281.15	285.65	282.95	284.86
7462	277.25	281.15	285.25	282.85	284.85
7463	276.95	280.95	285.15	282.75	284.85
7464	276.75	280.75	285.15	282.55	284.84
7465	276.55	280.85	284.95	282.55	284.84
7466	276.15	280.95	284.95	282.45	284.83
7467	275.85	280.75	284.65	282.15	284.83
7468	275.25	280.65	284.65	282.05	284.83
7469	275.45	280.65	284.55	281.95	284.82
7470	275.35	280.75	284.35	281.75	284.82
7471	275.15	280.65	284.45	281.65	284.81
7472	275.35	280.45	284.35	281.45	284.8
7473	275.55	280.55	284.35	281.25	284.79
7474	276.05	281.05	284.65	281.35	284.79
7475	276.65	280.95	285.45	281.45	284.78
7476	277.15	281.55	285.75	281.85	284.77
7477	278.15	281.95	285.75	282.05	284.78
7478	278.35	282.35	285.85	282.45	284.77
7479	279.05	282.25	286.05	283.05	284.76
7480	279.15	282.25	286.35	283.55	284.76
7481	279.45	282.75	286.75	283.55	284.74
7482	279.55	281.25	286.85	283.25	284.75
7483	279.15	280.75	286.45	282.45	284.74
7484	278.75	280.95	285.75	282.45	284.74
7485	278.25	281.05	285.15	281.45	284.73
7486	277.85	281.05	284.55	280.75	284.72
7487	277.55	280.95	283.95	280.15	284.71
7488	276.75	280.85	283.35	279.45	284.71
7489	276.35	280.75	283.15	279.05	284.71
7490	275.85	280.85	283.35	278.55	284.69
7491	276.15	280.75	282.85	278.35	284.69
7492	276.65	280.65	282.45	278.55	284.68
7493	276.35	280.65	282.25	278.75	284.67
7494	276.45	280.45	282.35	278.95	284.66
7495	276.95	280.15	282.45	278.95	284.67
7496	277.15	280.35	282.75	279.15	284.67
7497	277.65	280.45	282.95	279.55	284.66
7498	277.85	280.85	283.15	280.15	284.67
7499	278.15	281.15	283.45	280.75	284.66
7500	278.65	281.65	283.85	282.25	284.65
7501	278.65	281.75	283.75	283.15	284.64
7502	278.85	281.85	283.65	283.45	284.64
7503	278.85	282.25	283.75	283.85	284.63
7504	278.65	282.25	284.05	284.55	284.63
7505	278.45	282.85	283.65	284.75	284.63
7506	279.15	282.15	283.85	284.05	284.63
7507	279.75	281.75	283.35	283.45	284.63
7508	280.25	281.65	283.45	282.65	284.63
7509	280.55	281.65	283.65	281.45	284.62
7510	280.45	281.75	283.45	280.55	284.6
7511	280.65	281.45	283.35	279.55	284.59
7512	280.65	281.35	283.25	279.05	284.55
7513	280.35	281.25	283.35	278.75	284.58
7514	280.25	281.25	282.95	278.65	284.57
7515	280.15	281.35	283.15	277.65	284.55
7516	280.15	281.35	283.15	277.35	284.56
7517	280.05	281.35	283.05	277.25	284.54
7518	279.65	281.05	282.95	277.75	284.53
7519	279.35	280.85	282.95	277.85	284.54
7520	280.05	281.15	282.75	277.95	284.53
7521	280.45	281.05	282.65	278.35	284.52
7522	281.05	281.05	282.95	278.75	284.52
7523	281.25	282.15	282.75	279.35	284.5
7524	281.35	282.05	283.25	280.35	284.5
7525	281.25	282.55	283.65	281.05	284.51
7526	281.55	282.75	283.75	281.15	284.48
7527	281.35	282.85	284.15	281.75	284.48
7528	281.45	282.65	284.15	282.35	284.5
7529	281.35	282.55	284.25	282.25	284.49
7530	281.35	282.05	283.95	282.05	284.49
7531	281.25	281.65	284.05	280.95	284.48
7532	280.95	281.75	284.05	280.15	284.48
7533	280.95	281.65	283.95	279.55	284.47
7534	280.95	281.35	284.05	278.75	284.47
7535	280.75	281.25	284.35	278.55	284.45
7536	280.65	281.15	284.25	278.95	284.45
