Timestep	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
50	28414.9	38385.1	44461.4	90260.8	104792	24909.1	9834.46	13192.3	232342	88148.8	88797.3	44944.6	202163	46162.4	35702	110780	36663.1	130986	46311	62509.7	96558.4	9998.47	14905.2	12051.7	8271.31	48455.6	34719.7	31827.6	36340.6	37268.1	33690.2	32116.3	41408.1	42270.5	40824.9	591.994	18078.9	18078.9	18078.9	14354	10416.9	0	0	8341.33	930.429	5090.13	0.420899	0.420899	0	0	0	0	0
51	28882.6	38898.6	45043.4	91468.3	106164	25365	9964.97	13367.4	235383	89403.6	90160.1	45541.1	204846	47002	36351.4	112230	37149.7	132725	47013.1	63469.1	97943.1	10131.2	15176.3	12270.8	8421.74	49336.9	35351.2	32406.5	37001.5	38014.8	34365.3	32759.8	42237.8	43117.5	41643	600.421	18441.1	18441.1	18441.1	14641.6	10625.6	0	0	8452.02	944.709	5168.25	0.430287	0.430287	0	0	0	0	0
52	29116.4	39155.4	45334.4	92072	106850	25592.9	10030.2	13454.9	236904	90030.9	90841.5	45839.3	206187	47421.8	36676	112955	37392.9	133594	47364.2	63948.8	98635.4	10197.5	15311.8	12380.4	8496.96	49777.6	35666.9	32695.9	37332	38388.2	34702.8	33081.5	42652.6	43541	42052	604.634	18622.2	18622.2	18622.2	14785.4	10730	0	0	8507.37	951.849	5207.31	0.43498	0.43498	0	0	0	0	0
53	30285.6	40439.1	46789.3	95090.7	110279	26732.6	10356.5	13892.6	244507	93167.8	94248.7	47330.4	212894	49520.7	38299.3	116581	38609.3	137939	49119.6	66347.3	102097	10529.2	15989.6	12928.4	8873.04	51980.7	37245.6	34143.1	38984.3	40255	36390.4	34690.3	44726.8	45658.4	44097	625.701	19527.8	19527.8	19527.8	15504.4	11251.8	0	0	8784.1	987.55	5402.61	0.458448	0.458448	0	0	0	0	0
54	31845.7	41466.2	49127	97505.7	115789	27644.3	10736	14401.7	256723	96680	97923.9	49064.9	220696	51631.2	39931.6	122405	40024.2	142994	51610.5	68934.5	104866	10915.1	16671	13479.4	9251.19	54196	38832.9	35598.2	40645.7	42071.9	38032.9	36256.1	46745.6	47719.2	46087.3	649.288	20409.2	20409.2	20409.2	16204.2	11759.6	0	0	9106.01	1026.06	5613.29	0.480589	0.480589	0	0	0	0	0
55	35914.8	41979.7	56475.5	98713.2	133109	28100.1	11549.7	15493.2	295124	103715	104760	52783.5	237422	54957.2	42503.9	140715	43057.5	153832	58576.5	73747.1	106251	11742.3	17744.9	14347.7	9847.14	57687.3	41334.5	37891.4	43264.1	44683.1	40393.4	38506.3	49646.8	50680.9	48947.7	696.533	21675.9	21675.9	21675.9	17209.9	12489.5	0	0	9796.14	1097.69	6005.18	0.509386	0.509386	0	0	0	0	0
56	32781	42903	50291	100884	118532	28761.8	10997	14751.9	262806	99189.5	100650	50257.8	226061	53310.3	41230.2	125305	40997.2	146471	53014.7	70853.3	108957	11180.4	17213.2	13917.8	9552.05	55958.6	40095.8	36755.9	41967.6	43565.4	39383	37543.1	48405	49413.1	47723.3	666.142	21133.7	21133.7	21133.7	16779.4	12177.1	0	0	9327.4	1054.62	5769.53	0.499364	0.499364	0	0	0	0	0
57	32857.8	43942.6	49990.1	103329	117823	29580.9	11074.3	14855.5	261234	100069	101744	50610.8	227650	54138.3	41870.6	124556	41285.3	147500	52981.4	71623.9	111034	11259	17480.5	14133.9	9700.42	56827.8	40718.6	37326.8	42619.5	44362.1	40103.2	38229.6	49290.2	50316.8	48596	672.048	21520.2	21520.2	21520.2	17086.3	12399.8	0	0	9392.92	1066.09	5832.29	0.510078	0.510078	0	0	0	0	0
58	33091.7	44468.7	50281.1	104566	118509	29944.1	11139.6	14943	262754	100696	102426	50909.1	228991	54558.1	42195.3	125281	41528.5	148369	53332.4	72103.6	111726	11325.3	17616.1	14243.5	9775.63	57268.4	41034.3	37616.2	42949.9	44735.5	40440.8	38551.4	49705	50740.3	49005	676.261	21701.3	21701.3	21701.3	17230.1	12504.1	0	0	9448.27	1073.23	5871.35	0.514771	0.514771	0	0	0	0	0
59	32156.3	43711	49117.2	102784	115766	29167.7	10878.5	14592.9	256672	98186.8	99700	49716.2	223625	52879	40896.6	122381	40555.4	144892	51928.2	70184.8	108957	11060	17073.9	13805.2	9474.77	55505.9	39771.4	36458.5	41628	43242	39090.7	37264.4	48045.6	49046.3	47369	659.408	20976.8	20976.8	20976.8	16654.9	12086.7	0	0	9226.88	1044.67	5715.1	0.495997	0.495997	0	0	0	0	0
60	30753.3	41901.2	47371.3	98528.7	111651	27664.8	10487	14067.7	247548	94422.6	95611.5	47926.9	215577	50360.3	38948.6	118031	39095.8	139678	49821.7	67306.7	104803	10661.9	16260.6	13147.6	9023.47	52862	37877	34721.9	39645.2	41001.8	37065.5	35333.8	45556.5	46505.4	44915	634.128	19890.1	19890.1	19890.1	15792	11460.5	0	0	8894.8	1001.83	5480.74	0.467835	0.467835	0	0	0	0	0
61	33576.4	39552.7	53565.7	93006.2	126251	25891.4	10897.2	14617.9	279918	97441.1	97946.2	49801.3	224008	50759.3	39257.3	133465	40624.8	145140	55065.8	68950.2	100649	11078.9	16389.5	13251.8	9094.97	53280.9	38177.2	34997.1	39959.4	40949.4	37018.2	35288.7	45498.4	46446	44857.6	654.4	19864.7	19864.7	19864.7	15771.9	11445.9	0	0	9242.67	1026.29	5614.57	0.46245	0.46245	0	0	0	0	0
62	28805.8	38807.6	45344.2	91254.1	106873	25022.3	9887.72	13263.8	236955	88524.1	89065.4	45188	203257	46174	35711	112980	36861.6	131696	47046.5	62698.5	97187.3	10052.6	14908.9	12054.7	8273.37	48467.8	34728.4	31835.6	36349.6	37218.1	33645.1	32073.2	41352.6	42213.9	40770.2	594.515	18054.6	18054.6	18054.6	14334.8	10402.9	0	0	8386.5	933.238	5105.49	0.419573	0.419573	0	0	0	0	0
63	27245.7	38319.2	43006.5	90105.8	101363	24381.1	9508.19	12754.7	224739	85011.9	85390.2	43453.5	195456	44063.5	34078.7	107155	35446.8	126641	44555.6	60111.3	94418	9666.76	14227.5	11503.7	7895.23	46252.5	33141.1	30380.5	34688.2	35401.2	32002.6	30507.5	39333.8	40153.1	38779.9	570.927	17173.2	17173.2	17173.2	13635	9895.09	0	0	8064.59	894.729	4894.82	0.397431	0.397431	0	0	0	0	0
64	26544.2	37279.6	42133.5	87661.3	99305.8	23562.1	9312.43	12492.1	220177	83129.8	83345.9	42558.9	191431	42804.2	33104.7	104980	34717	124033	43502.4	58672.2	92341	9467.73	13820.9	11174.9	7669.58	44930.5	32193.9	29512.2	33696.8	34281.1	30990	29542.2	38089.3	38882.6	37552.9	558.287	16629.9	16629.9	16629.9	13203.5	9582.01	0	0	7898.55	873.309	4777.64	0.383351	0.383351	0	0	0	0	0
65	26544.2	37279.6	42133.5	87661.3	99305.8	23562.1	9312.43	12492.1	220177	83129.8	83345.9	42558.9	191431	42804.2	33104.7	104980	34717	124033	43502.4	58672.2	92341	9467.73	13820.9	11174.9	7669.58	44930.5	32193.9	29512.2	33696.8	34281.1	30990	29542.2	38089.3	38882.6	37552.9	558.287	16629.9	16629.9	16629.9	13203.5	9582.01	0	0	7898.55	873.309	4777.64	0.383351	0.383351	0	0	0	0	0
66	28104.3	37768	44471.3	88809.6	104816	24203.2	9691.95	13001.2	232394	86642	87021.1	44293.4	199233	44914.6	34737	110805	36131.8	129088	45993.3	61259.4	95110.3	9853.59	14502.3	11725.9	8047.73	47145.8	33781.2	30967.3	35358.2	36098	32632.5	31107.9	40108	40943.4	39543.2	581.874	17511.3	17511.3	17511.3	13903.3	10089.9	0	0	8220.45	911.818	4988.31	0.405492	0.405492	0	0	0	0	0
67	33108.8	38898.6	52983.7	91468.3	124879	25365	10766.6	14442.8	276877	96186.3	96583.3	49204.8	221325	49919.8	38608	132015	40138.3	143402	54363.6	67990.8	99264.3	10946.2	16118.4	13032.6	8944.54	52399.6	37545.7	34418.2	39298.5	40202.7	36343.1	34645.2	44668.7	45599	44039.6	645.973	19502.4	19502.4	19502.4	15484.3	11237.2	0	0	9131.98	1012.01	5536.44	0.453063	0.453063	0	0	0	0	0
68	35490.7	40182.4	56717.2	94487	133678	26504.6	11323	15189.1	296387	101270	101834	51747.3	232761	52856	40878.8	141317	42212.3	150812	58228.2	71686.8	102726	11511.8	17066.5	13799.1	9470.64	55481.7	39754.1	36442.6	41609.9	42697.4	38598.3	36795	47440.5	48428.6	46772.4	680.111	20712.6	20712.6	20712.6	16445.1	11934.5	0	0	9603.83	1067.03	5837.41	0.483066	0.483066	0	0	0	0	0
69	31378	40952.7	48545.1	96298.2	114417	27188.4	10605.5	14226.7	253682	95425.2	96561	48468.5	218013	50791.6	39282.2	120955	39537.6	141256	50908.3	67975.1	103482	10782.4	16399.9	13260.2	9100.75	53314.8	38201.4	35019.3	39984.8	41325.2	37357.9	35612.5	45915.9	46872.2	45269.3	640.861	20047	20047	20047	15916.6	11550.9	0	0	8995.31	1011.78	5535.17	0.471202	0.471202	0	0	0	0	0
70	31845.7	41466.2	49127	97505.7	115789	27644.3	10736	14401.7	256723	96680	97923.9	49064.9	220696	51631.2	39931.6	122405	40024.2	142994	51610.5	68934.5	104866	10915.1	16671	13479.4	9251.19	54196	38832.9	35598.2	40645.7	42071.9	38032.9	36256.1	46745.6	47719.2	46087.3	649.288	20409.2	20409.2	20409.2	16204.2	11759.6	0	0	9106.01	1026.06	5613.29	0.480589	0.480589	0	0	0	0	0
71	32547.2	42236.4	50000	99316.9	117846	28328.1	10931.8	14664.3	261285	98562.1	99968.1	49959.6	224720	52890.5	40905.5	124580	40754	145602	52663.7	70373.6	106943	11114.1	17077.6	13808.2	9476.83	55518	39780.1	36466.4	41637.1	43192	39045.5	37221.3	47990.1	48989.7	47314.3	661.928	20952.6	20952.6	20952.6	16635.6	12072.7	0	0	9272.05	1047.48	5730.47	0.49467	0.49467	0	0	0	0	0
72	32624	43006.7	49699.1	101128	117137	29011.9	11009	14768	259713	99441.6	101063	50312.6	226308	53718.5	41545.9	123831	41042	146631	52630.3	71144.2	109020	11192.6	17345	14024.3	9625.2	56387.1	40402.9	37037.3	42289	43988.7	39765.7	37907.9	48875.3	49893.3	48187	667.835	21339.1	21339.1	21339.1	16942.5	12295.4	0	0	9337.58	1058.95	5793.23	0.505384	0.505384	0	0	0	0	0
73	32156.3	42493.2	49117.2	99920.7	115766	28556	10878.5	14592.9	256672	98186.8	99700	49716.2	223625	52879	40896.6	122381	40555.4	144892	51928.2	70184.8	107636	11060	17073.9	13805.2	9474.77	55505.9	39771.4	36458.5	41628	43242	39090.7	37264.4	48045.6	49046.3	47369	659.408	20976.8	20976.8	20976.8	16654.9	12086.7	0	0	9226.88	1044.67	5715.1	0.495997	0.495997	0	0	0	0	0
74	31688.6	41979.7	48535.2	98713.2	114394	28100.1	10748	14417.8	253631	96932.1	98337.2	49119.7	220942	52039.4	40247.3	120931	40068.9	143154	51226	69225.5	106251	10927.3	16802.8	13586	9324.33	54624.6	39139.9	35879.6	40967.1	42495.3	38415.6	36620.9	47215.9	48199.3	46551	650.981	20614.6	20614.6	20614.6	16367.3	11878	0	0	9116.19	1030.39	5636.98	0.48661	0.48661	0	0	0	0	0
75	33091.7	43520.2	50281.1	102336	118509	29467.7	11139.6	14943	262754	100696	102426	50909.1	228991	54558.1	42195.3	125281	41528.5	148369	53332.4	72103.6	110405	11325.3	17616.1	14243.5	9775.63	57268.4	41034.3	37616.2	42949.9	44735.5	40440.8	38551.4	49705	50740.3	49005	676.261	21701.3	21701.3	21701.3	17230.1	12504.1	0	0	9448.27	1073.23	5871.35	0.514771	0.514771	0	0	0	0	0
76	33091.7	43520.2	50281.1	102336	118509	29467.7	11139.6	14943	262754	100696	102426	50909.1	228991	54558.1	42195.3	125281	41528.5	148369	53332.4	72103.6	110405	11325.3	17616.1	14243.5	9775.63	57268.4	41034.3	37616.2	42949.9	44735.5	40440.8	38551.4	49705	50740.3	49005	676.261	21701.3	21701.3	21701.3	17230.1	12504.1	0	0	9448.27	1073.23	5871.35	0.514771	0.514771	0	0	0	0	0
77	33091.7	43520.2	50281.1	102336	118509	29467.7	11139.6	14943	262754	100696	102426	50909.1	228991	54558.1	42195.3	125281	41528.5	148369	53332.4	72103.6	110405	11325.3	17616.1	14243.5	9775.63	57268.4	41034.3	37616.2	42949.9	44735.5	40440.8	38551.4	49705	50740.3	49005	676.261	21701.3	21701.3	21701.3	17230.1	12504.1	0	0	9448.27	1073.23	5871.35	0.514771	0.514771	0	0	0	0	0
78	34184.1	44033.7	52036.9	103543	122647	29923.6	11388.6	15277.1	271929	102954	104738	52047.1	234110	55829	43178.2	129655	42456.9	151686	55121.2	73731.4	111790	11578.5	18026.4	14575.3	10003.3	58602.4	41990.2	38492.4	43950.4	45805.6	41408.2	39473.6	50894	51954.1	50177.3	691.422	22220.5	22220.5	22220.5	17642.3	12803.3	0	0	9659.48	1097.46	6003.9	0.527525	0.527525	0	0	0	0	0
79	37785.5	44033.7	58803.4	103543	138596	29923.6	12071.7	16193.5	307289	108734	110212	55169.2	248153	58315.4	45101.2	146515	45003.7	160785	61385.1	77584.7	111790	12273.1	18829.3	15224.5	10448.9	61212.4	43860.3	40206.8	45907.8	47670.1	43093.6	41080.3	52965.6	54068.8	52219.7	730.24	23124.9	23124.9	23124.9	18360.4	13324.4	0	0	10238.9	1154.81	6317.67	0.546935	0.546935	0	0	0	0	0
80	33950.2	44186.8	51745.9	103903	121961	29901.5	11323.3	15189.5	270409	102326	104057	51748.9	232768	55409.2	42853.5	128930	42213.6	150816	54770.1	73251.7	112419	11512.2	17890.9	14465.7	9928.13	58161.8	41674.4	38203	43619.9	45432.3	41070.7	39151.9	50479.2	51530.6	49768.3	687.208	22039.3	22039.3	22039.3	17498.5	12698.9	0	0	9604.13	1090.32	5964.84	0.522832	0.522832	0	0	0	0	0
81	33793.2	44969.7	51154.1	105744	120567	30492.6	11335.3	15205.6	267316	102578	104470	51803.7	233015	55817.5	43169.2	127456	42258.3	150976	54385.7	73542.7	113803	11524.4	18022.7	14572.3	10001.3	58590.3	41981.5	38484.5	43941.3	45855.6	41453.3	39516.7	50949.5	52010.7	50232.1	688.901	22244.7	22244.7	22244.7	17661.5	12817.2	0	0	9614.31	1094.65	5988.53	0.528852	0.528852	0	0	0	0	0
82	33559.3	44982.2	50863.1	105774	119881	30400	11270.1	15118.1	265795	101951	103789	51505.5	231674	55397.7	42844.6	126731	42015.1	150107	54034.6	73063	113111	11458	17887.2	14462.7	9926.06	58149.7	41665.8	38195.1	43610.9	45482.2	41115.8	39194.9	50534.7	51587.2	49823.1	684.688	22063.6	22063.6	22063.6	17517.7	12712.9	0	0	9558.96	1087.51	5949.47	0.524159	0.524159	0	0	0	0	0
83	32390.1	43967.8	49408.2	103388	116452	29395.6	10943.8	14680.4	258192	98814.2	100381	50014.4	224967	53298.8	41221.3	123106	40798.7	145762	52279.2	70664.5	109649	11126.3	17209.4	13914.8	9549.98	55946.5	40087.1	36747.9	41958.5	43615.4	39428.2	37586.1	48460.5	49469.8	47778	663.621	21157.9	21157.9	21157.9	16798.7	12191.1	0	0	9282.23	1051.81	5754.17	0.500691	0.500691	0	0	0	0	0
84	30051.7	41130.9	46498.3	96717.4	109593	26981	10291.2	13805.1	242986	92540.4	93567.2	47032.2	211553	49100.9	37974.7	115856	38366	137070	48768.5	65867.6	102726	10462.9	15854	12818.8	8797.82	51540.1	36929.8	33853.6	38653.8	39881.7	36052.9	34368.6	44312	45234.9	43688	621.488	19346.7	19346.7	19346.7	15360.6	11147.4	0	0	8728.76	980.41	5363.55	0.453755	0.453755	0	0	0	0	0
85	31939.6	37755.4	51528.8	88780	121450	24295.9	10440.4	14005.1	269274	93049.5	93176.2	47713.7	214618	47820.8	36984.7	128390	38922	139056	52608.2	65592.3	95802.7	10614.5	15440.7	12484.6	8568.46	50196.4	35967.1	32971.1	37646.1	38335.8	34655.5	33036.4	42594.4	43481.6	41994.6	624.906	18596.8	18596.8	18596.8	14765.2	10715.4	0	0	8855.24	976.312	5341.14	0.429595	0.429595	0	0	0	0	0
86	26467.4	36240	42434.4	85216.7	100015	22743	9235.17	12388.4	221749	82250.4	82251.1	42205.8	189843	41976.1	32464.3	105730	34428.9	123004	43535.8	57901.5	90264	9389.19	13553.5	10958.7	7521.21	44061.4	31571.1	28941.3	33045	33484.4	30269.8	28855.6	37204.1	37979	36680.2	552.381	16243.4	16243.4	16243.4	12896.7	9359.32	0	0	7833.02	861.838	4714.88	0.372637	0.372637	0	0	0	0	0
87	24205.8	34981.4	39223.7	82257.2	92447.5	21418	8659.88	11616.7	204971	76856.1	76531.7	39576.7	178017	38606.3	29858.1	97730.1	32284.2	115342	39991.7	53875.2	85417.7	8804.3	12465.4	10079	6917.41	40524.2	29036.6	26617.9	30392.1	30547.4	27614.8	26324.6	33940.8	34647.7	33462.9	516.154	14818.6	14818.6	14818.6	11765.5	8538.39	0	0	7345.08	801.909	4387.02	0.336415	0.336415	0	0	0	0	0
88	23270.4	33685.1	38059.8	79208.8	89704.2	20371	8398.86	11266.6	198889	74346.6	73806	38383.8	172652	36927.2	28559.5	94830	31311.2	111865	38587.4	51956.4	82648.3	8538.93	11923.3	9640.61	6616.55	38761.6	27773.7	25460.2	29070.3	29053.9	26264.7	25037.6	32281.4	32953.8	31826.8	499.3	14094.1	14094.1	14094.1	11190.3	8120.94	0	0	7123.69	773.348	4230.78	0.31764	0.31764	0	0	0	0	0
89	22802.7	33171.6	37477.8	78001.4	88332.6	19915.2	8268.35	11091.5	195848	73091.8	72443.1	37787.3	169969	36087.6	27910.2	93380	30824.6	110127	37885.3	50997.1	81263.7	8406.25	11652.2	9421.42	6466.12	37880.3	27142.3	24881.3	28409.3	28307.2	25589.6	24394.1	31451.7	32106.8	31008.8	490.874	13731.9	13731.9	13731.9	10902.7	7912.22	0	0	7013	759.068	4152.66	0.308253	0.308253	0	0	0	0	0
90	24362.8	33659.9	39815.5	79149.7	93842.4	20556.4	8647.88	11600.6	208064	76604	76118.3	39521.8	177771	38198.1	29542.4	99204.7	32239.5	115182	40376.1	53584.3	84033	8792.1	12333.6	9972.4	6844.27	40095.6	28729.6	26336.4	30070.8	30124.1	27232.1	25959.8	33470.5	34167.6	32999.1	514.461	14613.3	14613.3	14613.3	11602.4	8420.07	0	0	7334.9	797.578	4363.33	0.330394	0.330394	0	0	0	0	0
91	30770.4	36331.1	50073.9	85430.8	118021	23085.7	10114.1	13567.5	261671	89912.6	89769.1	46222.6	207911	45721.9	35361.4	124764	37705.6	134711	50852.9	63193.9	92341	10282.8	14763	11936.7	8192.38	47993.3	34388.4	31523.9	35993.8	36469	32967.9	31427.6	40520.2	41364.2	39949.6	603.839	17691.2	17691.2	17691.2	14046.2	10193.5	0	0	8578.51	940.612	5145.83	0.406127	0.406127	0	0	0	0	0
92	32918.5	37358.1	53516.4	87845.8	126134	23997.4	10605.2	14226.2	279661	94368.4	94338	48466.8	218006	48238.3	37307.5	133342	39536.3	141251	54366.4	66410.2	95110.3	10782	15575.5	12593.6	8643.26	50634.7	36281.1	33258.9	37974.8	38590.3	34885.5	33255.7	42877.1	43770.2	42273.3	633.764	18720.3	18720.3	18720.3	14863.2	10786.5	0	0	8995.01	988.485	5407.73	0.431437	0.431437	0	0	0	0	0
93	28571.9	37871.6	45053.2	89053.3	106187	24453.2	9822.46	13176.2	235435	87896.7	88383.9	44889.8	201916	45754.2	35386.3	112255	36618.4	130826	46695.4	62218.8	95173.7	9986.27	14773.4	11945.1	8198.16	48027.1	34412.7	31546.2	36019.2	36844.8	33307.6	31751.5	40937.7	41790.4	40361.2	590.301	17873.5	17873.5	17873.5	14190.9	10298.6	0	0	8331.15	926.098	5066.43	0.414879	0.414879	0	0	0	0	0
94	29039.6	38385.1	45635.2	90260.8	107559	24909.1	9952.97	13351.3	238476	89151.5	89746.8	45486.2	204599	46593.7	36035.6	113705	37104.9	132565	47397.6	63178.2	96558.4	10119	15044.5	12164.3	8348.59	48908.4	35044.1	32125	36680.1	37591.5	33982.6	32395	41767.4	42637.3	41179.2	598.728	18235.7	18235.7	18235.7	14478.6	10507.3	0	0	8441.84	940.378	5144.55	0.424266	0.424266	0	0	0	0	0
95	29039.6	38385.1	45635.2	90260.8	107559	24909.1	9952.97	13351.3	238476	89151.5	89746.8	45486.2	204599	46593.7	36035.6	113705	37104.9	132565	47397.6	63178.2	96558.4	10119	15044.5	12164.3	8348.59	48908.4	35044.1	32125	36680.1	37591.5	33982.6	32395	41767.4	42637.3	41179.2	598.728	18235.7	18235.7	18235.7	14478.6	10507.3	0	0	8441.84	940.378	5144.55	0.424266	0.424266	0	0	0	0	0
96	28648.7	38641.9	44752.4	90864.5	105478	25137	9899.72	13279.9	233863	88776.2	89478.7	45242.9	203504	46582.2	36026.7	111505	36906.4	131855	46662.1	62989.4	97250.7	10064.8	15040.8	12161.3	8346.52	48896.3	35035.5	32117.1	36671	37641.4	34027.8	32438	41822.9	42694	41234	596.207	18260	18260	18260	14497.8	10521.3	0	0	8396.67	937.569	5129.19	0.425593	0.425593	0	0	0	0	0
97	28181	38128.4	44170.4	89657	104107	24681.2	9769.21	13104.8	230822	87521.4	88115.8	44646.4	200821	45742.6	35377.4	110055	36419.8	130117	45959.9	62030	95866.1	9932.13	14769.7	11942.1	8196.09	48015	34404	31538.2	36010.1	36894.7	33352.7	31794.5	40993.2	41847	40415.9	587.781	17897.7	17897.7	17897.7	14210.2	10312.5	0	0	8285.98	923.289	5051.06	0.416206	0.416206	0	0	0	0	0
98	27479.5	37358.1	43297.5	87845.8	102049	23997.4	9573.44	12842.2	226260	85639.3	86071.6	43751.8	196797	44483.3	34403.4	107880	35690	127510	44906.7	60591	93789.1	9733.1	14363	11613.3	7970.44	46693.1	33456.8	30669.9	35018.7	35774.6	32340.1	30829.2	39748.7	40576.6	39188.9	575.141	17354.4	17354.4	17354.4	13778.8	9999.46	0	0	8119.94	901.869	4933.88	0.402125	0.402125	0	0	0	0	0
99	27011.8	36844.6	42715.5	86638.3	100677	23541.5	9442.94	12667.1	223219	84384.6	84708.7	43155.3	194114	43643.7	33754.1	106430	35203.5	125771	44204.6	59631.6	92404.4	9600.42	14092	11394.1	7820.01	45811.8	32825.4	30091.1	34357.8	35027.8	31665.1	30185.7	38919	39729.6	38370.9	566.714	16992.1	16992.1	16992.1	13491.2	9790.73	0	0	8009.24	887.589	4855.76	0.392738	0.392738	0	0	0	0	0
100	28648.7	38641.9	44752.4	90864.5	105478	25137	9899.72	13279.9	233863	88776.2	89478.7	45242.9	203504	46582.2	36026.7	111505	36906.4	131855	46662.1	62989.4	97250.7	10064.8	15040.8	12161.3	8346.52	48896.3	35035.5	32117.1	36671	37641.4	34027.8	32438	41822.9	42694	41234	596.207	18260	18260	18260	14497.8	10521.3	0	0	8396.67	937.569	5129.19	0.425593	0.425593	0	0	0	0	0
101	30285.6	40439.1	46789.3	95090.7	110279	26732.6	10356.5	13892.6	244507	93167.8	94248.7	47330.4	212894	49520.7	38299.3	116581	38609.3	137939	49119.6	66347.3	102097	10529.2	15989.6	12928.4	8873.04	51980.7	37245.6	34143.1	38984.3	40255	36390.4	34690.3	44726.8	45658.4	44097	625.701	19527.8	19527.8	19527.8	15504.4	11251.8	0	0	8784.1	987.55	5402.61	0.458448	0.458448	0	0	0	0	0
102	31845.7	41466.2	49127	97505.7	115789	27644.3	10736	14401.7	256723	96680	97923.9	49064.9	220696	51631.2	39931.6	122405	40024.2	142994	51610.5	68934.5	104866	10915.1	16671	13479.4	9251.19	54196	38832.9	35598.2	40645.7	42071.9	38032.9	36256.1	46745.6	47719.2	46087.3	649.288	20409.2	20409.2	20409.2	16204.2	11759.6	0	0	9106.01	1026.06	5613.29	0.480589	0.480589	0	0	0	0	0
103	35914.8	41979.7	56475.5	98713.2	133109	28100.1	11549.7	15493.2	295124	103715	104760	52783.5	237422	54957.2	42503.9	140715	43057.5	153832	58576.5	73747.1	106251	11742.3	17744.9	14347.7	9847.14	57687.3	41334.5	37891.4	43264.1	44683.1	40393.4	38506.3	49646.8	50680.9	48947.7	696.533	21675.9	21675.9	21675.9	17209.9	12489.5	0	0	9796.14	1097.69	6005.18	0.509386	0.509386	0	0	0	0	0
104	32547.2	42646.3	50000	100281	117846	28533.9	10931.8	14664.3	261285	98562.1	99968.1	49959.6	224720	52890.5	40905.5	124580	40754	145602	52663.7	70373.6	108265	11114.1	17077.6	13808.2	9476.83	55518	39780.1	36466.4	41637.1	43192	39045.5	37221.3	47990.1	48989.7	47314.3	661.928	20952.6	20952.6	20952.6	16635.6	12072.7	0	0	9272.05	1047.48	5730.47	0.49467	0.49467	0	0	0	0	0
105	31220.9	42145.4	47953.2	99102.8	113022	27985.4	10617.5	14242.8	250589	95677.3	96974.4	48523.3	218260	51199.8	39598	119481	39582.4	141416	50523.9	68266.1	106188	10794.6	16531.7	13366.8	9173.9	53743.3	38508.5	35300.8	40306.2	41748.5	37740.6	35977.3	46386.2	47352.4	45733	642.554	20252.3	20252.3	20252.3	16079.7	11669.2	0	0	9005.49	1016.11	5558.86	0.477223	0.477223	0	0	0	0	0
106	30519.4	41644.4	47080.3	97924.9	110965	27436.9	10421.8	13980.2	246028	93795.2	94930.1	47628.6	214235	49940.5	38624	117306	38852.5	138808	49470.6	66827	104111	10595.6	16125.1	13038	8948.25	52421.4	37561.3	34432.5	39314.8	40628.4	36728	35012.1	45141.7	46081.9	44506	629.914	19709	19709	19709	15648.2	11356.2	0	0	8839.45	994.69	5441.68	0.463142	0.463142	0	0	0	0	0
107	29350.2	40630	45625.4	95539.5	107536	26432.5	10095.5	13542.5	238425	90658.3	91523	46137.5	207528	47841.6	37000.7	113681	37636.2	134463	47715.3	64428.5	100649	10263.8	15447.4	12490	8572.17	50218.2	35982.7	32985.3	37662.4	38761.6	35040.3	33403.3	43067.4	43964.5	42461	608.848	18803.3	18803.3	18803.3	14929.2	10834.3	0	0	8562.72	958.989	5246.37	0.439674	0.439674	0	0	0	0	0
108	27713.4	38563.4	43588.5	90680	102735	24701.7	9638.7	12929.7	227780	86266.7	86753	44050	198139	44903.1	34728.1	108605	35933.3	128379	45257.8	61070.6	95802.7	9799.44	14498.6	11722.9	8045.66	47133.7	33772.6	30959.3	35349.2	36148	32677.7	31151	40163.5	41000	39597.9	579.354	17535.5	17535.5	17535.5	13922.6	10103.8	0	0	8175.29	909.009	4972.94	0.406819	0.406819	0	0	0	0	0
109	30302.7	35958.1	49491.9	84553.8	116649	22700.4	9983.59	13392.4	258630	88657.8	88406.2	45626.2	205228	44882.4	34712	123314	37219.1	132972	50150.7	62234.5	90956.3	10150.1	14491.9	11717.5	8041.95	47112	33757	30945.1	35332.8	35722.2	32292.8	30784.1	39690.5	40517.2	39131.6	595.413	17329	17329	17329	13758.6	9984.82	0	0	8467.81	926.332	5067.71	0.396739	0.396739	0	0	0	0	0
110	25765.9	35469.8	41561.4	83405.5	97957.4	22059.2	9039.41	12125.8	217188	80368.2	80206.9	41311.2	185819	40716.8	31490.4	103555	33699.1	120397	42482.6	56462.4	88187	9190.16	13146.9	10630	7295.56	42739.5	30623.9	28073	32053.6	32364.3	29257.3	27890.4	35959.6	36708.5	35453.2	539.741	15700	15700	15700	12465.3	9046.24	0	0	7666.98	840.418	4597.7	0.358556	0.358556	0	0	0	0	0
