Timestep	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
3911	1212.74	128.813	2278.53	302.898	5370.34	64.6971	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	324.086	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3912	587.994	128.813	1104.74	302.898	2603.8	64.6971	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	324.086	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3913	587.994	128.813	1104.74	302.898	2603.8	64.6971	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	324.086	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3914	587.994	128.813	1104.74	302.898	2603.8	64.6971	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	324.086	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3915	587.994	1155.83	2268.68	2717.87	5347.12	64.6971	372.555	499.76	11855.4	943.69	893.664	1702.62	7658.45	405.951	313.962	5652.66	1388.89	4962.1	1022.67	629.103	324.086	378.768	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	315.991	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3916	587.994	2439.6	3723.6	5736.6	8776.27	64.6971	698.828	937.435	19458.4	943.69	893.664	3193.72	14365.5	405.951	313.962	9277.76	2605.25	9307.76	1022.67	629.103	324.086	710.482	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	592.727	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3917	587.994	2182.84	3432.62	5132.85	8090.44	64.6971	633.573	849.9	17937.8	943.69	893.664	2895.5	13024.1	405.951	313.962	8552.74	2361.98	8438.63	1022.67	629.103	324.086	644.139	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	537.38	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3918	1212.74	3209.86	5770.34	7547.83	13600.3	64.6971	1013.1	1359.01	30154.1	3201.11	1843.18	4629.98	20825.8	837.273	647.547	14377.4	3776.86	13493.6	2109.27	1297.53	1708.75	1029.99	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	21.4982	304.559	304.559	304.559	241.809	175.484	0	0	859.283	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3919	4814.2	5520.64	15155.8	12981.5	35721.1	64.6971	2283.55	3063.25	79199.4	14627.6	7998.29	10436.1	46942	3323.72	2570.57	37762.2	8513.14	30414.9	8724.22	5630.48	7939.75	2321.64	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	98.2367	1209.01	1209.01	1209.01	959.908	696.62	0	0	1936.85	83.8071	458.486	0.0259449	0.0259449	0	0	0	0	0
3920	1212.74	6957.52	9553.14	16360.3	22516.1	270.552	1861.41	2496.97	49921.9	11357	5250.3	8506.85	38264.2	837.273	647.547	23802.7	6939.37	24792.3	3864.63	3696	12030.4	1892.45	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	76.2718	304.559	304.559	304.559	241.809	175.484	0	0	1578.8	55.0133	300.963	0.00653573	0.00653573	0	0	0	0	0
3921	587.994	6456.59	7506.4	15182.4	17692.1	405.827	1547.14	2075.39	39226.2	8472.19	2256.51	7070.6	31803.8	405.951	313.962	18703	5767.76	20606.5	1724.82	1588.49	9953.36	1572.94	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	56.8979	147.665	147.665	147.665	117.241	85.0834	0	0	1312.24	23.644	129.35	0.00316884	0.00316884	0	0	0	0	0
3922	587.994	3901.64	4305.57	9174.51	10147.9	541.103	829.337	1112.51	22499.6	1571.06	893.664	3790.17	17048.3	405.951	313.962	10727.8	3091.79	11046	1022.67	629.103	2337.69	843.168	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	10.551	147.665	147.665	147.665	117.241	85.0834	0	0	703.421	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3923	587.994	1346.68	1104.74	3166.66	2603.8	676.379	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3924	587.994	1077.35	1104.74	2533.33	2603.8	541.103	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3925	4814.2	269.337	9045.08	633.332	21318.6	135.276	913.208	1225.01	47266.9	7726.46	7316.87	4173.47	18772.4	3323.72	2570.57	22536.8	3404.46	12163.1	8373.15	5150.78	1645.36	928.437	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	51.8897	1209.01	1209.01	1209.01	959.908	696.62	0	0	774.558	76.6671	419.425	0.0259449	0.0259449	0	0	0	0	0
3926	1212.74	808.01	2278.53	1900	5370.34	405.827	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	1645.36	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3927	587.994	1346.68	1104.74	3166.66	2603.8	676.379	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3928	587.994	1077.35	1104.74	2533.33	2603.8	541.103	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3929	587.994	1077.35	1104.74	2533.33	2603.8	541.103	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3930	1212.74	538.673	2278.53	1266.66	5370.34	270.552	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	1645.36	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3931	4814.2	128.813	9045.08	302.898	21318.6	64.6971	913.208	1225.01	47266.9	7726.46	7316.87	4173.47	18772.4	3323.72	2570.57	22536.8	3404.46	12163.1	8373.15	5150.78	1645.36	928.437	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	51.8897	1209.01	1209.01	1209.01	959.908	696.62	0	0	774.558	76.6671	419.425	0.0259449	0.0259449	0	0	0	0	0
3932	6026.93	128.813	11323.6	302.898	26689	64.6971	1143.25	1533.6	59173.8	9672.82	9160.05	5224.8	23501.3	4160.99	3218.11	28214	4262.07	15227.1	10482.4	6448.31	1645.36	1162.32	1343.53	1086.31	745.56	4367.7	3129.57	2868.88	3275.67	3120.09	2820.55	2688.78	3466.69	3538.89	3417.87	64.9612	1513.56	1513.56	1513.56	1201.72	872.104	0	0	969.676	95.9802	525.082	0.0324806	0.0324806	0	0	0	0	0
3933	1212.74	128.813	2278.53	302.898	5370.34	64.6971	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	324.086	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3934	1212.74	128.813	2278.53	302.898	5370.34	64.6971	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	324.086	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3935	1212.74	128.813	2278.53	302.898	5370.34	64.6971	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	324.086	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3936	587.994	128.813	1104.74	302.898	2603.8	64.6971	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	324.086	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3937	587.994	128.813	1104.74	302.898	2603.8	64.6971	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	324.086	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3938	587.994	128.813	1104.74	302.898	2603.8	64.6971	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	324.086	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3939	587.994	1155.83	2268.68	2717.87	5347.12	64.6971	372.555	499.76	11855.4	943.69	893.664	1702.62	7658.45	405.951	313.962	5652.66	1388.89	4962.1	1022.67	629.103	324.086	378.768	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	315.991	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3940	587.994	2439.6	3723.6	5736.6	8776.27	64.6971	698.828	937.435	19458.4	943.69	893.664	3193.72	14365.5	405.951	313.962	9277.76	2605.25	9307.76	1022.67	629.103	324.086	710.482	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	592.727	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3941	587.994	3209.86	4596.56	7547.83	10833.8	64.6971	894.591	1200.04	24020.2	2198.44	893.664	4088.39	18389.7	405.951	313.962	11452.8	3335.06	11915.2	1022.67	629.103	1708.75	909.51	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	14.7644	147.665	147.665	147.665	117.241	85.0834	0	0	758.768	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3942	1212.74	3980.12	6643.3	9359.06	15657.8	64.6971	1208.86	1621.62	34715.9	5083.24	1843.18	5524.64	24850.1	837.273	647.547	16552.5	4506.67	16101	2109.27	1297.53	3785.75	1229.02	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	34.1382	304.559	304.559	304.559	241.809	175.484	0	0	1025.32	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3943	4814.2	3980.12	13409.8	9359.06	31606.1	64.6971	1892.03	2538.04	70075.9	10863.3	7316.87	8646.78	38893.6	3323.72	2570.57	33412.1	7053.52	25200.1	8373.15	5150.78	3785.75	1923.58	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	72.9565	1209.01	1209.01	1209.01	959.908	696.62	0	0	1604.77	76.6671	419.425	0.0259449	0.0259449	0	0	0	0	0
3944	1212.74	3876.47	6061.33	9115.34	14286.1	270.552	1078.35	1446.55	31674.7	3828.49	1843.18	4928.2	22167.2	837.273	647.547	15102.5	4020.13	14362.7	2109.27	1297.53	3722.36	1096.34	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	25.7115	304.559	304.559	304.559	241.809	175.484	0	0	914.631	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3945	587.994	2862.04	3432.62	6729.95	8090.44	405.827	633.573	849.9	17937.8	943.69	893.664	2895.5	13024.1	405.951	313.962	8552.74	2361.98	8438.63	1022.67	629.103	1645.36	644.139	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	537.38	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3946	587.994	1590.85	1686.71	3740.82	3975.46	541.103	242.046	324.69	8814.25	943.69	893.664	1106.18	4975.63	405.951	313.962	4202.62	902.353	3223.84	1022.67	629.103	1645.36	246.083	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	205.297	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3947	587.994	2116.94	1977.7	4977.89	4661.29	676.379	307.3	412.225	10334.8	943.69	893.664	1404.4	6317.04	405.951	313.962	4927.64	1145.62	4092.97	1022.67	629.103	1645.36	312.425	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	260.644	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3948	587.994	1077.35	1104.74	2533.33	2603.8	541.103	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3949	4814.2	269.337	9045.08	633.332	21318.6	135.276	913.208	1225.01	47266.9	7726.46	7316.87	4173.47	18772.4	3323.72	2570.57	22536.8	3404.46	12163.1	8373.15	5150.78	1645.36	928.437	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	51.8897	1209.01	1209.01	1209.01	959.908	696.62	0	0	774.558	76.6671	419.425	0.0259449	0.0259449	0	0	0	0	0
3950	1212.74	808.01	2278.53	1900	5370.34	405.827	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	1645.36	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3951	587.994	1346.68	1104.74	3166.66	2603.8	676.379	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3952	587.994	1077.35	1104.74	2533.33	2603.8	541.103	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3953	587.994	1077.35	1104.74	2533.33	2603.8	541.103	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3954	1212.74	538.673	2278.53	1266.66	5370.34	270.552	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	1645.36	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3955	4814.2	128.813	9045.08	302.898	21318.6	64.6971	913.208	1225.01	47266.9	7726.46	7316.87	4173.47	18772.4	3323.72	2570.57	22536.8	3404.46	12163.1	8373.15	5150.78	1645.36	928.437	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	51.8897	1209.01	1209.01	1209.01	959.908	696.62	0	0	774.558	76.6671	419.425	0.0259449	0.0259449	0	0	0	0	0
3956	6026.93	128.813	11323.6	302.898	26689	64.6971	1143.25	1533.6	59173.8	9672.82	9160.05	5224.8	23501.3	4160.99	3218.11	28214	4262.07	15227.1	10482.4	6448.31	1645.36	1162.32	1343.53	1086.31	745.56	4367.7	3129.57	2868.88	3275.67	3120.09	2820.55	2688.78	3466.69	3538.89	3417.87	64.9612	1513.56	1513.56	1513.56	1201.72	872.104	0	0	969.676	95.9802	525.082	0.0324806	0.0324806	0	0	0	0	0
3957	1212.74	128.813	2278.53	302.898	5370.34	64.6971	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	324.086	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3958	1212.74	128.813	2278.53	302.898	5370.34	64.6971	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	324.086	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3959	1212.74	128.813	2278.53	302.898	5370.34	64.6971	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	324.086	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3960	587.994	128.813	1104.74	302.898	2603.8	64.6971	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	324.086	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3961	587.994	128.813	1104.74	302.898	2603.8	64.6971	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	324.086	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3962	587.994	128.813	1104.74	302.898	2603.8	64.6971	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	324.086	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3963	587.994	128.813	1104.74	302.898	2603.8	64.6971	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	324.086	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3964	587.994	128.813	1104.74	302.898	2603.8	64.6971	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	324.086	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3965	587.994	128.813	1104.74	302.898	2603.8	64.6971	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	324.086	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3966	1212.74	128.813	2278.53	302.898	5370.34	64.6971	230.045	308.591	11906.9	1946.36	1843.18	1051.33	4728.93	837.273	647.547	5677.21	857.612	3063.99	2109.27	1297.53	324.086	233.881	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	195.118	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3967	4814.2	1412.58	10500	3321.62	24747.8	64.6971	1239.48	1662.69	54869.9	7726.46	7316.87	5664.57	25479.5	3323.72	2570.57	26161.9	4620.81	16508.8	8373.15	5150.78	324.086	1260.15	1073.18	867.726	595.539	3488.83	2499.84	2291.61	2616.54	2492.26	2253	2147.74	2769.12	2826.8	2730.13	51.8897	1209.01	1209.01	1209.01	959.908	696.62	0	0	1051.29	76.6671	419.425	0.0259449	0.0259449	0	0	0	0	0
3968	1212.74	2335.95	4315.42	5492.87	10171.2	270.552	686.826	921.336	22551.1	1946.36	1843.18	3138.88	14118.8	837.273	647.547	10752.3	2560.51	9147.92	2109.27	1297.53	1645.36	698.281	270.344	218.588	150.021	878.866	629.731	577.275	659.129	627.822	567.55	541.034	697.565	712.094	687.742	13.0715	304.559	304.559	304.559	241.809	175.484	0	0	582.548	19.3131	105.657	0.00653573	0.00653573	0	0	0	0	0
3969	587.994	1578.27	1977.7	3711.23	4661.29	405.827	307.3	412.225	10334.8	943.69	893.664	1404.4	6317.04	405.951	313.962	4927.64	1145.62	4092.97	1022.67	629.103	1645.36	312.425	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	260.644	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3970	587.994	1077.35	1104.74	2533.33	2603.8	541.103	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3971	587.994	1346.68	1104.74	3166.66	2603.8	676.379	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
3972	587.994	1077.35	1104.74	2533.33	2603.8	541.103	111.537	149.62	5773.06	943.69	893.664	509.736	2292.81	405.951	313.962	2752.59	415.812	1485.57	1022.67	629.103	1645.36	113.397	131.076	105.982	72.7376	426.117	305.324	279.891	319.578	304.399	275.176	262.32	338.213	345.258	333.451	6.33768	147.665	147.665	147.665	117.241	85.0834	0	0	94.6025	9.36392	51.2275	0.00316884	0.00316884	0	0	0	0	0
