Timestep	2018	2019	2020	2021	2022
3978	296.55	287.05	292.35	301.45	302.95
3979	296.15	287.25	291.35	301.35	302.65
3980	294.95	288.05	290.35	300.05	302.15
3981	292.85	287.25	289.55	298.15	301.15
3982	291.95	287.25	289.55	297.45	299.05
3983	291.55	286.95	289.25	296.95	298.85
3984	291.35	286.85	288.95	295.65	298.45
3985	291.25	286.85	288.75	294.55	295.75
3986	290.35	286.65	288.45	293.85	294.55
3987	288.75	286.65	288.15	293.25	294.05
3988	287.95	286.05	287.35	292.55	294.05
3989	288.05	285.65	287.25	292.25	293.75
3990	288.15	286.15	287.85	292.35	293.95
3991	289.85	287.35	288.85	293.45	295.25
3992	290.85	288.05	289.45	294.85	296.35
3993	291.45	288.15	289.95	295.35	296.85
3994	292.15	288.65	290.55	295.75	297.45
3995	292.85	289.45	291.45	297.15	298.45
3996	293.75	290.65	291.85	298.15	301.45
3997	295.45	292.05	292.75	298.95	301.15
3998	296.15	292.35	294.05	300.25	302.05
3999	296.95	293.55	294.25	301.65	302.95
4000	297.05	294.85	294.15	301.75	303.35
4001	297.15	295.95	295.45	301.35	304.25
4002	296.75	295.75	295.65	301.25	303.75
4003	296.55	295.25	294.85	301.35	302.95
4004	295.85	294.05	293.75	299.75	301.55
4005	294.85	292.55	292.25	298.05	299.75
4006	294.45	291.85	291.45	297.05	298.35
4007	293.75	291.45	290.65	295.85	297.75
4008	293.35	290.95	289.75	295.65	296.85
4009	292.45	290.65	289.05	294.95	296.65
4010	292.65	289.45	288.35	294.35	295.65
4011	292.65	288.55	287.25	293.95	294.85
4012	291.95	288.65	287.25	293.75	293.75
4013	291.75	288.05	287.15	293.15	293.35
4014	291.85	287.05	286.55	292.95	292.75
4015	291.95	288.75	286.45	294.45	293.75
4016	292.45	289.75	286.45	295.65	295.05
4017	293.05	289.95	287.15	296.75	295.75
4018	293.85	290.75	287.05	296.85	296.45
4019	294.65	291.75	287.95	297.75	297.15
4020	295.55	292.85	288.45	299.45	298.35
4021	296.15	294.15	288.95	300.65	299.25
4022	296.65	294.75	289.45	300.75	300.55
4023	296.75	295.75	290.15	301.45	301.25
4024	296.35	296.75	290.15	301.45	302.05
4025	295.35	296.75	290.15	301.95	302.75
4026	293.95	296.45	290.05	302.65	303.35
4027	293.35	296.45	289.65	302.05	303.15
4028	292.55	296.25	289.15	300.45	301.65
4029	292.35	295.05	288.25	297.55	300.45
4030	291.75	293.15	287.35	295.85	299.85
4031	291.35	292.35	286.55	294.75	298.75
4032	291.35	291.65	286.05	293.35	296.95
4033	291.05	291.25	286.05	293.05	295.45
4034	290.85	291.05	286.25	293.15	295.35
4035	290.45	290.75	286.85	292.85	294.35
4036	290.25	290.15	286.75	292.25	294.65
4037	290.25	290.05	286.25	292.15	294.35
4038	289.75	289.65	285.75	292.15	293.85
4039	290.55	291.25	286.75	293.05	294.75
4040	291.85	292.15	288.15	294.15	296.15
4041	291.95	292.65	288.15	295.05	296.55
4042	292.65	293.55	289.05	295.55	297.25
4043	293.45	294.75	289.95	295.95	298.15
4044	294.15	295.45	290.65	296.65	299.45
4045	295.05	296.45	291.55	298.45	300.45
4046	295.95	297.45	291.85	299.65	302.45
4047	296.15	297.75	292.65	300.95	302.65
4048	296.75	298.55	293.15	302.25	303.05
4049	296.85	298.95	292.95	301.75	304.15
4050	297.95	299.55	293.15	299.15	304.85
4051	297.45	298.65	289.65	297.75	304.85
4052	296.15	297.65	286.55	297.35	302.85
4053	294.35	296.25	287.05	297.05	301.05
4054	292.95	295.35	286.45	296.35	300.35
4055	292.15	294.75	286.55	295.55	300.05
4056	291.65	294.35	286.85	295.55	300.55
4057	291.25	294.35	287.05	295.75	300.05
4058	290.95	293.15	286.15	295.05	299.05
4059	290.45	292.25	285.35	294.25	298.45
4060	289.85	291.95	285.45	293.65	297.45
4061	289.55	291.15	285.35	293.65	296.35
4062	289.35	290.95	285.55	293.95	296.15
4063	291.05	292.55	286.05	294.65	297.05
4064	292.65	292.35	287.05	295.35	298.55
4065	294.05	293.35	287.45	295.95	299.85
4066	294.95	294.45	287.85	297.35	300.95
4067	295.95	295.15	289.15	297.15	301.65
4068	296.25	296.75	290.15	297.85	302.55
4069	297.25	298.15	289.55	298.35	303.35
4070	299.05	298.15	290.05	299.15	304.45
4071	300.05	298.25	291.55	300.15	304.95
4072	300.45	299.75	291.25	300.85	305.65
4073	300.65	299.95	291.55	301.05	305.35
4074	300.35	299.55	291.35	300.85	304.85
4075	299.55	299.15	290.45	300.65	304.65
4076	298.35	298.05	290.15	298.95	303.65
4077	297.05	296.85	289.75	297.95	302.35
4078	296.55	296.35	289.15	298.25	301.75
4079	295.85	295.45	288.55	297.95	300.85
4080	294.95	295.15	287.15	298.05	299.95
4081	294.45	294.75	286.95	297.15	299.15
4082	293.25	294.45	286.35	296.85	298.35
4083	292.15	293.75	285.85	296.55	297.65
4084	291.75	293.55	285.35	295.95	296.85
4085	291.25	290.85	285.15	295.45	296.55
4086	291.15	290.05	285.55	294.95	296.25
4087	292.65	290.55	287.55	294.75	296.75
4088	293.65	291.05	288.25	295.35	297.75
4089	294.35	290.15	288.55	295.75	298.75
4090	295.05	289.35	288.95	297.05	299.35
4091	295.65	290.95	290.15	297.65	299.85
4092	296.55	292.65	291.05	297.75	300.65
4093	297.55	293.45	292.15	297.45	301.65
4094	299.05	294.15	293.55	296.75	302.45
4095	299.65	295.45	293.65	295.75	303.25
4096	300.55	296.35	294.55	297.15	304.15
4097	301.25	296.55	295.45	295.45	304.75
4098	301.05	295.05	295.35	289.05	304.85
4099	299.95	294.75	294.95	290.15	304.15
4100	298.45	293.85	293.35	290.35	303.05
4101	297.45	293.25	291.85	290.15	301.05
4102	296.75	293.05	291.25	290.15	299.85
4103	296.05	291.85	291.05	290.25	299.35
4104	295.35	290.95	290.85	290.45	298.15
4105	295.15	290.15	290.55	290.65	297.05
4106	294.55	289.55	289.65	290.15	296.05
4107	294.25	289.45	289.15	289.65	295.15
4108	293.55	289.45	287.95	289.75	294.35
4109	293.05	289.65	287.75	289.95	293.95
4110	292.85	289.65	287.65	289.95	293.75
4111	294.25	289.95	289.15	290.45	294.75
4112	295.75	290.25	290.15	291.25	295.35
4113	296.85	290.65	290.85	292.45	296.25
4114	298.05	290.75	291.25	292.95	297.25
4115	298.85	291.95	292.45	293.45	298.05
4116	299.65	292.15	293.05	294.15	299.25
4117	300.55	292.55	293.65	295.25	300.25
4118	301.65	293.05	294.85	296.45	300.95
4119	302.05	293.85	295.15	296.85	301.85
4120	302.35	295.55	296.05	296.25	301.85
4121	301.65	295.75	296.15	296.15	302.55
4122	300.25	293.75	295.65	294.65	302.35
4123	299.05	291.75	295.75	292.95	301.45
4124	298.05	291.35	294.65	292.45	300.75
4125	296.25	291.05	294.05	291.85	299.35
4126	294.85	291.75	292.95	292.05	298.75
4127	294.05	291.05	292.75	291.55	298.75
4128	292.75	290.85	292.75	290.95	297.25
4129	291.55	289.85	292.45	290.45	297.15
4130	291.15	289.15	291.25	290.15	297.05
4131	290.25	289.15	291.15	289.85	296.55
4132	289.55	288.75	291.25	288.45	295.25
4133	288.95	288.75	290.85	288.25	294.95
4134	287.75	288.95	290.85	288.45	294.25
4135	287.35	289.65	291.85	288.05	293.55
4136	288.05	290.05	292.65	288.75	292.65
4137	289.25	290.55	293.15	290.85	292.35
4138	290.35	291.15	294.85	292.15	292.95
4139	291.65	291.55	294.85	292.85	294.15
4140	292.45	291.95	295.95	293.05	296.25
4141	293.35	292.95	297.15	294.25	296.25
4142	294.15	294.35	297.55	295.25	296.45
4143	294.65	295.05	298.05	295.75	297.25
4144	294.75	294.05	298.15	295.75	297.55
4145	294.25	291.55	298.35	295.45	296.35
4146	293.55	293.55	298.05	292.95	294.25
4147	292.85	293.95	297.55	292.25	292.95
4148	291.65	293.75	296.45	292.65	292.95
4149	290.15	292.05	295.15	291.95	291.55
4150	288.95	291.05	294.25	291.85	291.35
4151	288.15	290.35	293.95	290.85	291.45
4152	287.75	289.75	293.15	289.95	291.25
4153	287.15	289.55	292.35	289.85	291.45
4154	286.75	288.95	292.05	289.35	291.75
4155	286.35	288.55	291.45	288.65	291.75
4156	285.65	288.35	290.15	288.15	291.55
4157	285.05	288.35	289.85	287.75	291.45
4158	284.75	288.05	289.85	288.05	291.15
4159	286.05	289.85	290.75	288.95	292.25
4160	287.65	290.95	291.75	290.65	293.05
4161	289.15	291.55	292.15	291.65	293.95
4162	290.65	292.35	292.75	291.95	294.35
4163	290.55	293.15	293.65	292.65	295.15
4164	292.55	294.05	294.75	293.25	295.65
4165	294.35	294.75	296.05	293.85	296.65
4166	295.15	295.95	297.05	294.75	296.95
4167	295.65	296.95	298.15	295.55	297.75
4168	296.05	297.55	298.85	296.15	299.05
4169	296.15	298.55	299.45	295.75	296.45
4170	295.65	298.25	300.35	293.85	293.25
4171	294.75	298.45	300.25	292.95	292.65
4172	293.35	297.55	298.85	291.35	293.05
4173	291.75	295.95	297.45	288.75	292.25
4174	290.65	295.25	296.75	287.75	291.95
4175	290.15	294.05	295.95	287.65	291.55
4176	289.85	293.25	295.05	287.55	290.95
4177	289.85	292.75	293.65	287.35	290.75
4178	289.15	292.25	292.95	288.35	291.35
4179	288.65	291.65	292.25	288.25	291.55
4180	288.25	291.15	291.55	287.75	291.25
4181	287.45	290.65	291.15	287.75	291.35
4182	287.35	290.65	291.05	288.35	291.35
4183	287.95	292.25	292.15	288.05	291.65
4184	288.55	293.65	292.95	288.65	291.15
4185	289.65	293.95	293.65	289.75	290.55
4186	290.05	294.95	294.05	290.85	291.75
4187	290.85	295.35	294.85	291.75	292.45
4188	291.75	296.75	295.95	292.45	291.25
4189	292.85	297.55	297.15	292.75	289.85
4190	293.65	298.25	298.15	293.25	290.65
4191	294.55	299.35	299.15	293.85	290.95
4192	295.75	300.35	299.85	293.45	291.45
4193	295.95	300.75	300.35	291.35	291.75
4194	295.05	300.15	300.65	292.55	292.75
4195	295.15	298.45	301.15	291.55	292.95
4196	293.65	298.05	299.55	289.15	293.25
4197	292.45	297.65	298.05	288.75	291.95
4198	291.55	296.95	297.95	288.95	290.25
4199	290.95	295.95	296.25	289.25	289.75
4200	290.85	295.65	295.55	289.05	289.35
4201	290.25	294.75	294.95	288.65	288.85
4202	289.75	294.05	293.95	288.15	288.55
4203	289.35	293.75	293.45	288.35	288.35
4204	289.15	293.55	292.55	288.25	288.15
4205	288.35	293.05	291.95	288.15	287.95
4206	287.95	293.15	291.55	287.95	287.95
4207	289.05	294.35	292.95	288.45	290.05
4208	290.15	295.05	293.85	288.95	291.65
4209	291.55	296.45	293.95	289.95	292.35
4210	293.05	297.25	294.85	290.15	293.05
4211	294.15	297.95	295.85	290.75	293.75
4212	295.15	298.65	296.75	290.75	294.35
4213	295.75	300.05	298.15	291.35	295.35
4214	296.15	300.65	298.65	291.65	296.15
4215	296.45	301.85	299.85	291.75	296.95
4216	296.55	302.75	300.45	292.45	297.75
4217	296.55	302.85	300.35	292.85	298.25
4218	296.15	302.75	300.25	292.35	298.35
4219	295.45	301.45	299.85	292.15	298.25
4220	294.25	300.65	298.55	291.45	297.25
4221	293.15	299.35	297.75	290.05	295.75
4222	292.35	298.85	297.55	289.35	291.55
4223	291.45	298.05	295.65	288.95	290.55
4224	291.15	297.95	294.95	288.55	290.15
4225	290.65	297.45	294.15	288.45	289.85
4226	290.05	297.15	293.95	288.15	290.15
4227	289.65	296.75	293.25	287.45	290.55
4228	289.35	296.35	293.05	287.05	290.65
4229	288.55	295.35	292.75	286.55	290.25
4230	287.85	295.25	292.75	286.65	290.55
4231	289.05	296.25	294.05	288.45	291.65
4232	290.65	297.85	295.75	289.85	292.45
4233	290.75	298.45	296.15	290.45	292.55
4234	291.55	299.15	297.55	291.05	293.75
4235	293.65	299.95	298.45	291.55	294.35
4236	294.75	300.75	298.65	292.45	295.05
4237	297.65	301.85	297.95	293.35	295.55
4238	298.45	303.15	296.75	294.35	296.35
4239	298.95	303.45	296.45	295.45	297.65
4240	299.35	303.75	297.45	296.15	298.85
4241	299.45	304.05	297.45	296.95	299.85
4242	299.05	304.45	297.25	297.05	300.85
4243	298.25	303.25	297.25	296.35	300.25
4244	297.15	302.35	296.05	295.15	299.15
4245	295.65	300.75	295.25	293.35	297.55
4246	294.85	299.95	295.25	292.25	295.95
4247	294.15	299.15	294.65	291.35	295.95
4248	293.25	298.45	294.45	290.55	295.55
4249	292.45	297.75	294.05	290.25	294.25
4250	291.65	297.05	294.05	290.15	294.05
4251	290.85	296.45	293.75	290.25	294.05
4252	289.75	296.45	292.65	289.55	293.35
4253	289.45	296.35	292.15	289.45	293.55
4254	289.25	295.95	291.85	289.35	293.75
4255	290.35	296.55	292.45	291.05	293.95
4256	291.75	298.05	293.55	292.15	293.95
4257	292.05	298.95	294.25	291.75	294.15
4258	292.95	299.35	295.05	292.35	293.55
4259	294.85	300.35	295.95	293.95	293.05
4260	296.95	301.05	297.15	294.55	293.15
4261	297.85	302.35	298.35	295.05	293.95
4262	298.45	303.15	298.95	296.05	294.85
4263	298.95	304.45	299.45	296.65	294.15
4264	299.25	304.75	300.35	296.75	294.25
4265	299.05	305.35	300.85	297.65	294.15
4266	298.75	305.45	300.65	297.15	294.05
4267	298.15	304.25	299.75	296.75	293.95
4268	297.05	303.25	298.25	296.45	293.55
4269	295.65	302.15	296.85	295.45	292.85
4270	294.65	302.15	296.05	294.55	291.85
4271	293.65	301.25	295.85	294.25	291.15
4272	292.55	299.75	294.95	294.55	291.15
4273	291.95	298.95	294.95	293.75	290.95
4274	291.25	297.95	294.45	292.75	290.65
4275	289.95	297.75	295.55	291.95	290.55
4276	289.45	297.05	295.35	291.45	289.65
4277	288.95	296.25	294.65	291.35	289.25
4278	288.45	295.95	294.05	291.25	289.35
4279	288.95	297.05	293.05	292.55	289.55
4280	290.35	297.95	292.35	293.45	290.75
4281	291.85	298.25	292.25	293.85	291.95
4282	293.45	298.75	292.95	294.15	292.15
4283	294.65	299.35	294.15	294.75	293.15
4284	295.95	300.45	295.35	295.55	293.35
4285	296.85	301.35	296.45	296.45	293.35
4286	297.15	302.45	296.55	297.65	293.75
4287	297.75	303.55	296.85	296.45	293.55
4288	297.95	305.05	296.95	294.65	293.45
4289	296.85	305.75	296.85	295.35	293.45
4290	296.05	305.25	296.75	292.95	293.55
4291	295.45	303.95	296.25	292.25	293.65
4292	293.65	302.65	294.85	292.35	293.75
4293	292.95	301.45	291.75	291.25	292.85
4294	292.05	300.75	290.95	291.05	291.55
4295	291.05	299.75	290.55	290.95	291.55
4296	290.65	297.45	290.75	290.35	291.75
4297	290.55	295.95	290.35	290.05	291.75
4298	290.15	295.45	289.75	289.85	291.65
4299	289.35	294.05	289.65	289.85	291.45
4300	288.45	293.45	289.65	289.95	291.15
4301	288.25	293.95	289.85	289.75	290.95
4302	288.15	293.55	290.25	289.65	290.65
4303	289.15	294.85	291.05	290.35	291.65
4304	290.25	296.05	291.45	291.55	292.65
4305	291.05	296.55	291.25	291.65	293.65
4306	291.55	297.15	291.85	289.75	294.15
4307	292.55	297.95	293.35	289.15	295.15
4308	293.35	298.55	294.85	289.65	295.75
4309	294.55	299.45	295.75	292.95	296.65
4310	295.65	300.35	296.45	294.05	297.65
4311	297.25	301.35	296.85	294.15	298.35
4312	298.05	302.05	297.25	294.45	298.95
4313	298.35	302.85	297.65	294.85	299.15
4314	298.05	303.15	297.55	294.65	299.15
4315	297.65	302.85	296.85	292.45	299.25
4316	297.15	301.45	295.65	291.25	298.95
4317	295.75	299.75	293.05	289.95	296.95
4318	295.15	298.55	291.45	288.35	295.95
4319	293.95	297.85	290.55	287.55	295.75
4320	293.05	297.15	290.05	288.05	294.55
4321	292.55	296.75	289.75	288.25	293.25
4322	291.95	296.15	289.25	288.25	292.75
4323	291.25	296.35	289.15	287.55	292.45
4324	290.75	295.75	288.65	286.75	292.15
4325	290.35	295.55	288.05	286.85	291.75
4326	290.35	295.35	287.95	287.55	291.45
4327	291.65	296.45	289.95	287.65	292.55
4328	292.65	298.15	291.65	287.95	293.85
4329	293.75	298.75	292.15	288.75	294.45
4330	294.45	299.45	292.85	290.05	295.35
4331	295.25	300.85	293.75	290.65	296.45
4332	296.75	302.55	294.25	291.75	297.25
4333	298.15	303.55	295.45	291.85	298.15
4334	299.15	304.85	296.45	291.15	298.45
4335	300.55	305.55	297.35	290.85	299.85
4336	301.05	305.75	298.15	290.65	300.45
4337	301.85	305.25	298.75	290.75	300.85
4338	302.05	304.95	298.85	290.85	299.15
4339	302.05	303.35	298.85	289.75	293.65
4340	299.85	302.25	297.85	289.65	292.05
4341	298.25	301.45	295.95	288.95	289.65
4342	297.15	301.15	295.15	288.05	287.95
4343	295.95	300.45	294.55	287.95	287.85
4344	295.55	296.95	293.75	287.95	288.05
4345	294.95	297.05	293.15	287.85	288.95
4346	294.35	299.65	292.35	287.85	288.55
4347	293.65	299.05	291.65	288.25	287.85
4348	292.95	297.35	291.45	288.55	287.45
4349	292.65	296.15	291.45	288.15	287.45
4350	292.25	295.45	291.95	288.45	287.45
4351	293.85	296.25	292.95	288.75	287.25
4352	294.85	296.55	293.95	289.35	287.75
4353	295.45	297.85	294.35	290.35	287.55
4354	296.85	298.75	294.95	291.05	288.15
4355	297.85	300.05	295.95	291.75	289.15
4356	298.75	301.45	296.65	292.15	291.25
4357	300.05	301.65	298.15	292.65	291.85
4358	300.95	302.65	298.95	293.55	292.65
4359	302.15	304.45	300.65	293.65	293.15
4360	302.95	304.75	301.85	293.65	293.75
4361	303.35	304.15	301.95	293.55	294.15
4362	303.85	303.85	302.05	293.65	294.15
4363	303.05	301.85	300.35	294.05	293.75
4364	301.15	301.95	297.95	293.25	293.75
4365	300.25	300.95	293.75	291.25	291.85
4366	299.55	299.95	292.65	290.25	291.05
4367	298.35	294.75	292.55	290.15	290.55
4368	297.35	293.45	292.05	290.05	290.55
4369	296.25	294.95	291.45	289.55	289.95
4370	295.15	293.85	291.25	289.55	289.95
4371	294.45	292.75	290.95	288.85	288.05
4372	293.75	292.75	290.95	288.65	287.95
4373	293.45	292.45	291.25	288.35	287.65
4374	293.25	292.45	291.65	288.05	287.55
4375	294.25	292.95	292.85	289.45	289.55
4376	294.75	293.95	293.35	291.05	291.05
4377	295.35	294.75	293.75	291.45	291.45
4378	296.55	295.25	294.15	292.05	292.05
4379	297.35	296.05	295.35	292.75	292.65
4380	298.25	296.75	296.35	293.65	293.65
4381	299.15	297.05	297.75	295.05	294.55
4382	300.25	298.85	298.15	295.85	295.55
4383	302.45	298.95	298.75	296.85	296.85
4384	303.85	299.95	299.05	296.95	298.25
4385	304.05	301.15	298.15	297.05	297.85
4386	303.95	301.85	296.75	296.75	298.25
4387	302.55	301.05	296.05	296.45	298.35
4388	301.25	299.75	294.75	295.45	297.55
4389	299.95	298.55	294.05	293.85	296.05
4390	299.35	297.65	293.55	293.55	294.75
4391	298.75	297.45	292.85	293.35	294.15
4392	297.05	296.95	292.05	291.65	293.65
4393	296.55	296.35	291.65	291.25	293.25
4394	296.35	295.85	291.25	291.25	292.35
4395	295.65	295.45	290.85	290.95	291.65
4396	295.45	295.55	290.35	290.65	291.65
4397	292.85	294.65	289.45	290.05	291.05
4398	290.95	294.45	289.55	289.55	291.05
4399	290.75	294.25	289.25	290.75	292.55
4400	291.55	294.55	289.25	292.75	294.65
4401	292.65	295.75	290.25	292.85	295.25
4402	294.15	295.85	290.75	292.65	295.95
4403	296.05	295.55	291.45	292.85	297.05
4404	295.35	295.35	292.35	292.15	298.45
4405	296.15	295.55	293.05	292.25	300.05
4406	297.35	297.35	292.85	291.75	301.05
4407	298.45	296.15	293.05	290.85	301.25
4408	299.15	295.95	293.25	290.55	302.75
4409	298.25	296.85	293.05	290.25	302.55
4410	297.15	297.15	293.05	289.95	302.35
4411	295.15	297.65	293.05	290.35	300.85
4412	294.05	296.15	292.65	290.35	297.55
4413	293.65	295.05	291.85	289.85	296.75
4414	293.35	294.85	290.95	289.55	297.05
4415	293.15	295.45	289.65	289.45	296.85
4416	292.25	295.35	289.55	289.45	295.75
4417	292.05	294.65	289.75	289.55	293.35
4418	292.25	293.35	289.25	289.65	293.75
4419	292.35	292.85	289.35	289.55	293.15
4420	292.25	292.55	289.35	289.25	293.25
4421	291.35	292.15	289.25	289.05	292.25
4422	291.25	291.85	288.95	289.65	291.65
4423	292.55	292.85	290.25	290.35	292.15
4424	293.75	293.85	291.55	290.75	293.65
4425	294.75	294.15	291.95	290.55	295.05
4426	295.25	294.95	292.45	290.65	295.55
4427	296.45	295.75	293.25	290.75	296.25
4428	297.75	296.35	294.25	290.95	296.65
4429	298.55	296.65	294.95	290.95	296.55
4430	300.35	297.35	295.65	291.35	298.05
4431	301.05	297.05	296.35	291.55	298.25
4432	301.95	296.35	296.75	292.45	298.25
4433	300.65	296.85	296.95	293.35	297.95
4434	299.75	298.15	297.25	293.25	296.85
4435	299.75	297.85	296.55	293.65	295.85
4436	298.75	296.95	295.25	292.75	293.95
4437	297.25	295.25	294.45	291.75	293.15
4438	297.25	294.95	293.75	291.35	292.95
4439	296.65	294.25	293.05	290.55	293.35
4440	291.15	293.95	292.25	290.35	293.15
4441	290.75	293.35	291.25	290.15	293.15
4442	290.55	292.95	290.75	289.75	292.25
4443	290.25	292.55	290.55	289.55	291.55
4444	289.95	292.25	289.85	289.35	291.35
4445	289.85	292.15	289.55	289.25	291.05
4446	290.05	291.95	289.45	289.35	291.05
4447	290.15	293.25	291.35	289.75	291.85
4448	291.15	294.65	292.85	290.25	292.95
4449	292.05	295.35	293.75	290.85	294.25
4450	292.95	296.45	294.85	291.55	294.75
4451	293.05	297.45	296.05	292.25	295.65
4452	293.25	298.55	296.95	293.25	296.35
4453	295.35	299.85	297.25	294.35	297.15
4454	295.35	300.85	298.55	295.35	298.05
4455	296.05	301.65	298.85	296.85	298.45
4456	296.05	302.35	299.45	296.75	298.85
4457	293.65	303.05	299.95	298.25	299.05
4458	294.65	301.95	300.25	297.95	299.05
4459	294.25	301.95	300.15	298.05	299.25
4460	293.35	300.35	299.05	296.95	297.95
4461	292.25	298.75	297.45	295.05	296.15
4462	291.55	297.75	295.75	294.25	294.75
4463	290.95	296.95	294.45	293.85	293.45
4464	290.25	296.25	293.85	293.35	292.75
4465	289.35	295.75	293.25	293.15	292.65
4466	289.75	295.05	292.55	292.85	292.35
4467	289.85	294.15	292.55	292.45	292.15
4468	289.45	293.75	291.85	291.45	291.45
4469	289.55	293.95	291.15	291.95	291.25
4470	289.25	294.05	291.25	292.25	290.65
4471	289.15	294.75	293.15	292.95	291.75
4472	289.35	296.55	294.65	292.95	293.55
4473	289.85	296.05	295.25	292.15	294.05
4474	289.65	297.65	296.25	291.55	294.45
4475	290.75	299.55	295.95	292.65	295.25
4476	291.15	299.85	296.85	292.95	296.15
4477	291.65	293.85	296.35	292.05	297.65
4478	293.35	292.45	297.05	292.95	298.45
4479	293.95	294.75	296.65	292.75	299.45
4480	292.75	297.95	296.85	292.35	300.05
4481	293.35	298.65	296.25	292.05	299.75
4482	293.75	297.75	295.95	291.45	299.25
4483	293.45	297.95	294.95	291.35	298.35
4484	293.45	296.35	293.75	290.75	296.55
4485	292.25	295.75	292.05	290.45	295.15
4486	291.95	295.45	290.65	290.15	293.75
4487	291.05	295.15	289.55	289.75	292.75
4488	290.35	294.65	289.15	289.65	292.05
4489	289.75	295.05	288.85	289.55	291.45
4490	289.75	293.45	288.35	289.65	291.15
4491	289.75	292.05	288.05	289.75	290.65
4492	289.15	291.15	287.75	289.75	290.05
4493	288.65	290.85	287.85	289.65	290.15
4494	288.15	290.55	287.35	289.55	289.85
4495	289.85	291.45	287.85	289.75	290.45
4496	291.75	293.35	288.85	290.05	291.95
4497	293.05	294.75	290.25	290.95	293.45
4498	293.15	295.55	291.95	291.65	293.85
4499	294.15	296.65	293.35	292.15	294.35
4500	297.45	297.65	294.45	293.15	295.85
4501	298.35	298.35	295.15	293.95	297.05
4502	298.95	299.85	295.05	294.35	297.65
4503	299.25	300.45	295.45	295.25	298.75
4504	299.75	300.75	296.15	295.65	298.85
4505	299.85	300.65	296.55	295.75	298.55
4506	299.35	298.85	296.85	296.45	297.75
4507	298.65	298.35	296.75	295.15	296.45
4508	297.45	297.65	295.65	293.25	295.35
4509	295.95	295.95	293.45	292.95	293.95
4510	295.25	294.85	292.35	292.65	292.75
4511	295.15	294.35	291.65	292.05	291.95
4512	294.65	293.45	291.35	291.75	291.35
4513	293.85	292.85	290.55	291.15	290.85
4514	292.55	292.45	290.45	290.45	290.55
4515	291.35	292.05	289.35	290.25	290.45
4516	290.95	291.75	288.75	289.75	290.35
4517	290.15	291.15	288.15	289.85	290.05
4518	290.75	291.05	287.95	289.55	289.55
4519	291.75	292.85	289.55	289.15	289.85
4520	293.35	294.45	291.45	289.75	290.75
4521	294.25	295.25	292.05	291.85	292.25
4522	294.35	295.85	292.65	292.05	293.75
4523	295.65	296.65	293.55	292.55	294.75
4524	298.35	296.55	294.75	292.65	295.85
4525	299.75	298.65	296.05	292.55	296.55
4526	300.45	298.75	297.25	291.55	297.35
4527	299.85	300.35	298.35	290.05	297.95
4528	300.55	300.55	298.65	289.85	298.25
4529	300.85	300.95	299.45	289.85	298.25
4530	300.45	300.65	299.45	290.05	298.05
4531	299.65	299.15	298.95	289.55	297.25
4532	298.35	297.35	297.55	289.45	296.05
4533	296.85	295.95	296.15	289.15	294.75
4534	295.75	294.95	295.35	288.85	293.85
4535	295.15	293.95	294.35	288.95	292.95
4536	294.85	293.25	293.45	288.95	291.75
4537	294.85	292.85	292.85	288.45	291.55
4538	294.45	292.55	292.15	287.85	291.25
4539	294.05	291.65	291.55	287.25	291.05
4540	292.85	290.75	290.75	287.05	290.05
4541	291.85	290.75	290.15	286.85	289.45
4542	291.55	290.65	290.05	286.75	288.55
4543	292.45	290.65	291.85	287.95	289.85
4544	293.65	291.45	293.65	289.55	291.55
4545	293.95	292.95	294.55	289.55	292.15
4546	294.65	293.55	295.15	290.55	292.45
4547	295.55	294.05	295.95	291.45	293.65
4548	296.55	294.95	296.65	292.55	295.05
4549	297.75	295.25	298.35	293.35	296.65
4550	299.15	296.15	298.95	293.85	297.75
4551	301.05	297.35	300.95	294.75	300.15
4552	301.55	298.55	302.15	295.05	300.95
4553	301.45	298.45	302.45	295.15	300.55
4554	300.95	297.95	302.35	294.95	300.55
4555	300.15	296.95	302.25	295.95	299.55
4556	298.55	295.65	300.85	294.85	297.95
4557	296.75	293.95	298.35	292.85	296.55
4558	295.65	293.05	297.35	291.85	295.05
4559	295.65	292.45	296.45	291.25	294.35
4560	295.05	291.65	295.75	290.95	294.15
4561	293.75	290.95	295.35	290.35	293.85
4562	292.85	289.95	294.75	289.35	293.55
4563	292.05	289.05	293.95	288.95	292.95
4564	291.75	288.25	293.45	288.35	291.85
4565	291.05	287.35	292.95	287.95	291.15
4566	291.05	286.75	292.85	287.75	291.15
4567	292.05	287.05	294.15	289.15	292.35
4568	293.35	288.55	295.95	290.75	293.35
4569	294.05	290.25	296.75	291.35	293.65
4570	294.95	291.85	297.75	291.95	295.45
4571	296.05	293.25	298.85	292.45	297.65
4572	297.05	293.25	298.95	293.25	298.75
4573	297.65	294.45	300.05	294.05	299.65
4574	298.35	295.65	300.95	295.75	300.25
4575	298.95	297.45	301.65	296.25	300.45
4576	299.25	298.65	300.85	296.65	300.65
4577	299.35	298.65	301.85	296.45	300.35
4578	298.15	298.35	300.95	296.15	299.85
4579	296.85	297.55	299.35	291.75	298.85
4580	295.65	296.25	297.85	291.05	297.55
4581	294.55	294.35	296.15	290.05	295.85
4582	293.55	293.85	294.25	288.75	294.95
4583	292.75	293.65	291.55	288.65	293.85
4584	292.35	292.45	290.25	288.35	293.05
