2012	2013	2014	2015	2016	2017	2018	2019	2020	mean	max	min
270	153	122	312	293	26	392	436	212	246.2222222	436	26
98	90	43	135	128	19	180	260	79	114.6666667	260	19
13	12	12	19	19	6	92	90	22	31.66666667	92	6
2	2	2	3	2	1	7	8	3	3.333333333	8	1
2	1	2	2	2	1	1	2	2	1.666666667	2	1
2	1	2	2	2	2	1	2	1	1.666666667	2	1
2	1	2	2	1	0	1	2	1	1.333333333	2	0
2	1	2	2	1	1	1	2	1	1.444444444	2	1
2	1	1	2	2	1	2	1	1	1.444444444	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
29	10	4	27	4	31	4	4	1	12.66666667	31	1
119	19	20	99	36	144	66	65	5	63.66666667	144	5
309	40	35	166	154	346	223	228	32	170.3333333	346	32
485	70	98	314	272	508	192	411	45	266.1111111	508	45
584	79	206	434	432	674	358	580	127	386	674	79
767	80	172	782	713	486	734	749	183	518.4444444	782	80
874	90	344	913	834	423	861	870	162	596.7777778	913	90
931	134	271	973	715	565	930	920	512	661.2222222	973	134
914	186	292	963	962	373	918	981	672	695.6666667	981	186
855	271	192	813	895	664	798	980	560	669.7777778	980	192
751	192	551	764	764	529	825	863	851	676.6666667	863	192
616	99	499	607	616	434	703	769	816	573.2222222	816	99
427	130	445	403	436	189	510	617	637	421.5555556	637	130
259	62	100	254	238	109	414	434	483	261.4444444	483	62
121	43	25	116	112	47	243	254	275	137.3333333	275	25
22	8	23	20	15	14	81	87	120	43.33333333	120	8
2	2	1	3	2	1	9	7	12	4.333333333	12	1
1	2	1	2	2	1	2	2	2	1.666666667	2	1
2	1	2	2	2	2	2	1	1	1.666666667	2	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
2	2	1	1	1	1	1	1	2	1.333333333	2	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
2	2	2	2	1	1	1	2	1	1.555555556	2	1
2	2	1	2	2	2	1	2	1	1.666666667	2	1
31	30	18	31	14	32	5	6	4	19	32	4
146	150	60	155	46	169	61	63	63	101.4444444	169	46
326	348	285	345	49	371	209	216	221	263.3333333	371	49
506	448	352	515	122	519	380	392	403	404.1111111	519	122
666	536	662	680	146	712	548	562	567	564.3333333	712	146
784	874	707	806	621	835	712	719	729	754.1111111	874	621
845	962	690	907	583	915	826	834	847	823.2222222	962	583
844	1108	1023	957	516	952	885	895	909	898.7777778	1108	516
789	953	694	946	607	985	940	958	968	871.1111111	985	607
760	893	751	887	487	833	940	956	966	830.3333333	966	487
453	828	844	776	454	674	835	846	857	729.6666667	857	453
484	698	626	634	288	607	741	770	757	622.7777778	770	288
438	494	494	469	478	206	614	637	627	495.2222222	637	206
254	306	289	296	228	163	421	371	432	306.6666667	432	163
76	137	50	130	113	89	247	140	255	137.4444444	255	50
16	21	15	20	22	17	85	63	75	37.11111111	85	15
2	2	2	2	2	1	8	9	9	4.111111111	9	1
2	2	2	2	2	1	2	1	2	1.777777778	2	1
1	2	2	2	2	2	1	1	2	1.666666667	2	1
2	2	2	1	2	2	2	1	1	1.666666667	2	1
2	2	2	2	2	1	1	2	1	1.666666667	2	1
2	2	2	2	1	1	1	3	0	1.555555556	3	0
1	2	1	1	1	2	1	2	1	1.333333333	2	1
2	3	2	2	2	1	1	3	1	1.888888889	3	1
7	31	32	30	21	20	4	4	7	17.33333333	32	4
64	163	164	153	120	64	62	69	60	102.1111111	164	60
65	356	355	336	223	163	214	246	159	235.2222222	356	65
42	543	540	512	511	262	381	395	342	392	543	42
51	704	695	669	666	548	548	566	295	526.8888889	704	51
42	840	828	796	612	417	712	721	543	612.3333333	840	42
55	832	894	902	702	745	830	833	892	742.7777778	902	55
147	995	967	956	817	769	890	893	907	815.6666667	995	147
322	966	951	944	754	746	942	956	974	839.4444444	974	322
188	906	876	880	947	351	947	945	899	771	947	188
130	802	660	782	794	177	842	710	878	641.6666667	878	130
94	658	624	635	654	199	735	643	785	558.5555556	785	94
24	489	437	470	473	133	602	506	629	418.1111111	629	24
59	303	250	295	295	89	408	419	399	279.6666667	419	59
25	137	108	130	129	60	238	164	271	140.2222222	271	25
9	19	18	19	17	6	84	17	28	24.11111111	84	6
1	2	2	3	2	1	12	3	4	3.333333333	12	1
1	2	2	2	2	1	1	1	2	1.555555556	2	1
1	2	1	2	1	1	2	1	1	1.333333333	2	1
1	2	2	1	2	1	2	1	1	1.444444444	2	1
1	1	2	2	3	2	2	0	1	1.555555556	3	0
2	1	1	2	1	1	1	1	1	1.222222222	2	1
2	2	1	2	2	1	1	1	0	1.333333333	2	0
1	2	1	2	1	1	1	1	1	1.222222222	2	1
3	30	7	30	2	6	3	4	5	10	30	2
12	160	13	140	10	12	46	43	23	51	160	10
50	335	54	320	21	13	188	172	68	135.6666667	335	13
53	513	77	496	29	30	369	382	135	231.5555556	513	29
138	654	87	654	86	60	536	556	471	360.2222222	654	60
77	753	83	785	199	66	694	714	416	420.7777778	785	66
112	864	90	885	50	80	786	824	574	473.8888889	885	50
218	926	109	927	67	138	869	868	466	509.7777778	927	67
389	961	146	916	94	198	920	886	681	576.7777778	961	94
206	739	113	859	87	324	889	888	714	535.4444444	889	87
76	444	56	756	52	309	806	754	449	411.3333333	806	52
60	289	101	620	153	283	683	759	469	379.6666667	759	60
49	201	150	424	77	192	601	647	436	308.5555556	647	49
24	107	251	254	55	91	383	412	168	193.8888889	412	24
10	58	115	121	29	47	79	233	82	86	233	10
3	13	17	21	6	9	91	84	31	30.55555556	91	3
1	2	1	2	2	1	14	13	3	4.333333333	14	1
1	2	2	2	1	1	1	1	2	1.444444444	2	1
1	1	2	2	2	1	1	2	1	1.444444444	2	1
1	1	2	2	2	1	1	1	1	1.333333333	2	1
1	1	2	1	2	1	1	1	1	1.222222222	2	1
1	2	2	2	2	1	1	2	1	1.555555556	2	1
1	2	2	1	2	1	1	1	1	1.333333333	2	1
1	1	2	2	2	1	1	1	1	1.333333333	2	1
11	6	13	26	22	8	1	3	2	10.22222222	26	1
33	15	61	133	109	40	3	59	8	51.22222222	133	3
43	39	246	314	225	103	3	180	28	131.2222222	314	3
122	105	299	489	538	284	13	194	46	232.2222222	538	13
312	157	348	646	709	381	17	405	133	345.3333333	709	17
452	248	517	779	824	553	89	653	284	488.7777778	824	89
515	157	985	871	911	477	304	659	454	592.5555556	985	157
378	126	998	933	974	828	815	856	640	727.5555556	998	126
403	204	975	887	978	675	617	953	558	694.4444444	978	204
646	345	899	833	898	523	797	892	175	667.5555556	899	175
656	208	790	759	789	513	857	680	267	613.2222222	857	208
472	149	647	619	644	695	752	229	198	489.4444444	752	149
360	141	476	439	474	495	384	158	279	356.2222222	495	141
196	154	298	290	286	318	155	157	207	229	318	154
128	39	135	167	139	131	83	210	112	127.1111111	210	39
19	9	24	21	29	16	38	87	34	30.77777778	87	9
2	1	2	3	2	2	7	10	6	3.888888889	10	1
2	1	2	2	2	2	2	1	2	1.777777778	2	1
2	1	2	1	2	1	1	1	1	1.333333333	2	1
2	1	2	1	2	1	1	1	1	1.333333333	2	1
2	2	1	1	2	2	1	2	1	1.555555556	2	1
1	1	2	2	2	1	1	1	1	1.333333333	2	1
2	1	1	2	2	1	1	1	1	1.333333333	2	1
1	1	2	3	2	1	1	1	1	1.444444444	3	1
17	19	20	28	28	29	3	3	3	16.66666667	29	3
112	56	74	143	154	159	28	51	41	90.88888889	159	28
297	133	102	341	342	340	139	202	200	232.8888889	342	102
307	297	260	487	526	494	398	373	400	393.5555556	526	260
260	277	440	636	684	636	554	536	573	510.6666667	684	260
477	315	486	771	820	774	718	697	750	645.3333333	820	315
731	208	743	890	921	903	839	871	884	776.6666667	921	208
898	215	675	940	974	786	851	833	643	757.2222222	974	215
926	366	451	920	963	982	862	856	832	795.3333333	982	366
946	292	413	874	908	892	892	816	951	776	951	292
765	327	355	766	799	618	858	819	834	682.3333333	858	327
575	524	614	623	645	525	737	764	760	640.7777778	764	524
464	530	489	450	475	433	568	330	637	486.2222222	637	330
215	189	173	230	297	337	235	412	434	280.2222222	434	173
21	85	13	116	129	144	130	240	236	123.7777778	240	13
5	15	1	33	19	21	51	82	75	33.55555556	82	1
2	2	2	3	2	3	6	8	8	4	8	2
1	2	1	2	2	1	1	2	2	1.555555556	2	1
2	1	1	2	2	2	2	2	2	1.777777778	2	1
2	1	1	2	2	1	1	1	1	1.333333333	2	1
1	1	1	2	1	1	2	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	2	1	1	1	1	1.222222222	2	1
2	2	1	3	3	1	1	1	1	1.666666667	3	1
37	20	5	22	31	30	4	3	4	17.33333333	37	3
146	98	24	138	144	160	33	56	58	95.22222222	160	24
167	313	78	323	309	330	23	165	210	213.1111111	330	23
205	473	310	498	468	490	32	381	391	360.8888889	498	32
255	678	404	652	624	609	304	534	557	513	678	255
178	891	763	790	734	775	413	716	720	664.4444444	891	178
334	959	687	816	741	877	261	858	841	708.2222222	959	261
676	907	336	667	677	941	245	916	906	696.7777778	941	245
282	770	651	899	715	923	308	990	956	721.5555556	990	282
392	724	646	864	761	912	380	986	958	735.8888889	986	380
519	622	584	755	387	759	398	886	847	639.6666667	886	387
615	661	582	412	368	420	230	772	750	534.4444444	772	230
356	463	466	278	356	187	152	620	632	390	632	152
106	293	263	278	238	139	104	421	442	253.7777778	442	104
92	128	120	82	107	113	205	250	257	150.4444444	257	82
13	20	18	8	27	20	71	85	83	38.33333333	85	8
2	2	2	2	2	2	6	10	8	4	10	2
2	2	2	1	2	1	1	2	2	1.666666667	2	1
1	1	2	2	2	1	1	2	1	1.444444444	2	1
1	2	2	2	1	1	1	1	2	1.444444444	2	1
1	2	2	2	2	1	1	2	1	1.555555556	2	1
1	2	2	2	2	2	1	1	1	1.555555556	2	1
1	2	2	2	2	1	1	2	1	1.555555556	2	1
1	2	2	2	2	3	1	2	2	1.888888889	3	1
2	28	27	20	17	29	1	4	4	14.66666667	29	1
6	144	149	118	111	159	8	59	60	90.44444444	159	6
30	327	353	296	288	341	32	111	96	208.2222222	353	30
89	521	456	482	593	502	111	242	212	356.4444444	593	89
343	580	679	639	714	646	134	30	481	471.7777778	714	30
490	784	791	734	776	781	135	189	671	594.5555556	791	135
261	1007	920	427	831	901	348	226	525	605.1111111	1007	226
487	991	980	918	960	943	373	679	445	752.8888889	991	373
434	977	937	892	889	927	324	126	530	670.6666667	977	126
629	906	755	860	889	882	197	48	628	643.7777778	906	48
494	791	702	745	740	771	173	545	436	599.6666667	791	173
221	629	680	600	601	672	85	753	557	533.1111111	753	85
129	460	106	428	480	505	93	604	340	349.4444444	604	93
43	285	18	265	277	259	190	414	370	235.6666667	414	18
17	123	16	114	127	97	119	243	284	126.6666667	284	16
7	18	3	20	22	30	59	67	124	38.88888889	124	3
1	2	2	2	2	2	9	10	10	4.444444444	10	1
2	2	1	2	2	1	2	1	1	1.555555556	2	1
2	1	1	2	2	1	1	1	1	1.333333333	2	1
2	2	1	2	2	2	1	0	2	1.555555556	2	0
2	2	1	2	2	1	1	1	1	1.444444444	2	1
1	2	1	2	2	1	1	2	1	1.444444444	2	1
1	2	2	1	2	0	1	1	1	1.222222222	2	0
2	2	2	2	2	1	2	3	1	1.888888889	3	1
46	26	15	24	27	23	3	1	4	18.77777778	46	1
152	140	61	136	151	63	54	37	57	94.55555556	152	37
304	318	166	315	339	199	198	222	217	253.1111111	339	166
524	506	556	489	535	459	371	392	408	471.1111111	556	371
679	671	501	649	676	611	539	558	581	607.2222222	679	501
711	805	674	776	817	786	714	579	750	734.6666667	817	579
734	908	559	886	914	812	842	666	866	798.5555556	914	559
591	944	632	947	933	754	913	830	934	830.8888889	947	591
1007	915	197	926	930	489	968	783	983	799.7777778	1007	197
914	827	15	872	817	658	953	758	987	755.6666667	987	15
781	772	163	765	796	512	855	679	883	689.5555556	883	163
619	599	93	394	651	555	745	774	771	577.8888889	774	93
415	448	164	119	477	319	615	627	644	425.3333333	644	119
286	285	44	124	194	198	423	453	444	272.3333333	453	44
142	127	17	67	127	147	246	248	259	153.3333333	259	17
18	20	15	31	14	20	81	83	74	39.55555556	83	14
3	2	1	2	2	2	7	9	9	4.111111111	9	1
2	2	1	2	2	1	1	2	2	1.666666667	2	1
2	2	1	2	2	1	1	1	2	1.555555556	2	1
1	2	1	2	2	1	1	2	2	1.555555556	2	1
2	2	1	2	2	1	1	2	1	1.555555556	2	1
2	1	1	2	1	1	1	1	2	1.333333333	2	1
2	2	1	1	1	2	2	1	1	1.444444444	2	1
1	2	1	1	2	2	1	1	1	1.333333333	2	1
5	21	3	5	7	28	4	3	3	8.777777778	28	3
8	109	23	15	50	147	55	27	55	54.33333333	147	8
105	303	27	62	228	308	191	117	210	172.3333333	308	27
475	490	38	300	338	465	376	341	395	357.5555556	490	38
502	667	52	193	684	618	523	535	568	482.4444444	684	52
559	792	105	228	721	749	706	645	736	582.3333333	792	105
513	907	150	593	761	839	828	809	862	695.7777778	907	150
457	948	229	626	949	924	903	500	934	718.8888889	949	229
623	954	223	342	860	549	948	348	983	647.7777778	983	223
950	863	59	527	720	284	908	500	959	641.1111111	959	59
568	441	171	648	694	232	787	439	796	530.6666667	796	171
397	281	139	617	643	45	666	546	794	458.6666667	794	45
272	169	160	480	435	170	593	351	641	363.4444444	641	160
177	159	79	243	294	144	433	213	431	241.4444444	433	79
89	75	74	97	87	139	236	204	225	136.2222222	236	74
15	20	7	21	26	21	82	81	52	36.11111111	82	7
2	2	1	2	2	1	8	9	9	4	9	1
2	2	1	1	2	2	2	2	2	1.777777778	2	1
2	2	1	1	2	1	2	1	2	1.555555556	2	1
2	2	1	1	2	1	1	1	2	1.444444444	2	1
1	1	1	1	1	1	2	1	1	1.111111111	2	1
1	2	1	1	2	2	1	1	1	1.333333333	2	1
1	1	2	2	2	2	1	1	1	1.444444444	2	1
2	2	1	2	2	1	2	1	1	1.555555556	2	1
25	16	6	18	21	11	3	2	3	11.66666667	25	2
71	64	29	63	80	15	51	25	57	50.55555556	80	15
300	294	73	220	311	50	194	100	209	194.5555556	311	50
486	465	85	486	503	310	367	228	396	369.5555556	503	85
714	471	154	423	657	315	534	224	565	450.7777778	714	154
883	720	200	615	735	304	708	385	737	587.4444444	883	200
912	878	188	774	905	199	831	610	741	670.8888889	912	188
997	850	288	1033	947	315	910	850	675	762.7777778	1033	288
998	721	392	981	938	785	949	930	897	843.4444444	998	392
869	518	416	923	876	215	949	958	808	725.7777778	958	215
743	226	233	805	767	29	844	781	871	588.7777778	871	29
680	34	112	646	628	173	741	699	762	497.2222222	762	34
410	89	106	470	463	342	618	618	640	417.3333333	640	89
226	117	54	298	289	93	412	432	438	262.1111111	438	54
79	78	19	129	124	18	284	253	257	137.8888889	284	18
17	15	4	20	19	4	108	84	83	39.33333333	108	4
2	2	1	2	2	1	10	8	8	4	10	1
2	2	2	2	2	1	2	1	2	1.777777778	2	1
1	2	1	2	2	1	2	1	1	1.444444444	2	1
2	2	1	2	2	1	1	1	1	1.444444444	2	1
2	2	2	2	2	1	2	1	1	1.666666667	2	1
2	2	1	2	2	1	1	1	1	1.444444444	2	1
2	1	1	2	2	1	1	1	1	1.333333333	2	1
2	1	1	2	2	1	1	1	2	1.444444444	2	1
24	12	4	26	23	17	2	3	3	12.66666667	26	2
140	80	17	149	137	41	37	45	51	77.44444444	149	17
328	308	48	345	318	107	198	191	188	225.6666667	345	48
509	484	56	527	506	181	392	383	362	377.7777778	527	56
671	628	77	695	652	265	495	549	530	506.8888889	695	77
781	749	99	832	782	67	525	719	707	584.5555556	832	67
418	816	139	932	883	197	642	840	641	612	932	139
397	965	168	988	936	405	672	920	571	669.1111111	988	168
362	812	158	973	917	672	750	959	447	672.2222222	973	158
128	644	129	914	866	825	690	965	673	648.2222222	965	128
84	511	87	798	757	689	581	859	822	576.4444444	859	84
274	292	87	650	625	462	471	757	638	472.8888889	757	87
169	236	54	479	474	163	284	632	478	329.8888889	632	54
94	229	40	304	211	37	220	440	285	206.6666667	440	37
64	133	17	128	130	7	166	245	77	107.4444444	245	7
6	30	4	19	16	2	81	71	21	27.77777778	81	2
2	2	1	2	2	0	10	6	6	3.444444444	10	0
2	2	1	3	2	1	1	2	2	1.777777778	3	1
1	2	1	2	2	1	2	2	1	1.555555556	2	1
1	2	1	2	2	1	1	2	1	1.444444444	2	1
2	2	1	1	2	1	2	1	1	1.444444444	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	1	1	1	2	1	1	1	1	1.111111111	2	1
2	2	1	2	2	1	1	1	1	1.444444444	2	1
8	24	3	22	23	29	3	3	1	12.88888889	29	1
73	132	14	133	124	117	47	55	11	78.44444444	133	11
169	311	16	319	254	235	151	131	75	184.5555556	319	16
173	494	37	501	408	410	326	138	191	297.5555556	501	37
237	662	151	671	433	370	565	224	366	408.7777778	671	151
760	793	218	792	679	491	726	345	275	564.3333333	793	218
853	903	137	880	490	573	851	413	342	604.6666667	903	137
540	964	308	945	106	594	917	566	887	647.4444444	964	106
269	906	463	901	299	650	977	457	1019	660.1111111	1019	269
613	895	386	654	522	433	973	325	792	621.4444444	973	325
821	744	255	333	264	597	870	158	660	522.4444444	870	158
658	635	59	530	600	427	737	129	722	499.6666667	737	59
492	459	68	462	321	232	537	129	682	375.7777778	682	68
366	274	16	289	170	165	379	116	459	248.2222222	459	16
112	118	40	127	49	30	247	56	254	114.7777778	254	30
6	19	9	19	6	14	82	20	64	26.55555556	82	6
2	2	1	3	2	2	7	3	7	3.222222222	7	1
2	2	1	2	2	1	1	1	2	1.555555556	2	1
1	2	1	2	2	1	1	1	1	1.333333333	2	1
2	1	2	2	1	1	1	2	1	1.444444444	2	1
2	2	1	2	2	1	1	1	2	1.555555556	2	1
1	2	1	2	2	1	1	1	1	1.333333333	2	1
2	2	1	2	2	1	2	1	1	1.555555556	2	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
20	23	29	23	3	6	3	1	3	12.33333333	29	1
106	136	117	139	24	91	50	37	51	83.44444444	139	24
237	322	141	332	44	187	201	114	205	198.1111111	332	44
264	507	283	510	86	263	378	380	396	340.7777778	510	86
462	669	368	672	44	305	546	390	564	446.6666667	672	44
462	800	456	799	51	397	692	280	745	520.2222222	800	51
449	912	845	895	48	913	810	534	856	695.7777778	913	48
665	970	816	892	118	813	882	557	940	739.2222222	970	118
288	959	942	866	98	744	850	523	970	693.3333333	970	98
355	901	630	889	56	763	905	490	979	663.1111111	979	56
411	794	465	719	50	610	841	456	868	579.3333333	868	50
459	651	548	577	147	237	579	429	760	487.4444444	760	147
183	482	511	373	145	270	655	351	634	400.4444444	655	145
215	301	256	256	29	227	435	272	437	269.7777778	437	29
44	120	162	74	3	69	185	150	253	117.7777778	253	3
7	18	11	13	4	24	54	39	77	27.44444444	77	4
2	2	2	2	2	1	8	4	6	3.222222222	8	1
2	2	2	2	1	1	2	1	2	1.666666667	2	1
1	2	1	2	1	2	1	1	2	1.444444444	2	1
2	2	1	1	2	1	2	1	1	1.444444444	2	1
2	2	1	2	2	1	1	1	1	1.444444444	2	1
1	2	1	1	1	1	2	1	1	1.222222222	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	2	2	1	2	1	1	2	1	1.444444444	2	1
8	23	13	19	14	17	3	2	3	11.33333333	23	2
54	124	40	75	77	128	48	29	53	69.77777778	128	29
155	307	120	117	106	264	195	79	186	169.8888889	307	79
537	455	86	261	144	460	368	202	351	318.2222222	537	86
457	660	242	637	271	649	535	545	469	496.1111111	660	242
322	791	242	808	285	648	703	639	626	562.6666667	808	242
394	877	824	723	96	859	825	839	751	687.5555556	877	96
492	926	1109	670	468	775	907	892	887	791.7777778	1109	468
435	922	718	934	368	570	816	1026	967	750.6666667	1026	368
468	869	673	814	182	797	984	949	949	742.7777778	984	182
366	760	563	732	265	636	693	702	873	621.1111111	873	265
84	625	259	584	667	630	688	796	733	562.8888889	796	84
28	448	376	449	264	203	437	625	616	382.8888889	625	28
22	267	200	332	63	145	315	448	365	239.6666667	448	22
10	114	42	115	10	65	184	255	242	115.2222222	255	10
3	18	7	16	3	10	71	84	92	33.77777778	92	3
1	3	1	2	2	2	4	8	7	3.333333333	8	1
1	2	1	2	1	1	2	1	2	1.444444444	2	1
1	2	2	2	2	1	2	2	2	1.777777778	2	1
1	2	1	2	1	1	1	1	2	1.333333333	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
1	2	1	2	1	1	2	1	1	1.333333333	2	1
1	2	1	2	1	0	1	1	1	1.111111111	2	0
1	2	2	2	1	1	1	1	1	1.333333333	2	1
25	25	17	21	7	10	3	3	3	12.66666667	25	3
88	133	90	127	17	49	38	49	51	71.33333333	133	17
175	310	168	312	32	287	122	193	201	200	312	32
261	477	258	494	33	241	277	378	384	311.4444444	494	33
261	650	381	660	114	449	519	543	564	460.1111111	660	114
452	794	649	790	169	619	700	717	700	621.1111111	794	169
601	903	891	889	161	755	762	846	831	737.6666667	903	161
1017	957	739	953	493	686	783	848	830	811.7777778	1017	493
844	947	539	943	754	814	729	612	963	793.8888889	963	539
461	887	853	880	33	877	799	909	952	739	952	33
242	774	404	766	69	770	870	891	774	617.7777778	891	69
113	636	192	618	167	541	580	748	589	464.8888889	748	113
96	462	175	446	409	499	505	713	406	412.3333333	713	96
85	281	123	278	305	291	288	234	368	250.3333333	368	85
66	117	61	116	114	151	119	75	159	108.6666667	159	61
22	17	17	17	20	25	40	14	55	25.22222222	55	14
2	2	2	2	1	1	5	3	4	2.444444444	5	1
2	2	2	2	1	1	1	2	1	1.555555556	2	1
2	2	1	2	1	1	1	1	2	1.444444444	2	1
2	2	2	2	2	1	1	2	1	1.666666667	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
2	2	2	2	2	1	1	1	1	1.555555556	2	1
1	2	2	2	2	1	1	1	1	1.444444444	2	1
1	2	1	2	2	1	2	1	1	1.444444444	2	1
11	19	13	20	13	14	2	1	1	10.44444444	20	1
30	137	112	128	121	98	53	6	10	77.22222222	137	6
70	312	282	314	323	328	189	34	40	210.2222222	328	34
161	489	516	497	511	485	348	42	165	357.1111111	516	42
423	642	683	664	722	484	462	57	233	485.5555556	722	57
640	791	800	800	699	781	631	180	516	648.6666667	800	180
927	889	878	896	918	729	819	219	416	743.4444444	927	219
392	938	932	956	1066	930	932	189	232	729.6666667	1066	189
771	930	942	946	496	954	877	394	133	715.8888889	954	133
819	874	825	886	395	743	862	433	181	668.6666667	886	181
388	765	669	787	351	742	858	321	257	570.8888889	858	257
302	625	651	651	507	484	762	278	264	502.6666667	762	264
390	450	471	475	329	314	274	344	180	358.5555556	475	180
218	278	283	282	172	237	38	366	112	220.6666667	366	38
38	116	123	113	101	110	15	89	97	89.11111111	123	15
13	17	16	16	18	19	4	53	25	20.11111111	53	4
2	2	2	3	2	2	6	5	3	3	6	2
1	2	2	2	2	1	1	1	1	1.444444444	2	1
1	2	2	2	2	1	1	1	1	1.444444444	2	1
1	2	2	2	2	1	1	1	1	1.444444444	2	1
1	1	2	2	2	1	1	1	1	1.333333333	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	2	1	2	2	1	1	1	1	1.333333333	2	1
2	2	2	2	2	1	1	1	1	1.555555556	2	1
19	20	14	28	21	9	3	3	1	13.11111111	28	1
133	122	112	133	138	77	46	46	12	91	138	12
337	301	230	295	329	218	192	191	28	235.6666667	337	28
537	486	503	497	513	338	366	374	78	410.2222222	537	78
608	646	660	648	688	521	526	544	155	555.1111111	688	155
746	778	800	797	810	795	700	717	275	713.1111111	810	275
851	880	877	901	918	877	828	845	234	801.2222222	918	234
986	938	918	956	967	922	914	924	326	872.3333333	986	326
902	928	815	951	955	931	942	952	468	871.5555556	955	468
912	870	878	910	900	874	957	960	385	849.5555556	960	385
789	754	765	792	783	754	851	863	174	725	863	174
643	613	635	639	635	652	742	752	184	610.5555556	752	184
467	442	463	463	458	474	621	630	106	458.2222222	630	106
282	284	279	286	281	296	369	402	64	282.5555556	402	64
118	157	117	117	119	121	100	221	47	124.1111111	221	47
14	28	14	16	15	14	64	74	8	27.44444444	74	8
2	2	3	3	2	2	8	7	1	3.333333333	8	1
2	2	2	2	2	2	3	2	1	2	3	1
2	2	2	2	2	1	2	1	1	1.666666667	2	1
1	1	2	2	1	2	1	2	1	1.444444444	2	1
2	2	2	1	2	1	1	2	1	1.555555556	2	1
1	1	2	1	2	1	2	1	1	1.333333333	2	1
1	2	2	1	2	1	2	1	1	1.444444444	2	1
1	1	2	3	2	1	1	1	1	1.444444444	3	1
18	6	18	17	19	19	3	2	1	11.44444444	19	1
126	36	130	121	132	130	66	41	16	88.66666667	132	16
320	95	317	286	319	309	171	187	83	231.8888889	320	83
508	240	502	466	502	475	349	367	114	391.4444444	508	114
665	275	664	608	670	630	518	558	104	521.3333333	670	104
799	546	786	531	805	787	688	506	125	619.2222222	805	125
906	851	904	699	917	779	742	836	137	752.3333333	917	137
954	771	955	888	949	903	776	867	275	815.3333333	955	275
946	845	932	668	959	901	778	746	375	794.4444444	959	375
887	715	873	638	900	803	450	770	313	705.4444444	900	313
777	625	769	429	785	661	856	881	419	689.1111111	881	419
639	120	634	130	643	618	736	757	296	508.1111111	757	120
356	20	464	169	460	437	554	616	211	365.2222222	616	20
279	82	283	261	282	308	316	421	256	276.4444444	421	82
115	47	117	108	116	119	62	234	141	117.6666667	234	47
14	8	13	14	14	15	59	55	42	26	59	8
2	2	2	2	2	2	5	6	4	3	6	2
2	1	2	2	2	2	1	3	1	1.777777778	3	1
2	1	2	2	2	2	2	2	1	1.777777778	2	1
1	2	2	2	2	1	2	1	1	1.555555556	2	1
2	1	2	2	2	1	1	1	1	1.444444444	2	1
2	2	2	2	2	1	2	1	1	1.666666667	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
2	2	2	2	2	1	2	1	1	1.666666667	2	1
15	14	19	26	18	13	2	1	2	12.22222222	26	1
121	101	128	30	129	57	40	34	41	75.66666667	129	30
311	277	309	12	315	158	179	202	186	216.5555556	315	12
498	322	504	33	499	439	356	257	372	364.4444444	504	33
672	500	664	46	667	635	521	499	543	527.4444444	672	46
816	554	756	155	799	756	698	705	712	661.2222222	816	155
885	563	854	605	913	863	831	825	873	801.3333333	913	563
924	485	949	919	947	911	913	918	911	875.2222222	949	485
953	119	942	935	958	928	935	761	952	831.4444444	958	119
915	147	886	866	900	880	933	449	940	768.4444444	940	147
767	427	765	743	784	724	825	717	853	733.8888889	853	427
651	436	629	595	631	633	726	632	740	630.3333333	740	436
457	286	450	326	419	458	597	411	623	447.4444444	623	286
260	175	275	190	259	276	406	217	415	274.7777778	415	175
112	39	97	52	61	107	231	179	240	124.2222222	240	39
14	4	14	10	14	13	71	77	69	31.77777778	77	4
2	2	2	2	2	1	7	6	5	3.222222222	7	1
2	2	2	2	2	2	2	2	2	2	2	2
2	1	2	2	2	2	1	1	2	1.666666667	2	1
2	1	2	2	2	2	1	1	1	1.555555556	2	1
2	1	2	2	2	2	2	1	1	1.666666667	2	1
1	2	1	1	2	1	1	1	1	1.222222222	2	1
1	1	2	2	1	1	1	1	2	1.333333333	2	1
2	2	2	1	2	1	1	1	1	1.444444444	2	1
16	13	26	23	18	25	2	1	2	14	26	1
119	83	115	58	126	163	49	27	40	86.66666667	163	27
334	263	251	293	313	182	150	158	183	236.3333333	334	150
507	430	481	409	499	380	157	302	368	392.5555556	507	157
662	446	647	650	670	578	288	516	539	555.1111111	670	288
551	399	740	485	804	773	421	699	711	620.3333333	804	399
803	838	744	284	915	855	800	821	840	766.6666667	915	284
874	583	830	568	950	880	883	906	902	819.5555556	950	568
1000	661	763	594	961	777	911	934	938	837.6666667	1000	594
858	821	582	353	909	679	922	926	962	779.1111111	962	353
