2012	2013	2014	2015	2016	2017	2018	2019	2020	mean	max	min
10	3	9	3	3	2	1	1	1	3.666666667	10	1
122	27	129	26	33	28	5	6	7	42.55555556	129	5
347	93	263	137	90	77	26	32	29	121.5555556	347	26
510	441	393	177	135	77	42	61	75	212.3333333	510	42
563	363	512	263	162	201	69	58	171	262.4444444	563	58
533	247	531	321	206	119	68	89	256	263.3333333	533	68
482	227	520	291	363	68	70	74	330	269.4444444	520	68
284	232	432	218	399	75	53	106	225	224.8888889	432	53
275	153	302	185	276	50	40	68	179	169.7777778	302	40
123	63	142	119	128	44	11	37	90	84.11111111	142	11
21	12	22	7	20	8	2	12	38	15.77777778	38	2
1	2	2	2	1	1	1	2	3	1.666666667	3	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	2	1	1	1	1	1	1	1	1.111111111	2	1
4	6	5	9	2	6	1	1	1	3.888888889	9	1
54	93	70	110	21	65	2	5	22	49.11111111	110	2
252	297	213	265	49	233	23	31	154	168.5555556	297	23
399	420	381	380	75	404	84	62	314	279.8888889	420	62
529	474	493	484	140	265	150	100	424	339.8888889	529	100
509	506	509	501	162	281	111	128	493	355.5555556	509	111
526	568	494	454	194	382	181	61	521	375.6666667	568	61
402	373	405	317	307	424	157	57	461	322.5555556	461	57
268	272	276	296	262	302	248	51	352	258.5555556	352	51
141	140	131	132	121	149	248	44	235	149	248	44
21	19	19	23	19	12	53	20	78	29.33333333	78	12
2	2	2	2	1	1	5	2	6	2.555555556	6	1
1	1	2	2	1	1	1	1	2	1.333333333	2	1
1	2	2	2	2	1	1	1	2	1.555555556	2	1
1	2	2	2	2	1	2	1	1	1.555555556	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	2	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
5	6	7	3	3	5	1	1	1	3.555555556	7	1
60	78	109	19	20	76	5	4	24	43.88888889	109	4
208	252	262	49	31	240	42	23	149	139.5555556	262	23
284	339	380	86	68	395	103	53	326	226	395	53
344	474	494	109	86	462	123	94	435	291.2222222	494	86
258	354	516	120	84	491	178	122	508	292.3333333	516	84
199	324	499	168	93	478	195	97	524	286.3333333	524	93
183	404	405	155	112	410	169	69	489	266.2222222	489	69
96	158	277	89	68	285	199	79	393	182.6666667	393	68
40	118	139	28	29	128	203	75	195	106.1111111	203	28
7	11	21	5	4	18	62	34	82	27.11111111	82	4
2	2	2	1	1	2	5	2	6	2.555555556	6	1
2	2	2	1	1	2	2	1	2	1.666666667	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
2	1	1	1	1	1	1	1	2	1.222222222	2	1
1	2	2	1	1	1	1	1	2	1.333333333	2	1
2	1	2	1	1	1	1	1	2	1.333333333	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
2	2	2	2	1	1	1	1	2	1.555555556	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
1	2	2	1	1	1	1	1	2	1.333333333	2	1
1	2	1	1	1	1	1	1	0	1	2	0
6	13	9	4	3	7	1	1	2	5.111111111	13	1
80	86	105	35	26	100	5	5	16	50.88888889	105	5
173	147	258	104	74	228	27	36	57	122.6666667	258	27
354	131	387	160	136	361	245	164	86	224.8888889	387	86
466	234	497	300	313	414	402	271	124	335.6666667	497	124
480	153	519	547	503	429	392	437	256	412.8888889	547	153
365	233	495	493	483	442	500	151	339	389	500	151
140	201	386	401	416	353	450	42	224	290.3333333	450	42
58	107	274	276	269	255	443	68	138	209.7777778	443	58
31	49	125	126	123	122	109	51	74	90	126	31
8	8	17	17	20	13	7	19	36	16.11111111	36	7
2	2	2	2	1	2	1	2	2	1.777777778	2	1
2	2	2	2	1	2	1	1	2	1.666666667	2	1
2	2	2	2	2	2	1	1	0	1.555555556	2	0
1	1	2	2	1	1	1	1	1	1.222222222	2	1
3	2	2	2	0	1	1	2	2	1.666666667	3	0
1	1	2	1	1	1	1	1	1	1.111111111	2	1
2	1	2	1	1	1	2	1	1	1.333333333	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	1	1	1	2	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	2	1	1	2	1	1	0	1	1.111111111	2	0
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
2	2	7	4	4	5	1	1	1	3	7	1
39	29	99	43	52	68	10	13	13	40.66666667	99	10
231	65	251	115	135	157	36	156	60	134	251	36
398	82	351	197	208	230	90	163	273	221.3333333	398	82
503	171	486	240	317	311	117	307	223	297.2222222	503	117
501	410	520	250	333	393	120	138	444	345.4444444	520	120
494	458	490	459	300	349	232	158	512	383.5555556	512	158
397	345	383	393	148	228	216	263	367	304.4444444	397	148
194	187	270	268	129	161	87	267	175	193.1111111	270	87
34	71	114	118	74	85	43	176	161	97.33333333	176	34
6	11	17	14	11	10	14	61	56	22.22222222	61	6
1	1	2	1	1	1	2	4	3	1.777777778	4	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
2	1	2	1	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
2	2	2	2	1	1	1	3	1	1.666666667	3	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	3	1.333333333	3	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
1	2	1	2	1	1	1	0	0	1	2	0
2	2	1	1	1	1	1	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	2	1.111111111	2	1
2	1	2	1	1	2	1	1	1	1.333333333	2	1
1	1	2	1	1	2	1	1	1	1.222222222	2	1
5	2	6	5	3	6	1	1	1	3.333333333	6	1
54	12	103	50	34	91	5	6	12	40.77777778	103	5
199	25	242	86	105	224	34	57	54	114	242	25
278	50	216	118	198	360	63	70	150	167	360	50
366	113	130	166	356	435	88	69	168	210.1111111	435	69
352	434	160	156	484	472	160	148	173	282.1111111	484	148
412	338	246	110	460	460	348	219	30	291.4444444	460	30
454	246	230	93	380	385	198	32	15	225.8888889	454	15
243	142	134	90	256	245	135	81	12	148.6666667	256	12
113	38	41	50	120	96	73	54	22	67.44444444	120	22
8	5	8	16	18	9	18	65	9	17.33333333	65	5
2	2	2	2	1	2	2	5	1	2.111111111	5	1
1	1	2	2	2	1	1	2	1	1.444444444	2	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
2	2	2	2	1	1	1	1	1	1.444444444	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
2	2	2	2	1	1	1	1	1	1.444444444	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	0	1	1	2	0
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	2	1	2	1	1	1	1.333333333	2	1
2	2	1	2	1	2	1	1	1	1.444444444	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
3	2	4	4	4	4	1	1	1	2.666666667	4	1
69	21	18	51	99	44	5	7	6	35.55555556	99	5
151	42	42	108	240	61	12	64	31	83.44444444	240	12
184	55	90	259	344	156	41	222	78	158.7777778	344	41
225	60	203	587	413	223	81	85	72	216.5555556	587	60
241	74	130	448	439	270	91	133	54	208.8888889	448	54
174	66	88	396	347	136	134	272	54	185.2222222	396	54
38	122	70	192	232	41	139	289	26	127.6666667	289	26
45	45	51	127	189	82	135	337	19	114.4444444	337	19
10	14	12	45	90	51	79	93	13	45.22222222	93	10
3	4	2	7	6	5	21	32	6	9.555555556	32	2
1	1	2	2	2	1	2	3	2	1.777777778	3	1
1	1	2	2	1	1	1	0	1	1.111111111	2	0
1	1	2	2	1	2	1	0	1	1.222222222	2	0
1	1	2	2	1	1	1	2	1	1.333333333	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
1	1	2	1	1	1	1	0	1	1	2	0
1	1	1	2	0	1	1	1	1	1	2	0
1	2	2	2	1	1	1	1	1	1.333333333	2	1
1	1	1	2	2	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
2	2	1	2	1	2	1	1	1	1.444444444	2	1
4	4	2	4	1	1	1	1	1	2.111111111	4	1
86	70	7	80	14	5	13	15	3	32.55555556	86	3
212	234	20	222	19	13	31	95	21	96.33333333	234	13
372	253	30	351	39	21	80	117	36	144.3333333	372	21
367	218	35	452	39	41	221	256	52	186.7777778	452	35
202	231	40	471	113	56	457	380	66	224	471	40
160	155	41	450	100	51	472	422	62	212.5555556	472	41
331	103	30	362	51	71	438	228	54	185.3333333	438	30
152	43	19	240	35	78	341	223	40	130.1111111	341	19
38	18	5	88	9	30	195	204	24	67.88888889	204	5
5	3	2	8	1	6	52	43	8	14.22222222	52	1
2	1	1	2	1	1	3	3	1	1.666666667	3	1
1	1	1	2	2	2	2	1	1	1.444444444	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	2	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	1	1	1	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	2	1	1	2	1	1	1.333333333	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
2	1	2	4	1	2	2	1	1	1.777777778	4	1
23	8	18	63	16	16	10	9	4	18.55555556	63	4
82	22	70	219	33	45	66	51	30	68.66666667	219	22
138	52	127	350	63	59	293	97	75	139.3333333	350	52
192	140	202	453	57	55	381	157	131	196.4444444	453	55
330	404	206	443	45	44	473	153	168	251.7777778	473	44
218	405	209	446	109	50	595	278	249	284.3333333	595	50
261	225	202	365	197	33	514	248	449	277.1111111	514	33
64	244	97	236	38	22	264	195	349	167.6666667	349	22
42	108	55	92	44	11	35	96	190	74.77777778	190	11
10	8	6	11	4	4	4	26	54	14.11111111	54	4
2	1	1	2	1	1	1	3	3	1.666666667	3	1
1	1	2	2	1	1	1	2	2	1.444444444	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	2	1	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	2	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
3	3	3	3	2	2	2	1	1	2.222222222	3	1
23	41	85	71	17	17	12	11	7	31.55555556	85	7
100	172	239	209	41	71	106	37	43	113.1111111	239	37
176	193	357	334	69	70	241	45	107	176.8888889	357	45
296	366	418	432	73	98	381	81	181	258.4444444	432	73
432	451	388	453	158	108	324	129	225	296.4444444	453	108
276	391	348	430	229	139	367	142	266	287.5555556	430	139
351	287	282	349	364	106	285	168	338	281.1111111	364	106
222	126	76	222	61	53	102	84	169	123.8888889	222	53
97	61	24	91	53	14	50	65	86	60.11111111	97	14
10	7	3	10	10	2	20	9	35	11.77777778	35	2
2	2	2	2	1	1	1	1	2	1.555555556	2	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
1	1	1	2	1	1	2	1	1	1.222222222	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
4	9	2	4	2	2	1	1	1	2.888888889	9	1
49	94	70	73	28	16	14	4	7	39.44444444	94	4
150	208	224	196	61	64	102	13	56	119.3333333	224	13
244	317	345	311	120	102	239	27	124	203.2222222	345	27
294	326	381	434	80	83	196	64	131	221	434	64
353	276	469	465	142	47	132	96	476	272.8888889	476	47
240	140	448	442	79	54	165	68	423	228.7777778	448	54
189	73	332	359	83	106	177	83	415	201.8888889	415	73
118	44	220	229	50	78	102	104	174	124.3333333	229	44
47	14	57	96	24	31	57	76	104	56.22222222	104	14
5	3	9	11	3	3	18	47	63	18	63	3
2	1	2	2	1	1	2	3	4	2	4	1
2	2	2	2	1	1	1	1	1	1.444444444	2	1
2	2	2	2	1	1	1	1	1	1.444444444	2	1
1	3	1	2	1	1	2	1	1	1.444444444	3	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
2	1	2	2	1	1	2	1	2	1.555555556	2	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
4	2	4	3	2	1	1	1	1	2.111111111	4	1
74	45	41	75	22	8	8	5	18	32.88888889	75	5
220	99	96	166	75	59	52	31	154	105.7777778	220	31
340	177	210	332	152	129	126	67	277	201.1111111	340	67
435	142	219	433	129	198	185	170	362	252.5555556	435	129
446	519	214	457	101	143	286	346	438	327.7777778	519	101
432	320	214	452	106	83	437	172	455	296.7777778	455	83
274	248	167	350	62	74	301	102	429	223	429	62
107	224	92	262	34	35	278	114	319	162.7777778	319	34
31	89	39	95	14	17	117	71	176	72.11111111	176	14
4	5	3	12	2	2	21	21	44	12.66666667	44	2
2	2	2	2	1	1	1	2	3	1.777777778	3	1
2	1	1	2	1	1	1	2	2	1.444444444	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
1	2	1	1	1	1	1	1	2	1.222222222	2	1
1	1	2	1	1	1	2	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	2	1.222222222	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	2	2	1	1	1	1	1.333333333	2	1
1	2	1	1	1	1	1	1	1	1.111111111	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
1	2	2	3	1	2	1	1	1	1.555555556	3	1
6	5	11	46	16	22	11	5	8	14.44444444	46	5
18	40	30	195	82	43	102	33	42	65	195	18
22	98	69	328	132	73	115	165	151	128.1111111	328	22
33	110	70	428	123	173	157	255	294	182.5555556	428	33
38	121	80	449	146	140	205	328	386	210.3333333	449	38
65	99	103	425	86	89	189	386	444	209.5555556	444	65
36	127	95	328	130	85	129	255	392	175.2222222	392	36
29	34	86	212	50	36	100	255	329	125.6666667	329	29
8	11	24	76	17	13	55	142	172	57.55555556	172	8
1	3	3	8	2	2	23	41	45	14.22222222	45	1
1	2	1	2	1	1	2	3	3	1.777777778	3	1
1	1	2	2	2	1	1	1	1	1.333333333	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	2	1	2	1	1	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	2	1	1	0	1	1	1.111111111	2	0
1	2	2	3	1	2	1	1	1	1.555555556	3	1
8	55	19	50	25	29	3	3	9	22.33333333	55	3
23	211	37	194	7	56	35	31	90	76	211	7
34	331	85	330	117	89	131	90	115	146.8888889	331	34
71	415	72	432	116	122	188	167	268	205.6666667	432	71
167	504	99	452	268	106	276	216	369	273	504	99
190	479	127	429	315	118	487	158	267	285.5555556	487	118
67	381	60	343	121	80	414	226	158	205.5555556	414	60
32	227	45	215	37	40	325	90	96	123	325	32
19	105	14	82	13	14	123	55	51	52.88888889	123	13
3	10	3	7	2	2	37	9	18	10.11111111	37	2
1	2	2	2	1	0	3	1	1	1.444444444	3	0
1	2	2	2	1	1	1	1	1	1.333333333	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
1	1	2	2	1	1	1	2	1	1.333333333	2	1
1	1	1	2	1	1	2	1	1	1.222222222	2	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
1	1	1	1	1	1	2	1	1	1.111111111	2	1
2	1	2	1	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	1	1	1.222222222	2	1
2	1	1	2	2	2	1	1	1	1.444444444	2	1
16	39	13	24	41	31	7	6	5	20.22222222	41	5
38	193	53	68	156	71	70	101	57	89.66666667	193	38
110	335	80	125	194	71	261	259	246	186.7777778	335	71
142	447	81	157	370	121	358	383	365	269.3333333	447	81
177	481	68	157	340	105	458	452	441	297.6666667	481	68
116	442	40	125	210	110	446	490	451	270	490	40
108	368	22	120	218	80	412	438	341	234.1111111	438	22
93	226	18	84	140	84	306	336	187	163.7777778	336	18
17	89	12	24	60	26	165	181	159	81.44444444	181	12
3	7	2	4	4	1	40	39	29	14.33333333	40	1
1	1	1	2	1	1	3	2	3	1.666666667	3	1
2	1	1	2	1	1	2	1	2	1.444444444	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
1	1	1	1	1	1	2	1	2	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	2	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	2	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	2	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	2	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
2	2	2	2	1	1	1	1	1	1.444444444	2	1
33	37	57	31	26	11	1	6	6	23.11111111	57	1
58	140	192	129	104	55	12	91	53	92.66666667	192	12
224	155	324	350	185	144	21	254	112	196.5555556	350	21
160	206	291	435	219	147	23	328	192	222.3333333	435	23
190	212	275	410	250	134	37	185	342	226.1111111	410	37
212	275	227	454	202	177	84	154	442	247.4444444	454	84
153	306	229	298	159	302	68	183	421	235.4444444	421	68
84	157	118	172	39	108	37	153	263	125.6666667	263	37
28	54	44	58	15	53	23	80	102	50.77777778	102	15
3	4	3	5	2	4	6	33	28	9.777777778	33	2
2	1	2	2	1	1	1	2	2	1.555555556	2	1
2	1	2	1	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
2	1	2	1	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	2	1.111111111	2	1
2	1	2	2	1	2	1	1	1	1.444444444	2	1
54	9	28	60	7	50	2	7	5	24.66666667	60	2
215	8	86	157	29	197	15	54	89	94.44444444	215	8
355	16	148	277	49	319	32	147	231	174.8888889	355	16
407	27	149	378	74	389	67	222	352	229.4444444	407	27
428	39	161	396	83	424	124	136	432	247	432	39
406	46	162	372	65	387	115	125	450	236.4444444	450	46
316	190	133	279	51	335	111	53	412	208.8888889	412	51
189	102	99	195	33	200	82	48	298	138.4444444	298	33
72	24	51	71	12	74	62	38	159	62.55555556	159	12
6	3	5	5	1	4	10	9	43	9.555555556	43	1
2	2	1	2	1	1	1	1	3	1.555555556	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	2	1	1	1	1	1	2	1.333333333	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	2	1.111111111	2	1
1	2	1	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	3	1.222222222	3	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
25	15	10	26	23	19	2	4	10	14.88888889	26	2
117	126	22	128	55	67	20	27	72	70.44444444	128	20
238	56	29	251	148	147	65	112	170	135.1111111	251	29
420	55	55	213	241	159	144	305	217	201	420	55
451	106	81	205	366	184	230	333	426	264.6666667	451	81
427	146	29	224	277	271	249	328	377	258.6666667	427	29
331	119	20	160	282	291	365	365	405	259.7777778	405	20
198	49	13	160	188	187	300	167	286	172	300	13
74	15	6	72	71	69	137	97	136	75.22222222	137	6
4	2	2	8	6	4	16	47	26	12.77777778	47	2
2	2	1	2	1	1	1	3	1	1.555555556	3	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	2	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	1	1	1	1	1	0	1	2	0
1	1	2	2	1	1	1	1	2	1.333333333	2	1
1	1	1	2	1	1	1	1	2	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	4	2	1	1	1	1	1.555555556	4	1
20	8	27	57	23	11	2	4	3	17.22222222	57	2
71	24	159	160	121	41	13	41	38	74.22222222	160	13
135	46	318	251	161	76	45	223	204	162.1111111	318	45
170	58	466	279	254	105	52	322	199	211.6666667	466	52
180	66	212	393	196	131	60	215	167	180	393	60
309	62	302	411	195	117	70	304	358	236.4444444	411	62
224	42	145	344	222	88	57	142	294	173.1111111	344	42
86	24	85	207	69	69	41	121	119	91.22222222	207	24
26	9	38	76	15	28	24	59	39	34.88888889	76	9
3	2	3	6	2	2	5	43	24	10	43	2
1	1	1	2	1	1	1	2	1	1.222222222	2	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	2	1.222222222	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
2	1	1	3	1	1	1	1	1	1.333333333	3	1
22	12	4	41	13	10	2	1	10	12.77777778	41	1
102	36	37	149	39	48	14	6	103	59.33333333	149	6
151	77	124	321	87	89	35	16	232	125.7777778	321	16
318	92	92	303	144	210	68	21	309	173	318	21
327	103	114	89	207	394	97	37	310	186.4444444	394	37
398	97	94	245	225	374	114	43	411	222.3333333	411	43
300	89	69	212	320	325	209	55	350	214.3333333	350	55
200	65	30	158	198	155	189	37	292	147.1111111	292	30
80	27	10	49	65	80	93	21	123	60.88888889	123	10
4	2	2	4	4	6	20	4	42	9.777777778	42	2
2	2	1	1	1	1	1	1	2	1.333333333	2	1
1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
2	1	2	1	1	1	1	1	1	1.222222222	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	2	2	3	1	1	1	1	1.444444444	3	1
31	11	45	14	17	8	2	3	4	15	45	2
68	44	96	67	77	29	15	35	83	57.11111111	96	15
109	74	130	219	76	60	37	95	225	113.8888889	225	37
183	119	324	404	83	79	67	111	358	192	404	67
319	120	62	426	72	79	88	177	406	194.3333333	426	62
349	129	99	409	102	75	88	442	464	239.6666667	464	75
292	137	116	326	110	70	66	346	415	208.6666667	415	66
186	103	62	203	43	63	59	298	311	147.5555556	311	43
65	47	14	71	14	74	40	139	159	69.22222222	159	14
4	3	2	5	1	5	6	38	39	11.44444444	39	1
2	2	2	1	2	1	1	2	2	1.666666667	2	1
2	2	1	2	2	1	1	1	2	1.555555556	2	1
1	2	2	2	1	1	1	1	2	1.444444444	2	1
1	1	1	2	1	1	1	1	2	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	1	2	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	0	1	2	0
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	2	3	1	1	1	1	1.444444444	3	1
14	14	43	27	6	8	1	4	2	13.22222222	43	1
