Mois	temp
1	272.89
1	273.98
1	275.16
1	275.98
1	276.23
1	276.56
1	276.19
1	275.60
1	275.05
1	274.56
1	274.15
1	273.75
1	273.70
1	273.43
1	273.13
1	273.01
