Timestep	2016	2017	2018	2019
3909	293.25	301.75	293.75	295.25
3910	292.95	300.75	293.15	294.15
3911	292.35	299.75	292.25	293.65
3912	291.65	299.15	291.05	293.15
3913	291.45	298.35	290.85	292.15
3914	291.15	297.35	291.15	291.45
3915	290.95	297.05	291.05	290.75
3916	290.85	296.45	290.85	290.25
3917	290.15	296.65	290.55	290.35
3918	289.85	296.05	290.85	289.95
3919	289.35	295.55	290.55	289.05
3920	289.15	295.35	290.15	288.65
3921	289.25	295.35	290.15	288.95
3922	289.55	296.35	290.45	290.05
3923	290.65	298.35	290.25	291.85
3924	291.75	298.85	290.75	292.95
3925	292.25	299.15	291.05	294.55
3926	293.45	299.65	290.95	296.15
3927	294.15	300.75	291.15	297.05
3928	294.15	301.25	291.45	297.55
3929	293.75	301.65	291.35	298.15
3930	294.05	302.05	291.65	297.85
3931	293.95	302.25	292.15	298.05
3932	292.25	302.65	292.55	298.15
3933	291.75	302.85	291.95	297.75
3934	291.05	302.05	291.45	297.05
3935	291.05	301.65	290.95	294.75
3936	290.75	300.45	290.35	293.55
3937	289.85	299.75	289.65	292.55
3938	289.35	298.85	288.65	291.65
3939	289.35	298.35	288.05	290.75
3940	289.65	297.65	287.75	290.25
3941	289.55	297.15	287.15	289.95
3942	289.25	296.65	286.85	289.65
3943	288.85	296.05	286.45	289.65
3944	288.95	295.75	286.65	289.85
3945	289.55	294.95	288.05	290.35
3946	289.55	296.25	289.65	290.95
3947	290.25	297.35	290.65	290.85
3948	291.15	299.05	291.55	293.15
3949	292.75	298.65	293.15	293.25
3950	294.15	299.05	294.85	292.55
3951	293.25	299.95	295.05	293.15
3952	292.65	300.95	295.25	294.15
3953	293.65	302.15	295.85	295.05
3954	294.05	303.05	296.65	295.25
3955	294.35	296.55	296.35	296.55
3956	294.05	295.45	295.85	297.95
3957	293.45	295.45	295.55	298.05
3958	292.45	295.85	295.15	297.05
3959	291.35	295.85	293.65	296.15
3960	290.85	295.65	293.15	295.55
3961	287.15	295.55	292.65	294.55
3962	288.7	295.55	292.35	293.75
3963	288.45	295.35	291.85	293.45
3964	288.125	294.75	291.15	293.45
3965	287.825	294.45	290.55	293.15
3966	287.6	294.55	290.25	292.45
3967	287.05	294.65	289.75	290.65
3968	287.05	294.55	290.05	290.45
3969	287.575	295.15	291.15	290.85
3970	288.225	296.75	291.75	291.25
3971	289.125	297.65	294.05	291.65
3972	290.1	298.95	295.65	292.65
3973	291.125	301.65	295.05	294.65
3974	291.425	300.95	295.75	295.85
3975	292.45	301.65	297.85	297.15
3976	293.225	302.55	299.05	298.15
3977	293.625	303.55	299.65	298.15
3978	293.625	304.35	299.75	297.25
3979	293.45	304.65	299.55	296.45
3980	291.625	304.25	299.25	289.85
3981	291.025	302.95	298.65	289.35
3982	290.7	302.15	297.65	289.85
3983	290.075	301.25	296.35	289.55
3984	289.675	300.95	295.25	289.35
3985	289.3	300.75	294.25	289.05
3986	288.75	299.65	293.25	288.95
3987	288.275	299.35	292.25	288.35
3988	287.875	298.55	291.45	288.35
3989	287.6	298.15	290.55	288.55
3990	287.325	297.45	289.95	288.75
3991	287.125	297.25	289.35	288.75
3992	287.15	297.15	289.25	289.05
3993	287.65	297.45	290.65	289.35
3994	288.875	298.85	292.85	290.65
3995	290.275	300.85	294.45	292.65
3996	291	301.65	295.85	293.35
3997	291.6	302.45	297.25	293.55
3998	291.85	301.75	298.15	294.35
3999	292.075	301.65	298.85	294.65
4000	292.5	301.35	300.15	295.35
4001	292.6	300.95	300.15	296.15
4002	292.725	300.65	300.35	296.75
4003	292.8	300.55	300.45	297.05
4004	292.6	299.85	300.25	297.15
4005	292.275	299.15	299.95	296.85
4006	291.45	298.05	298.75	295.85
4007	290.525	296.45	298.15	294.35
4008	289.95	295.45	297.75	293.45
4009	289.15	294.25	296.55	292.65
4010	288.7	293.45	296.35	291.85
4011	288.4	293.05	296.25	291.15
4012	288.175	292.85	295.85	290.85
4013	287.775	292.35	295.65	289.95
4014	287.25	291.85	294.65	289.35
4015	287.05	291.35	294.55	289.15
4016	286.975	290.95	294.65	289.15
4017	287.3	291.05	295.05	289.95
4018	287.35	292.65	296.05	292.15
4019	288.25	294.55	296.95	293.75
4020	288.85	296.75	298.95	293.55
4021	291.45	298.15	299.95	295.15
4022	290.85	299.55	299.45	297.35
4023	292.55	300.25	299.45	297.55
4024	293.55	300.45	298.75	297.85
4025	294.25	300.85	298.65	298.35
4026	295.85	301.05	298.45	298.85
4027	294.95	300.65	297.85	298.85
4028	294.95	300.05	296.45	299.05
4029	294.55	299.05	295.85	299.05
4030	292.95	297.85	295.85	298.55
4031	290.75	296.25	295.45	297.55
4032	290.25	295.55	295.25	296.35
4033	289.75	294.95	295.15	295.35
4034	289.45	293.85	294.65	294.35
4035	289.35	293.05	294.35	293.35
4036	289.05	292.15	293.85	292.45
4037	288.85	291.65	293.65	291.95
4038	288.65	291.25	293.25	291.45
4039	288.45	290.85	293.25	291.15
4040	288.55	290.75	293.15	291.15
4041	289.45	291.55	293.55	292.25
4042	290.65	293.25	294.75	293.15
4043	291.35	294.95	295.75	295.15
4044	291.85	296.35	296.35	296.95
4045	293.65	297.45	297.05	298.55
4046	293.35	299.15	298.15	299.75
4047	293.95	300.25	299.15	301.35
4048	294.65	300.75	299.85	301.45
4049	294.85	301.05	299.55	302.65
4050	295.05	301.65	300.05	302.85
4051	294.65	301.75	299.65	303.35
4052	294.15	301.85	299.65	303.25
4053	291.55	301.25	298.65	301.55
4054	291.65	300.35	297.65	300.95
4055	290.95	298.85	296.65	299.75
4056	290.15	297.85	295.75	297.95
4057	289.65	297.25	294.95	296.85
4058	288.95	296.35	294.45	296.25
4059	288.85	295.45	293.95	295.25
4060	288.65	294.75	293.65	294.25
4061	288.55	294.15	293.15	293.45
4062	288.55	293.45	292.95	292.65
4063	288.55	292.75	291.85	292.05
4064	288.55	292.55	291.25	291.95
4065	288.85	293.95	292.25	293.05
4066	288.35	296.55	294.65	293.95
4067	289.65	297.35	295.55	295.45
4068	292.55	297.95	296.75	297.25
4069	292.95	298.65	297.45	298.75
4070	293.35	300.55	298.25	301.25
4071	294.15	301.55	299.15	302.05
4072	294.15	302.15	299.85	301.95
4073	293.35	304.35	301.15	303.35
4074	293.95	304.95	301.95	303.95
4075	293.75	305.05	303.05	304.25
4076	293.05	305.45	302.85	304.15
4077	292.25	305.05	302.25	303.15
4078	291.85	304.75	300.95	301.45
4079	291.15	302.95	299.35	300.05
4080	290.85	301.15	297.95	298.55
4081	290.55	300.15	297.15	298.15
4082	290.25	299.25	296.15	297.35
4083	289.65	298.65	295.05	296.75
4084	288.65	297.85	294.35	296.05
4085	287.85	297.35	293.95	295.25
4086	287.45	296.85	293.25	293.95
4087	286.95	295.85	292.45	293.55
4088	286.95	295.85	292.45	293.25
4089	288.45	295.85	293.55	293.15
4090	290.55	297.05	295.55	294.15
4091	290.75	299.05	296.95	294.25
4092	291.55	300.55	298.25	294.45
4093	290.85	302.55	299.85	295.25
4094	292.95	303.95	300.85	296.75
4095	294.45	306.75	301.65	297.75
4096	295.35	307.75	302.25	296.95
4097	296.55	307.95	302.75	295.55
4098	296.45	307.95	303.55	295.75
4099	296.25	307.55	304.15	294.25
4100	296.55	307.15	303.75	295.35
4101	296.95	305.75	302.85	295.75
4102	296.15	303.65	302.75	294.85
4103	295.45	302.95	302.05	294.15
4104	294.85	301.65	300.65	293.85
4105	294.45	300.35	299.35	293.65
4106	293.45	299.15	298.35	293.15
4107	292.55	298.45	297.35	292.35
4108	290.95	297.95	296.95	291.65
4109	290.15	297.25	296.15	291.15
4110	289.65	297.05	295.95	290.75
4111	289.25	296.45	295.65	290.85
4112	289.45	296.05	295.35	291.35
4113	290.15	297.15	296.65	292.05
4114	291.55	298.35	297.95	292.65
4115	292.45	300.25	300.55	293.65
4116	292.05	301.55	303.15	293.95
4117	292.55	303.45	304.95	294.75
4118	293.05	304.75	305.25	295.15
4119	293.95	305.55	305.85	297.35
4120	294.95	304.75	305.35	296.95
4121	294.85	305.55	305.35	296.65
4122	295.25	305.65	304.05	296.55
4123	296.05	306.25	302.75	296.55
4124	296.05	306.55	302.25	296.95
4125	296.35	305.85	301.45	296.45
4126	295.55	305.05	299.45	296.25
4127	294.85	303.55	298.05	295.25
4128	294.25	302.65	296.85	294.05
4129	293.85	301.05	296.05	292.95
4130	292.95	299.65	294.35	292.75
4131	292.25	298.65	293.75	292.75
4132	291.75	297.55	292.65	292.55
4133	291.45	296.65	291.75	292.25
4134	291.95	295.75	291.55	292.15
4135	292.25	295.25	290.85	292.05
4136	292.45	295.25	289.85	292.05
4137	293.25	296.35	289.65	292.55
4138	294.85	297.55	290.65	293.45
4139	295.35	299.35	291.95	294.45
4140	296.75	300.55	293.55	294.55
4141	297.25	302.15	294.55	295.05
4142	298.75	303.85	295.35	294.75
4143	299.85	305.25	295.95	295.45
4144	300.65	306.35	296.55	297.45
4145	301.65	306.25	296.85	297.45
4146	302.15	307.65	296.75	297.75
4147	302.75	308.65	296.55	297.95
4148	302.75	308.35	295.85	297.45
4149	301.85	307.45	295.35	297.15
4150	301.25	306.05	294.65	296.65
4151	300.15	304.85	293.05	295.75
4152	298.75	303.35	291.65	294.95
4153	297.65	302.25	291.15	294.15
4154	296.75	301.85	290.35	293.35
4155	295.95	302.15	289.55	292.55
4156	295.45	300.95	289.15	291.85
4157	294.85	300.45	288.55	291.15
4158	294.35	300.15	288.15	290.45
4159	293.95	299.65	287.85	290.25
4160	293.95	299.05	287.65	290.25
4161	294.75	298.55	288.45	291.35
4162	296.55	300.05	290.05	293.65
4163	298.45	301.05	292.15	295.15
4164	300.25	303.25	293.25	295.05
4165	301.55	303.75	295.25	295.65
4166	302.45	305.15	296.05	296.85
4167	303.05	307.35	297.05	297.85
4168	303.75	309.45	297.85	298.45
4169	304.25	308.85	298.35	298.95
4170	304.65	308.05	298.65	299.25
4171	305.65	306.55	298.55	299.75
4172	305.75	305.45	298.15	300.05
4173	305.75	304.45	297.15	299.85
4174	305.05	303.45	295.85	299.45
4175	303.55	302.65	294.45	298.65
4176	302.05	301.75	293.25	297.65
4177	301.05	300.85	292.45	296.65
4178	300.35	300.05	291.65	295.65
4179	299.85	299.65	291.35	294.75
4180	299.35	299.25	290.75	293.75
4181	298.65	298.55	290.75	292.95
4182	298.25	298.35	290.75	292.45
4183	297.95	298.25	290.45	291.85
4184	297.35	298.45	290.25	291.75
4185	297.95	298.55	290.35	292.85
4186	300.05	298.85	291.25	295.35
4187	301.95	299.55	292.35	297.35
4188	302.55	300.45	294.95	297.65
4189	302.85	300.45	294.65	298.95
4190	304.75	301.05	295.35	300.25
4191	305.35	302.15	295.85	300.95
4192	306.05	302.15	296.55	302.25
4193	305.85	303.05	297.25	302.65
4194	305.85	303.55	298.85	303.25
4195	305.25	303.25	299.35	303.55
4196	305.55	302.85	298.25	303.25
4197	303.95	302.35	297.15	303.25
4198	302.05	302.35	296.35	302.65
4199	301.55	301.35	295.15	300.95
4200	301.05	299.45	294.55	299.25
4201	300.25	298.25	293.65	298.15
4202	298.35	297.75	292.75	297.25
4203	297.65	297.25	292.15	296.25
4204	295.75	296.65	291.35	295.85
4205	295.35	295.15	291.25	295.25
4206	295.05	294.45	290.95	294.45
4207	294.45	294.35	290.55	294.05
4208	294.25	294.75	290.25	294.15
4209	294.55	295.15	290.95	295.35
4210	295.65	296.25	292.75	297.15
4211	296.15	298.35	294.25	298.65
4212	297.65	298.55	295.75	301.15
4213	299.25	299.65	297.05	302.55
4214	299.05	301.45	298.05	303.45
4215	298.45	302.05	298.15	304.05
4216	299.55	302.25	298.15	304.25
4217	298.15	301.45	298.15	304.05
4218	298.35	303.15	298.25	304.85
4219	298.15	302.25	298.45	305.65
4220	297.05	301.55	298.45	305.85
4221	295.45	300.55	298.05	305.75
4222	295.15	299.55	296.85	304.95
4223	294.25	298.65	295.45	303.35
4224	294.35	297.35	294.05	301.65
4225	294.25	296.45	293.45	300.45
4226	292.95	295.55	292.95	299.85
4227	292.25	294.65	292.45	299.15
4228	291.95	293.75	291.75	298.55
4229	291.25	293.05	291.15	298.05
4230	290.35	292.35	290.65	297.35
4231	289.75	291.65	290.25	296.65
4232	290.25	291.25	290.15	296.75
4233	291.85	292.15	291.15	297.75
4234	293.05	294.65	292.95	299.55
4235	293.05	296.35	294.75	300.85
4236	294.45	297.45	295.55	302.15
4237	295.85	298.75	298.05	303.75
4238	297.75	299.65	299.25	304.85
4239	296.95	300.65	300.25	305.65
4240	297.75	302.05	301.45	306.55
4241	297.55	302.75	302.05	307.05
4242	297.35	303.55	302.05	307.75
4243	297.45	303.55	301.85	308.05
4244	296.85	302.35	301.65	308.35
4245	296.05	301.05	301.05	307.55
4246	295.15	300.25	299.65	306.45
4247	294.25	299.05	297.95	305.25
4248	293.55	297.05	296.85	303.55
4249	293.45	296.05	296.15	301.95
4250	293.45	295.35	295.25	300.65
4251	292.85	295.15	294.25	299.75
4252	291.75	294.85	293.65	298.85
4253	291.45	294.65	293.05	298.05
4254	291.35	294.65	292.65	297.45
4255	291.25	294.45	292.05	296.95
4256	291.05	294.05	292.05	296.95
4257	291.55	294.65	292.45	297.85
4258	292.75	296.15	293.85	300.05
4259	294.35	296.85	295.75	303.25
4260	296.65	297.25	296.85	303.15
4261	297.15	297.55	297.25	304.15
4262	296.75	298.35	298.95	305.25
4263	297.15	299.95	300.35	306.35
4264	297.35	300.65	300.75	306.75
4265	297.55	301.45	301.25	307.65
4266	297.85	304.05	301.55	308.15
4267	298.15	304.35	301.45	308.65
4268	297.65	303.65	300.95	309.15
4269	296.95	303.45	300.25	309.25
4270	296.65	302.35	299.15	308.25
4271	295.95	300.75	297.45	306.35
4272	295.25	299.35	295.95	304.65
4273	294.45	296.35	295.25	303.55
4274	293.55	294.65	294.25	302.45
4275	292.75	294.15	293.65	301.55
4276	291.65	293.95	292.95	300.75
4277	290.95	293.55	291.95	299.95
4278	290.55	293.25	291.35	299.55
4279	291.05	293.05	290.85	298.95
4280	291.45	292.85	290.55	298.85
4281	291.55	293.15	291.15	299.05
4282	293.85	294.55	292.75	300.25
4283	295.05	296.35	294.65	301.75
4284	295.85	298.35	296.15	302.15
4285	296.15	299.35	296.75	302.35
4286	297.25	300.65	298.45	303.15
4287	298.05	301.25	298.85	303.95
4288	298.75	301.95	299.35	304.15
4289	299.35	301.55	299.65	305.15
4290	300.35	300.35	299.55	305.75
4291	301.45	300.15	298.35	306.75
4292	301.05	296.85	298.35	306.95
4293	299.85	295.85	296.55	306.05
4294	299.05	295.35	295.65	304.55
4295	298.25	294.55	294.55	303.05
4296	297.25	293.95	293.55	301.25
4297	296.25	292.85	293.05	299.95
4298	296.45	291.85	292.55	298.35
4299	296.25	291.55	292.05	297.45
4300	295.65	291.15	291.85	296.45
4301	295.15	290.75	291.55	295.45
4302	295.15	290.15	291.25	295.15
4303	295.05	290.05	290.85	294.85
4304	295.35	290.45	290.95	294.45
4305	295.85	291.35	292.05	295.25
4306	297.15	292.65	293.05	297.05
4307	299.25	294.15	294.35	299.05
4308	301.15	294.45	294.75	299.85
4309	300.75	293.55	295.95	300.75
4310	301.55	294.55	296.35	301.85
4311	301.35	292.45	296.95	302.65
4312	302.35	291.65	297.65	303.65
4313	302.65	292.15	298.45	304.15
4314	302.95	292.75	299.05	304.65
4315	303.65	291.95	299.35	305.45
4316	302.65	291.95	299.55	306.05
4317	302.85	290.05	299.75	306.05
4318	302.45	289.65	299.35	305.05
4319	301.05	288.95	298.05	303.85
4320	299.05	288.25	297.15	302.45
4321	296.25	288.45	296.35	300.85
4322	295.95	287.95	295.55	299.85
4323	295.85	288.15	294.75	298.75
4324	295.85	287.55	294.05	297.85
4325	295.85	287.75	293.35	297.15
4326	296.05	287.65	292.85	296.95
4327	295.95	287.45	292.25	296.35
4328	295.85	287.25	292.45	296.45
4329	295.75	287.75	293.55	297.45
4330	296.45	289.75	295.15	299.65
4331	296.85	291.95	297.15	301.55
4332	297.85	293.95	297.75	303.25
4333	299.65	295.15	298.95	305.05
4334	298.65	296.15	300.65	306.65
4335	299.25	296.95	301.55	308.65
4336	300.25	297.55	302.35	310.05
4337	300.45	297.55	302.85	310.45
4338	299.25	297.55	303.55	310.45
4339	299.15	297.25	303.85	309.85
4340	299.05	296.05	304.15	309.55
4341	299.85	294.65	304.05	309.55
4342	299.05	292.95	303.35	307.65
4343	297.45	291.95	302.05	306.85
4344	296.15	291.05	300.75	305.25
4345	295.15	290.75	299.55	304.25
4346	294.85	290.05	298.45	301.75
4347	294.55	289.85	297.65	299.35
4348	294.25	289.05	296.65	300.45
4349	293.45	289.05	295.75	302.15
4350	293.05	288.45	295.15	300.95
4351	292.65	288.35	294.65	299.75
4352	292.75	288.75	294.95	298.95
4353	293.75	289.05	295.75	298.65
4354	296.05	290.15	297.15	299.85
4355	297.55	291.75	298.25	303.85
4356	297.15	292.65	299.85	303.15
4357	300.95	292.75	300.65	304.45
4358	299.15	294.45	301.85	305.15
4359	299.75	294.95	302.65	306.15
4360	301.55	294.35	303.35	306.85
4361	302.15	293.45	304.35	306.25
4362	302.15	293.65	304.85	307.05
4363	302.95	293.45	305.65	308.35
4364	302.95	293.95	306.05	307.55
4365	303.35	293.55	305.55	305.25
4366	302.25	292.65	304.35	304.55
4367	301.05	292.15	302.65	303.25
4368	299.35	291.35	301.15	301.85
4369	298.65	290.95	300.25	301.45
4370	298.05	290.75	299.35	300.35
4371	297.65	290.35	298.65	299.05
4372	296.85	289.95	297.75	298.15
4373	296.05	289.65	296.65	297.65
4374	295.15	289.55	296.25	296.95
4375	294.75	289.45	295.65	296.35
4376	294.35	289.15	295.35	296.35
4377	293.95	289.15	296.05	296.95
4378	294.15	289.55	297.35	298.15
4379	294.35	289.45	297.95	299.35
4380	295.35	290.25	298.85	299.85
4381	295.05	290.85	300.05	301.25
4382	295.05	292.15	300.85	302.05
4383	295.35	293.45	301.95	301.05
4384	295.45	292.55	303.25	301.25
4385	295.45	292.95	304.55	302.75
4386	297.05	293.05	306.25	303.15
4387	296.95	292.95	306.65	303.35
4388	295.55	292.75	305.15	303.95
4389	295.25	292.95	301.85	303.15
4390	294.35	292.45	301.75	302.05
4391	293.35	292.35	302.05	300.55
4392	292.95	292.35	300.75	299.95
4393	293.15	292.25	299.95	299.15
4394	292.65	291.75	299.65	298.75
4395	292.45	291.85	298.85	298.25
4396	291.35	291.85	297.85	297.85
4397	290.15	291.75	297.15	297.85
4398	289.35	291.65	297.15	297.35
4399	288.75	291.35	296.85	296.45
4400	288.55	291.45	294.85	296.15
4401	289.35	292.45	294.05	295.85
4402	291.45	294.15	293.45	295.85
4403	293.05	294.05	293.95	297.35
4404	293.95	294.75	294.35	298.05
4405	295.95	295.75	294.35	298.05
4406	296.45	295.55	295.05	299.45
4407	298.25	296.85	296.45	300.05
4408	298.55	297.55	298.45	300.05
4409	298.85	297.95	299.65	299.95
4410	299.05	298.55	299.75	299.35
4411	299.25	298.35	299.15	298.25
4412	298.95	297.95	298.75	298.65
4413	298.45	297.75	297.75	299.55
4414	297.15	297.15	297.25	299.35
4415	295.75	296.15	296.35	298.65
4416	294.95	295.15	296.15	297.45
4417	294.35	293.75	295.75	296.85
4418	293.95	292.75	295.25	296.15
4419	293.35	291.75	294.95	295.65
4420	292.35	291.05	295.05	295.25
4421	291.75	290.35	294.75	295.05
4422	290.85	289.55	295.05	294.45
4423	289.95	288.85	294.95	294.05
4424	289.65	288.55	294.85	293.85
4425	290.75	290.25	295.05	294.35
4426	293.15	293.05	296.55	295.45
4427	295.25	294.95	297.75	298.05
4428	295.65	295.75	298.95	296.95
4429	296.55	296.85	300.05	298.05
4430	297.75	297.75	301.05	298.85
4431	298.15	298.65	302.65	299.75
4432	298.55	298.95	303.35	301.35
4433	299.25	299.65	302.85	302.15
4434	299.65	299.35	303.45	302.25
4435	299.95	300.25	304.35	301.95
4436	300.15	300.35	304.05	302.25
4437	300.25	300.35	303.75	302.35
4438	299.85	299.65	302.95	301.75
4439	298.85	298.45	301.45	300.95
4440	297.85	297.15	300.25	299.65
4441	296.65	295.85	299.65	298.05
4442	295.85	294.85	298.45	296.95
4443	295.05	293.85	294.75	296.25
4444	294.25	292.95	294.15	295.45
4445	293.55	292.15	294.55	295.05
4446	293.05	291.45	293.95	294.45
4447	292.75	290.95	293.75	293.65
4448	292.95	290.65	293.75	293.55
4449	293.95	291.85	294.15	294.55
4450	294.85	294.65	294.45	296.65
4451	297.25	295.95	294.85	298.65
4452	299.25	297.65	295.05	300.15
4453	300.75	299.25	296.95	301.85
4454	302.45	300.55	297.25	302.95
4455	303.05	301.65	298.85	303.45
4456	303.45	302.55	299.65	304.35
4457	302.15	302.95	299.05	304.85
4458	302.65	302.85	296.55	305.15
4459	302.05	303.85	295.55	304.95
4460	301.25	302.85	297.55	304.95
4461	300.65	302.45	297.55	305.25
4462	299.85	302.25	296.55	304.35
4463	298.35	300.55	295.55	303.05
4464	297.45	298.75	294.85	301.25
4465	296.75	297.45	294.45	299.85
4466	295.85	296.05	294.15	298.55
4467	294.65	295.15	293.45	297.15
4468	294.45	294.45	292.95	296.05
4469	294.05	293.55	292.75	295.35
4470	293.55	292.75	292.95	294.55
4471	293.45	292.05	292.85	293.85
4472	293.75	291.85	292.35	294.25
4473	294.45	293.05	292.45	295.05
4474	295.45	295.45	292.45	295.65
4475	297.95	296.85	292.65	295.35
4476	299.75	298.45	293.55	295.35
4477	299.55	299.95	297.45	297.75
4478	300.25	301.45	297.15	298.05
4479	301.25	302.65	297.35	295.95
4480	301.25	303.95	298.15	295.05
4481	301.45	304.95	298.15	297.35
4482	301.25	305.95	297.75	298.45
4483	301.15	306.65	297.75	299.05
4484	300.75	306.95	297.95	299.65
4485	299.85	305.95	296.65	299.65
4486	298.55	304.65	295.85	299.25
4487	297.15	302.85	295.35	298.35
4488	296.35	301.15	294.65	297.05
4489	295.65	300.25	293.95	296.25
4490	295.05	299.65	293.65	296.45
4491	294.55	298.55	293.45	296.35
4492	293.85	298.15	292.75	296.15
4493	293.25	298.55	292.25	295.95
4494	292.55	297.75	291.75	294.45
4495	291.75	297.05	291.25	293.25
4496	291.25	297.05	291.25	293.15
4497	292.25	297.25	292.15	293.65
4498	294.85	298.05	293.25	295.45
4499	296.65	300.35	293.95	298.35
4500	296.35	303.25	295.15	299.35
4501	297.25	303.85	296.35	300.35
4502	299.15	305.75	297.15	302.55
4503	299.45	306.05	299.35	303.75
4504	300.25	307.95	301.35	304.25
4505	300.95	307.35	301.95	304.25
4506	300.95	307.45	301.95	303.95
4507	301.25	306.95	301.95	303.65
4508	301.65	306.05	301.65	302.75
4509	301.55	306.05	301.35	302.25
4510	300.95	304.95	300.15	301.25
4511	299.55	303.55	298.55	300.25
4512	298.45	301.45	297.55	299.15
4513	297.45	299.75	296.65	298.05
4514	296.15	298.65	295.75	296.75
4515	295.15	297.75	294.95	295.85
4516	294.05	296.95	294.35	295.55
4517	293.25	296.35	293.65	295.65
4518	292.95	295.75	293.15	295.05
4519	293.15	295.05	292.55	294.05
4520	293.55	294.95	292.75	294.25
4521	294.15	296.05	293.65	294.75
4522	295.75	297.55	295.75	296.05
4523	297.75	299.15	298.65	297.25
4524	299.95	301.05	299.65	299.05
4525	301.65	301.75	298.85	298.65
4526	303.15	304.25	299.75	299.65
4527	304.35	305.95	300.85	300.65
4528	305.15	306.15	301.95	300.75
4529	306.15	303.25	302.75	301.35
4530	305.65	302.25	303.05	302.45
4531	305.05	299.55	302.85	302.35
4532	304.15	301.05	302.25	301.05
4533	303.65	299.35	301.45	300.35
4534	302.45	297.25	300.65	299.25
4535	301.35	297.95	299.55	297.35
4536	300.55	297.45	298.75	296.65
4537	299.55	296.75	297.65	296.05
4538	298.75	296.55	296.85	295.05
4539	297.95	296.25	296.05	294.55
4540	297.75	296.55	295.35	293.95
4541	297.55	295.95	294.85	293.55
4542	296.95	295.45	293.85	293.05
4543	296.15	294.55	293.65	292.45
4544	295.65	294.65	293.45	292.25
4545	296.25	295.15	294.15	292.55
4546	298.05	295.45	296.45	293.55
4547	299.55	297.25	297.85	293.65
4548	300.45	296.55	298.25	295.25
4549	302.25	297.55	298.85	296.95
4550	302.95	298.25	300.25	298.25
4551	304.15	298.15	300.95	298.75
4552	304.55	301.35	302.25	299.65
4553	304.55	299.25	303.05	299.75
4554	304.45	295.65	303.45	299.85
4555	304.45	295.85	303.25	300.15
4556	304.25	295.85	303.25	299.35
4557	303.95	295.45	302.45	298.45
4558	302.65	295.05	301.25	297.35
4559	301.25	294.85	300.05	295.85
4560	300.15	294.35	298.55	294.75
4561	299.45	294.05	297.15	294.05
4562	298.65	293.95	295.95	293.55
4563	297.55	293.85	294.85	292.35
4564	296.65	293.65	294.15	291.45
4565	296.25	293.55	293.65	290.35
4566	295.35	293.55	293.05	289.45
4567	294.55	293.55	292.55	288.75
4568	294.35	293.55	292.45	288.45
4569	295.15	293.85	293.35	288.85
4570	296.85	294.35	295.75	291.15
4571	299.05	294.45	298.85	293.05
4572	300.05	294.85	300.75	294.45
4573	300.95	296.55	299.65	295.55
4574	302.85	298.65	300.55	294.85
4575	304.35	298.75	300.85	296.65
4576	305.55	297.95	300.65	299.05
4577	306.55	299.05	301.35	299.65
4578	307.65	300.55	300.35	300.15
4579	308.05	300.75	300.15	300.15
4580	308.05	299.25	299.35	299.85
4581	306.95	297.85	298.95	299.35
4582	305.95	294.35	297.65	298.75
4583	304.65	292.65	296.85	296.85
4584	303.05	292.35	296.25	295.55
4585	301.85	291.95	295.75	294.45
4586	301.15	291.65	295.15	293.55
4587	300.55	291.55	294.35	292.65
4588	300.35	291.65	293.15	291.85
4589	299.65	291.65	292.55	290.85
4590	298.95	291.95	291.65	290.05
4591	298.05	291.45	291.45	289.85
4592	297.75	291.55	290.95	289.85
4593	298.95	292.05	291.55	291.05
4594	299.75	293.85	293.25	292.65
4595	301.75	294.55	294.45	293.05
4596	302.75	296.15	295.65	293.75
4597	304.45	297.75	297.25	295.45
4598	301.25	298.95	297.65	295.95
4599	297.95	299.15	298.05	296.15
4600	299.75	297.55	298.65	295.65
4601	300.35	297.75	298.65	295.65
4602	300.15	298.35	298.45	296.35
4603	301.55	299.55	298.35	297.25
4604	300.75	299.85	298.05	297.45
4605	300.15	299.35	297.55	295.95
4606	298.65	298.95	296.55	296.05
4607	298.15	298.05	295.65	295.65
4608	297.35	296.75	294.85	294.85
4609	296.95	295.45	294.25	294.25
4610	296.25	294.65	293.65	293.15
4611	295.85	293.95	292.75	291.85
4612	295.75	293.95	291.85	291.05
4613	295.55	294.05	291.25	290.15
4614	295.25	294.05	290.55	289.55
4615	294.75	294.05	289.75	289.55
4616	294.65	293.85	289.65	290.05
4617	295.05	294.65	290.65	291.65
4618	295.75	296.35	293.15	294.05
4619	295.85	297.65	295.25	294.65
4620	296.05	298.55	295.65	295.65
4621	295.55	300.35	296.05	298.15
4622	296.15	302.55	297.25	300.95
4623	296.55	301.25	298.25	300.65
4624	295.55	301.25	298.95	302.05
4625	294.55	301.45	299.45	302.35
4626	294.85	300.75	299.95	302.45
4627	294.75	300.05	299.95	301.75
4628	293.95	299.55	300.05	301.15
4629	292.75	299.55	299.75	300.05
4630	291.55	297.45	299.35	299.15
4631	291.55	296.25	298.45	298.55
4632	291.45	296.25	297.25	298.05
4633	291.05	295.55	296.15	297.55
4634	290.45	295.35	295.15	296.75
4635	289.75	294.45	294.05	295.95
4636	289.45	293.65	293.15	295.25
4637	289.05	293.05	292.25	294.65
4638	289.15	292.35	291.55	294.25
4639	288.85	291.75	291.05	293.95
4640	289.25	291.85	290.95	293.15
4641	289.65	293.45	291.75	294.05
4642	291.15	294.05	293.55	294.95
4643	292.65	295.95	295.45	295.55
4644	294.25	297.65	296.45	296.85
