Timestep	2021air	2021sol
2659	9.1	8.6
2660	8.5	8.6
2661	8.6	8.6
2662	7.5	8.6
2663	6.4	8.6
2664	5.6	8.5
2665	4.5	8.4
2666	3.7	8.3
2667	3.8	8.2
2668	3.4	8.1
2669	2.8	8
2670	3.1	7.9
2671	3.1	7.8
2672	5.4	7.8
2673	8.5	7.7
2674	10.9	7.7
2675	12.4	7.7
2676	13.8	7.9
2677	15	8.1
2678	15.7	8.4
2679	15.9	8.7
2680	15.9	9
2681	15.7	9.3
2682	15.1	9.4
2683	13.9	9.5
2684	12.7	9.5
2685	11	9.5
2686	10	9.4
2687	9.2	9.3
2688	8.2	9.2
2689	7.5	9.1
2690	6.3	9
2691	4.7	8.9
2692	4.1	8.8
2693	2.8	8.6
2694	2	8.5
2695	2.4	8.4
2696	5.1	8.3
2697	7.7	8.2
2698	10.1	8.2
2699	12.4	8.2
2700	14.1	8.3
2701	15.2	8.5
2702	16	8.8
2703	16.5	9
2704	16.8	9.3
2705	16.7	9.5
2706	16.1	9.6
2707	15	9.7
2708	13.5	9.8
2709	12	9.7
2710	10.4	9.7
2711	8.5	9.6
2712	6.9	9.5
2713	5.9	9.4
2714	5.1	9.3
2715	4.5	9.1
2716	3.8	9
2717	3.2	8.9
2718	2.6	8.7
2719	3.3	8.6
2720	7.2	8.5
2721	10.6	8.4
2722	13	8.4
2723	14.7	8.5
2724	16.5	8.6
2725	18.1	8.9
2726	18.9	9.2
2727	19.5	9.5
2728	19.6	9.8
2729	19.6	10.1
2730	19	10.3
2731	18.3	10.5
2732	16.9	10.6
2733	14	10.6
2734	11.7	10.6
2735	10.3	10.5
2736	9.2	10.4
2737	8.3	10.3
2738	7.3	10.1
2739	7.3	10
2740	6.7	9.9
2741	6.6	9.8
2742	6.3	9.7
2743	6.5	9.6
2744	9.1	9.4
2745	12.3	9.4
2746	13.7	9.4
2747	15.1	9.4
2748	16.7	9.6
2749	17.6	9.8
2750	18.2	10.1
2751	18.4	10.3
2752	18.6	10.6
2753	18.4	10.9
2754	17.7	11
2755	16.3	11.1
2756	14.8	11.2
2757	13.7	11.1
2758	12.4	11.1
2759	11.4	11
2760	10.8	10.9
2761	9.9	10.8
2762	9.3	10.6
2763	8.9	10.5
2764	8.3	10.4
2765	7.9	10.3
2766	7.6	10.2
2767	7.4	10.1
2768	7.8	10
2769	8.1	10
2770	9.4	9.9
2771	11.2	9.9
2772	12.7	10
2773	14.1	10.1
2774	15.2	10.4
2775	15.3	10.6
2776	15.6	10.8
2777	15	11
2778	15	11.1
2779	14.3	11.1
2780	13.6	11.2
2781	12.4	11.1
2782	11.2	11.1
2783	10.1	11
2784	9.4	10.9
2785	7.8	10.8
2786	6.4	10.7
2787	5.6	10.5
2788	5	10.4
2789	4.5	10.3
2790	4.6	10.2
2791	5	10.1
2792	6.5	9.9
2793	8.4	9.9
2794	11.1	9.8
2795	12.6	9.9
2796	14.4	10
2797	15.6	10.2
2798	16.5	10.5
2799	17.2	10.8
2800	17.5	11.2
2801	17.6	11.4
2802	17.5	11.6
2803	16.8	11.8
2804	16	11.9
2805	15.2	11.9
2806	13.7	11.8
2807	11.9	11.8
2808	11	11.7
2809	10.4	11.6
2810	10.6	11.5
2811	10.6	11.4
2812	10.3	11.3
2813	10.1	11.2
2814	10.5	11.1
2815	11.3	11
2816	11.9	10.9
2817	13.1	10.9
2818	14.3	10.8
2819	15	10.9
2820	15.5	10.9
2821	16.5	11.1
2822	14.9	11.3
2823	14.3	11.5
2824	12.7	11.6
2825	13.3	11.7
2826	12	11.7
2827	11.6	11.7
2828	11.6	11.7
2829	11.4	11.6
2830	11.5	11.6
2831	10.8	11.5
2832	10.5	11.4
2833	10.1	11.4
2834	9.3	11.3
2835	9.1	11.2
2836	8.9	11.1
2837	8.8	11.1
2838	8.9	11
2839	9.1	10.9
2840	9.7	10.9
2841	10.7	10.8
2842	11.1	10.8
2843	11.8	10.8
2844	12.5	10.9
2845	13.3	10.9
2846	13.8	11
2847	13.4	11.1
2848	12.9	11.2
2849	12.6	11.2
2850	12.6	11.3
2851	11.3	11.3
2852	10.7	11.3
2853	10.5	11.3
2854	10.4	11.3
2855	10.3	11.2
2856	10	11.2
2857	9.7	11.1
2858	9.3	11.1
2859	8.7	11.1
2860	8.2	11
2861	7.9	10.9
2862	7.2	10.9
2863	7.8	10.8
2864	8.9	10.7
2865	10.1	10.7
2866	11.1	10.7
2867	10	10.7
2868	8.1	10.8
2869	8.6	10.8
2870	8.5	10.9
2871	8.1	10.9
2872	8.1	10.9
2873	8.5	10.9
2874	8.6	10.9
2875	8.6	10.9
2876	8.2	10.9
2877	7.3	10.8
2878	7.1	10.8
2879	7.2	10.8
2880	7.3	10.7
2881	7.4	10.7
2882	6.9	10.6
2883	6.9	10.6
2884	6.6	10.6
2885	6.3	10.5
2886	6.3	10.5
2887	6.4	10.4
2888	6.3	10.4
2889	6.5	10.4
2890	6.7	10.3
2891	7.5	10.3
2892	8	10.3
2893	7.8	10.3
2894	7.8	10.4
2895	7.6	10.4
2896	7.3	10.4
2897	6.8	10.4
2898	6.4	10.4
2899	6	10.4
2900	5.8	10.4
2901	5.1	10.3
2902	4.9	10.3
2903	4.4	10.2
2904	4.3	10.1
2905	4.2	10.1
2906	3.9	10
2907	3.7	9.9
2908	3.5	9.8
2909	3.6	9.7
2910	3.5	9.6
2911	3.6	9.6
2912	4.2	9.5
2913	5.7	9.4
2914	7.4	9.4
2915	7.9	9.4
2916	8.6	9.6
2917	7.8	9.7
2918	4.6	9.9
2919	5.7	10
2920	6.5	10
2921	7.9	10.1
2922	3.3	10.1
2923	3.9	10.1
2924	4.1	10.1
2925	4.3	10.1
2926	4.5	10
2927	4	10
2928	3	9.9
2929	1.9	9.8
2930	1.4	9.7
2931	0.4	9.6
2932	0.1	9.5
2933	-0.7	9.4
2934	-0.7	9.3
2935	0.1	9.2
2936	2.1	9.1
2937	4.8	9
2938	7.9	8.9
2939	9.3	9
2940	9.8	9.1
2941	10.6	9.4
2942	11.5	9.6
2943	12.3	9.9
2944	12.8	10.2
2945	13.4	10.5
2946	13.3	10.7
2947	12.5	10.9
2948	11.3	10.9
2949	9.5	10.9
2950	7.3	10.9
2951	7.5	10.8
2952	7	10.8
2953	6.9	10.6
2954	6.6	10.5
2955	6.2	10.4
2956	5.1	10.3
2957	5.9	10.2
2958	8.4	10.1
2959	9.7	10
2960	10.4	9.9
2961	11.1	9.8
2962	12.1	9.8
2963	13.6	9.8
2964	14	9.8
2965	14.1	9.8
2966	14.9	9.9
2967	15.2	10
2968	15.6	10.1
2969	15.5	10.2
2970	15.3	10.2
2971	14	10.3
2972	13.7	10.3
2973	13	10.3
2974	11.6	10.3
2975	10.9	10.3
2976	11	10.2
2977	11.3	10.2
2978	11	10.1
2979	10.9	10.1
2980	10	10.1
2981	9.3	10
2982	8.8	10
2983	8	9.9
2984	6.4	9.8
2985	6	9.8
2986	6.8	9.8
2987	8.4	9.7
2988	9	9.7
2989	10.1	9.7
2990	10.4	9.8
2991	10.3	9.8
2992	10.4	9.9
2993	10.3	9.9
2994	10.1	10
2995	9.2	10
2996	8.4	10
2997	8	9.9
2998	7.8	9.9
2999	7.5	9.8
3000	7	9.8
3001	6.4	9.7
3002	5.7	9.6
3003	5.3	9.6
3004	5.6	9.5
3005	5.8	9.4
3006	5.8	9.3
3007	6.6	9.3
3008	8	9.2
3009	9.4	9.2
3010	9.7	9.2
3011	8.2	9.2
3012	7.8	9.2
3013	9.1	9.2
3014	9.3	9.2
3015	9.3	9.2
3016	8.5	9.3
3017	9.4	9.3
3018	9.5	9.3
3019	9.3	9.3
3020	9.5	9.3
3021	9.7	9.3
3022	9.4	9.3
3023	9.2	9.3
3024	9	9.3
3025	9.2	9.3
3026	9.1	9.3
3027	8.4	9.2
3028	8.1	9.2
3029	8.3	9.2
3030	8.4	9.2
3031	7.9	9.1
3032	8.5	9.1
3033	8	9.1
3034	8.1	9.1
3035	8	9
3036	8.4	9.1
3037	8.5	9.1
3038	9.8	9.1
3039	9.5	9.2
3040	8.7	9.4
3041	8.9	9.5
3042	8.6	9.6
3043	8.7	9.6
3044	8.4	9.7
3045	8	9.7
3046	7	9.7
3047	6.7	9.7
3048	6	9.7
3049	6.1	9.6
3050	5.4	9.5
3051	4.8	9.5
3052	4.4	9.4
3053	3.1	9.3
3054	2.4	9.2
3055	3.3	9.1
3056	6.6	9
3057	8.8	9
3058	11	9
3059	12.8	9.1
3060	14	9.3
3061	15.3	9.5
3062	17	9.8
3063	18	10.1
3064	18.6	10.5
3065	19.1	10.7
3066	19.3	10.9
3067	19.2	11.1
3068	17.9	11.1
3069	16.4	11.2
3070	13.8	11.2
3071	11.5	11.2
3072	10.3	11.1
3073	9.2	11
3074	8.3	10.9
3075	7.7	10.8
3076	7.1	10.7
3077	6.2	10.6
3078	7.4	10.5
3079	8.3	10.4
3080	12.1	10.3
3081	15.4	10.2
3082	17.4	10.3
3083	18.8	10.4
3084	20.3	10.6
3085	21.4	10.9
3086	22.6	11.2
3087	23	11.6
3088	23.6	11.9
3089	23.5	12.2
3090	23.2	12.4
3091	21.3	12.6
3092	19.7	12.7
3093	17.5	12.8
3094	15.7	12.8
3095	14.9	12.7
3096	13.9	12.7
3097	12.7	12.6
3098	12.4	12.5
3099	12.2	12.4
3100	12.2	12.3
3101	12.4	12.3
3102	11.6	12.2
3103	13.9	12.1
3104	14.2	12
3105	14.4	12
3106	13.6	11.9
3107	14	11.9
3108	14.5	11.9
3109	14.2	11.9
3110	13.9	11.9
3111	13.4	12
3112	13	12
3113	12.9	12
3114	12.7	12.1
3115	12.2	12.1
3116	11.8	12.1
3117	11.5	12.1
3118	11.3	12.1
3119	11.3	12
3120	11.3	12
3121	11	12
3122	10.5	11.9
3123	10.2	11.9
3124	10	11.9
3125	9.8	11.8
3126	9.8	11.8
3127	10.2	11.7
3128	10.7	11.7
3129	9.8	11.7
3130	10	11.6
3131	10.4	11.6
3132	10.9	11.6
3133	11.1	11.6
3134	11.3	11.6
3135	11	11.6
3136	11	11.6
3137	10.2	11.7
3138	9.8	11.7
3139	9	11.7
3140	8.8	11.6
3141	8.7	11.6
3142	8.7	11.6
3143	8.4	11.5
3144	8	11.4
3145	7.7	11.4
3146	7.7	11.3
3147	7.4	11.2
3148	7.4	11.2
3149	7.2	11.1
3150	7	11
3151	7.4	11
3152	8	10.9
3153	9.5	10.9
3154	11.3	10.9
3155	11.3	11
3156	12.2	11.1
3157	11.8	11.4
3158	12.5	11.6
3159	13.4	11.8
3160	13.6	12
3161	13.8	12.1
3162	13.3	12.3
3163	12.1	12.4
3164	11.6	12.4
3165	10.7	12.4
3166	9.7	12.4
3167	9.1	12.3
3168	8.3	12.3
3169	7.8	12.2
3170	7.7	12.1
3171	6.9	12
3172	7.4	11.9
3173	7	11.8
3174	7.3	11.7
3175	7.9	11.6
3176	8.3	11.6
3177	7.6	11.5
3178	6.7	11.4
3179	7	11.4
3180	7.8	11.3
3181	7.8	11.3
3182	9.4	11.3
3183	10.3	11.2
3184	11	11.3
3185	11.7	11.3
3186	11.8	11.4
3187	11.2	11.4
3188	10.3	11.5
3189	9.4	11.5
3190	7.9	11.5
3191	6.6	11.5
3192	5.6	11.4
3193	4.8	11.4
3194	4.4	11.3
3195	3.4	11.2
3196	2.9	11.1
3197	2.3	10.9
3198	2.2	10.8
3199	4.1	10.7
3200	7.5	10.6
3201	10.1	10.5
3202	11.2	10.6
3203	12	10.6
3204	12.1	10.8
3205	11.1	10.9
3206	11.2	11.1
3207	11.2	11.2
3208	11.4	11.3
3209	10.4	11.4
3210	10.5	11.4
3211	9.9	11.5
3212	9.7	11.5
3213	8.9	11.5
3214	7.6	11.4
3215	7.5	11.4
3216	7.8	11.3
3217	7.4	11.3
3218	7	11.2
3219	7	11.1
3220	6.7	11
3221	6.4	10.9
3222	6.3	10.8
3223	6.7	10.8
3224	7.4	10.7
3225	8.6	10.6
3226	10.5	10.6
3227	11.4	10.6
3228	11.1	10.7
3229	10.3	10.7
3230	9.7	10.7
3231	9.6	10.8
3232	9	10.8
3233	8.8	10.8
3234	9.2	10.8
3235	8.8	10.8
3236	8	10.8
3237	7.4	10.8
3238	7.4	10.8
3239	7.9	10.7
3240	7.7	10.7
3241	6.8	10.6
3242	6.8	10.6
3243	7.2	10.5
3244	7.7	10.5
3245	7.7	10.4
3246	7.8	10.4
3247	8.3	10.4
3248	8.7	10.3
3249	9.6	10.3
3250	10	10.3
3251	9.4	10.3
3252	9.8	10.4
3253	10.3	10.4
3254	10.1	10.5
3255	9.8	10.6
3256	10.2	10.7
3257	10.7	10.8
3258	11.2	10.9
3259	11.6	11
3260	11.4	11
3261	11.2	11.1
3262	9.6	11.1
3263	9.5	11
3264	8.6	11
3265	8.6	10.9
3266	8.5	10.9
3267	8.4	10.8
3268	8.1	10.8
3269	8.3	10.7
3270	8.2	10.6
3271	6.8	10.6
3272	7.3	10.5
3273	8.2	10.4
3274	9.8	10.4
3275	10.5	10.4
3276	10.2	10.4
3277	11.5	10.5
3278	10.6	10.6
3279	11.6	10.6
3280	11.3	10.7
3281	10.5	10.8
3282	10.1	10.9
3283	9.2	10.9
3284	8.9	10.9
3285	7.9	10.9
3286	7.9	10.9
3287	7.8	10.8
3288	7.8	10.8
3289	8.2	10.7
3290	8	10.7
3291	7.6	10.6
3292	7.5	10.6
3293	7.6	10.5
3294	7.4	10.5
3295	7.6	10.4
3296	8.5	10.4
3297	10.2	10.4
3298	11.2	10.4
3299	11.9	10.4
3300	12.4	10.5
3301	13	10.7
3302	13.4	10.8
3303	13.9	11
3304	13.7	11.2
3305	13.3	11.3
3306	13	11.5
3307	11	11.6
3308	7.7	11.7
3309	7.1	11.7
3310	6.6	11.6
3311	6.5	11.6
3312	6.4	11.5
3313	6.2	11.5
3314	6	11.4
3315	5.9	11.3
3316	5.6	11.2
3317	5.9	11.2
3318	5.7	11.1
3319	6.1	11
3320	7	10.9
3321	7.7	10.9
3322	8.8	10.9
3323	9	10.9
3324	7.2	10.9
3325	7.3	10.9
3326	9	11
3327	10.7	11
3328	8.4	11.1
3329	8.9	11.2
3330	6.3	11.3
3331	6.3	11.4
3332	6.5	11.4
3333	6.5	11.3
3334	6.4	11.3
3335	6.5	11.3
3336	6.1	11.2
3337	6	11.1
3338	6.3	11.1
3339	6.5	11
3340	6.2	10.9
3341	6.3	10.9
3342	6.6	10.8
3343	6.9	10.7
3344	7.5	10.7
3345	8	10.6
3346	9.8	10.6
3347	10.6	10.6
3348	12	10.7
3349	12.6	10.9
3350	13.6	11.1
3351	14.3	11.4
3352	14.6	11.7
3353	14.4	12
3354	14.3	12.2
3355	13.8	12.4
3356	12.9	12.5
3357	11.7	12.6
3358	10.8	12.6
3359	10.6	12.6
3360	10.3	12.5
3361	10.2	12.5
3362	10.4	12.4
3363	9.5	12.3
3364	9.1	12.2
3365	9.9	12.1
3366	10	12.1
3367	10.6	12
3368	11.4	11.9
3369	11.5	11.9
3370	11.2	11.8
3371	10.7	11.8
3372	10.5	11.8
3373	12	11.8
3374	13.6	11.8
3375	12.5	11.9
3376	11.3	11.9
3377	10.4	12
3378	9.5	12.1
3379	8.9	12.1
3380	8.6	12.1
3381	8.3	12.1
3382	7.5	12
3383	6.8	11.9
3384	6.3	11.8
3385	6.5	11.7
3386	6.9	11.6
3387	7.3	11.5
3388	6.9	11.4
3389	6.9	11.3
3390	7.1	11.3
3391	8.1	11.2
3392	9.2	11.1
3393	10.1	11.1
3394	10.7	11.1
3395	12.5	11.1
3396	13.4	11.2
3397	14.4	11.4
3398	14.8	11.5
3399	15.7	11.8
3400	16.1	12
3401	16.1	12.2
3402	15.8	12.3
3403	15	12.4
3404	13.5	12.5
3405	12.4	12.5
3406	10.9	12.5
3407	8.7	12.5
3408	7.5	12.5
3409	7.5	12.4
3410	7.5	12.3
3411	7.4	12.2
3412	6.7	12.1
3413	6.6	12
3414	6.8	12
3415	7.6	11.9
3416	8.6	11.8
3417	9.4	11.8
3418	10.7	11.7
3419	11.8	11.8
3420	12.5	11.8
3421	13.5	12
3422	14.3	12.1
3423	14.9	12.4
3424	15.1	12.6
3425	15.3	12.8
3426	15.2	13
3427	15	13.2
3428	13.5	13.3
3429	12.4	13.4
3430	10.6	13.4
3431	9.3	13.4
3432	8.7	13.4
3433	8.2	13.3
3434	7.7	13.2
3435	7.3	13.1
3436	6.9	13
3437	7.1	12.9
3438	7.5	12.8
3439	7.3	12.7
3440	8.4	12.6
3441	9.8	12.5
3442	10.3	12.5
3443	11.6	12.4
3444	13.1	12.4
3445	14	12.5
3446	15	12.6
3447	16	12.6
3448	16.3	12.7
3449	14	12.7
3450	11.9	12.7
3451	12.6	12.8
3452	11.8	12.7
3453	11.5	12.7
3454	8	12.6
3455	7.7	12.5
3456	7.6	12.4
3457	7	12.3
3458	6.9	12.2
3459	6.7	12.1
3460	6.3	12
3461	6.7	12
3462	6.9	11.9
3463	7.1	11.8
3464	6.3	11.7
3465	8.1	11.6
3466	9.6	11.5
3467	10.5	11.5
3468	11.2	11.5
3469	12	11.6
3470	12.6	11.7
3471	13.1	11.8
3472	13.8	11.9
3473	13.9	12.1
3474	13.6	12.2
3475	12.8	12.3
3476	12	12.4
3477	11.2	12.4
3478	10.6	12.4
3479	10	12.4
3480	8.4	12.3
3481	8.2	12.3
3482	8.5	12.2
3483	8.3	12.1
3484	8.6	12
3485	8.4	12
3486	9	11.9
3487	10	11.8
3488	12	11.8
3489	12.2	11.7
3490	13.1	11.7
3491	13.4	11.8
3492	14	11.8
3493	15.2	11.9
3494	17.7	11.9
3495	17.9	12.1
3496	17.2	12.2
3497	17.1	12.4
3498	16.5	12.5
3499	16	12.6
3500	14.9	12.7
3501	14.4	12.8
3502	13.8	12.8
3503	13.6	12.8
3504	13.1	12.8
3505	12.5	12.7
3506	12	12.7
3507	11.6	12.7
3508	11.6	12.6
3509	11.2	12.6
3510	11.5	12.5
3511	11.5	12.5
3512	12	12.5
3513	13.1	12.4
3514	13.9	12.4
3515	12.2	12.5
3516	12.1	12.6
3517	13.5	12.6
3518	14.3	12.8
3519	14.5	13.1
3520	14.9	13.3
3521	15.4	13.5
3522	15	13.7
3523	14.6	13.8
3524	13.4	13.9
3525	12	13.9
3526	11.2	13.9
3527	10.3	13.8
3528	9.4	13.7
3529	8.2	13.6
3530	7.1	13.5
3531	6.1	13.4
3532	5.5	13.2
3533	5	13.1
3534	4.9	12.9
3535	7	12.8
3536	9.8	12.7
3537	11.9	12.6
3538	13.5	12.6
3539	15.4	12.7
3540	16.6	12.9
3541	17.6	13.1
3542	18.6	13.4
3543	19.2	13.8
3544	19.7	14.1
3545	19.8	14.4
3546	19.6	14.6
3547	18.5	14.8
3548	17	14.9
3549	15.7	14.9
3550	13.9	14.9
3551	12.2	14.8
3552	11.2	14.7
3553	9.6	14.6
3554	8.8	14.4
3555	8.4	14.3
3556	8.3	14.1
3557	8	14
3558	8.6	13.9
3559	9.9	13.8
3560	11.8	13.7
3561	12.8	13.6
3562	14.5	13.6
3563	16.2	13.7
3564	17	13.9
3565	17.8	14.1
3566	18	14.4
3567	18.5	14.6
3568	18.6	14.9
3569	18.4	15.1
3570	18	15.3
3571	17.2	15.4
3572	16	15.4
3573	14.6	15.4
3574	13.2	15.3
3575	11.6	15.2
3576	10.4	15
3577	9.6	14.9
3578	9.2	14.8
3579	8.7	14.6
3580	8	14.4
3581	7.2	14.3
3582	7.5	14.1
3583	9.9	14
3584	12.1	13.9
3585	13.6	13.8
3586	14.9	13.8
3587	16.2	13.8
3588	17.1	13.9
3589	17.9	14.1
3590	18.5	14.4
3591	18.9	14.6
3592	19.1	14.8
3593	18.8	15
3594	18.3	15.2
3595	17.2	15.3
3596	15.7	15.3
3597	14	15.2
3598	12.7	15.2
3599	11.6	15.1
3600	10.9	14.9
3601	9.5	14.8
3602	8.1	14.7
3603	7.2	14.5
3604	6.7	14.4
3605	6.4	14.2
3606	6.3	14.1
3607	8.6	13.9
3608	11.2	13.8
3609	12.9	13.7
3610	14.4	13.8
3611	16	13.8
3612	17.8	14
3613	18.8	14.3
3614	19.7	14.6
3615	20.5	15
3616	21.1	15.4
3617	21.6	15.7
3618	20.8	15.9
3619	20	16.1
3620	18.5	16.2
3621	17.1	16.2
3622	15.4	16.2
3623	14.1	16.1
3624	12.6	16
3625	11	15.9
3626	10	15.7
3627	9.1	15.6
3628	8.5	15.4
3629	7.9	15.3
3630	8.3	15.1
3631	10	14.9
3632	13	14.8
3633	15.2	14.7
3634	17.4	14.7
3635	19.1	14.9
3636	20.2	15
3637	21.3	15.3
3638	22.3	15.7
3639	22.8	16
3640	23.1	16.4
3641	23.2	16.7
3642	22.6	16.9
3643	21.9	17
3644	20.5	17.1
3645	19.3	17.1
3646	17.4	17
3647	15.3	16.9
3648	17	16.8
3649	17.3	16.7
3650	15.9	16.6
3651	14.6	16.5
3652	14.1	16.3
3653	13.4	16.2
3654	12.8	16.1
3655	13.3	16
3656	15.6	15.9
3657	17.2	15.9
3658	18.4	15.9
3659	19.2	15.9
3660	19.3	16
3661	18.5	16.2
3662	18.4	16.3
3663	18.2	16.4
3664	18.6	16.5
3665	18.1	16.5
3666	18	16.6
3667	17.4	16.6
3668	16.5	16.6
3669	15.8	16.6
3670	15.4	16.5
3671	15.1	16.5
3672	14.9	16.5
3673	14.7	16.4
3674	14.5	16.3
3675	14.2	16.3
3676	13.9	16.2
3677	13.8	16.1
3678	14	16.1
3679	14.3	16
3680	15.1	16
3681	16.3	15.9
3682	17.6	15.9
3683	18.9	16
3684	20.2	16.1
3685	21.1	16.3
3686	21.7	16.6
3687	22.3	16.9
3688	22.2	17.2
3689	22.3	17.4
3690	23.1	17.6
3691	22.5	17.7
3692	20.6	17.8
3693	19.6	17.8
3694	18.3	17.8
3695	18	17.8
3696	18.4	17.7
3697	17.3	17.6
3698	16.3	17.5
3699	16	17.4
3700	15.7	17.3
3701	15.6	17.2
3702	15.7	17.1
3703	15.3	17
3704	15	17
3705	16	16.9
3706	17	16.8
3707	18.7	16.8
3708	19.6	16.9
3709	20.8	17
3710	22	17.3
3711	22.6	17.6
3712	23	17.9
3713	23.3	18.2
3714	22.8	18.4
3715	21.4	18.6
3716	20.3	18.7
3717	16.6	18.8
3718	14.8	18.8
3719	14.7	18.5
3720	14.6	18.3
3721	14.4	18.2
3722	14.3	18
3723	14.3	17.9
3724	14.5	17.8
3725	14.5	17.7
3726	14.6	17.6
3727	14.6	17.5
3728	14.4	17.4
3729	13.9	17.3
3730	13.6	17.3
3731	14.1	17.2
3732	15.1	17.1
3733	17.1	17
3734	16.9	17.1
3735	15.6	17.3
3736	16.2	17.4
3737	15.3	17.4
3738	16.1	17.5
3739	15.4	17.5
3740	15.4	17.5
3741	14	17.5
3742	13.6	17.5
3743	13.1	17.5
3744	12.9	17.4
3745	12.6	17.3
3746	12.5	17.2
3747	12.4	17.2
3748	12.4	17.1
3749	12.5	17
3750	12.6	16.9
3751	13	16.8
3752	13.7	16.8
3753	14.7	16.7
3754	16.2	16.7
3755	16.7	16.7
3756	17.9	16.8
3757	18.6	16.9
3758	18.6	17.1
3759	18.4	17.3
3760	18.1	17.5
3761	17.5	17.6
3762	17.4	17.6
3763	17.2	17.6
3764	16.6	17.6
3765	15.7	17.6
3766	15.3	17.5
3767	14.9	17.5
3768	14.6	17.4
3769	14.4	17.3
3770	14.1	17.2
3771	14.2	17.1
3772	14.2	17.1
3773	14.2	17
3774	14.2	16.9
3775	14.7	16.9
3776	15.1	16.8
3777	15.7	16.8
3778	17.1	16.7
3779	17.6	16.8
3780	18.6	16.8
3781	19.1	17
3782	18.6	17.1
3783	18.5	17.3
3784	17.5	17.5
3785	17.3	17.6
3786	17.4	17.6
3787	17.2	17.6
3788	16.6	17.7
3789	16.2	17.7
3790	15.7	17.6
3791	15.3	17.6
3792	15	17.5
3793	14.4	17.5
3794	14.4	17.4
3795	14.3	17.3
3796	13.9	17.2
3797	13.6	17.1
3798	13.6	17.1
3799	14	17
3800	14.9	17
3801	15.6	16.9
3802	16.7	16.9
3803	17.7	16.9
3804	18	17
3805	18.5	17.1
3806	17.8	17.2
3807	16.7	17.4
3808	17.3	17.4
3809	18.9	17.5
3810	16.4	17.5
3811	16.1	17.6
3812	16	17.6
3813	15.3	17.6
3814	14.8	17.6
3815	15	17.6
3816	14.8	17.5
3817	14.3	17.5
3818	13.4	17.4
3819	12.8	17.3
3820	12.6	17.2
3821	12.2	17.1
3822	12.3	17
3823	13.1	17
3824	14.1	16.9
3825	15	16.8
3826	16.9	16.8
3827	18.6	16.9
3828	19.7	17
3829	19.2	17.2
3830	19.6	17.4
3831	19.2	17.5
3832	16.5	17.7
3833	16.7	17.7
3834	18.1	17.8
3835	17.8	17.8
3836	16.1	17.8
3837	15.6	17.8
3838	14.8	17.8
3839	13.7	17.7
3840	13.4	17.6
3841	13	17.6
3842	12.3	17.5
3843	11.5	17.4
3844	11.2	17.3
3845	10.5	17.2
3846	10.4	17.1
3847	11.8	17
3848	13.6	16.9
3849	16.3	16.8
3850	18.7	16.8
3851	20.1	16.9
3852	21.1	17.1
3853	21.9	17.3
3854	22.7	17.6
3855	23	17.9
3856	23.3	18.2
3857	23.4	18.4
3858	22.6	18.6
3859	21.4	18.7
3860	20.5	18.7
3861	19	18.7
3862	18.1	18.6
3863	17	18.5
3864	15.7	18.5
3865	14.3	18.3
3866	13.6	18.2
3867	12.8	18.1
3868	12.1	18
3869	11.7	17.8
3870	11.6	17.7
3871	13.5	17.5
3872	16.2	17.4
3873	18.5	17.4
3874	20.2	17.4
3875	21.3	17.4
3876	22.2	17.6
3877	22.9	17.8
3878	23.5	18
3879	23.9	18.3
3880	24.1	18.5
3881	24	18.8
3882	23.7	19
3883	23.2	19.1
3884	21.8	19.1
3885	20.3	19.1
3886	19.3	19
3887	17.2	18.9
3888	15.9	18.8
3889	15.2	18.7
3890	14.1	18.5
3891	13.1	18.4
3892	12.6	18.3
3893	12.6	18.1
3894	12.9	18
3895	15	17.8
3896	17.8	17.7
3897	19.9	17.6
3898	21.4	17.6
3899	22.9	17.7
3900	24.1	17.9
3901	24.7	18.1
3902	25.2	18.5
3903	25	18.8
3904	24.8	19
3905	25	19.3
3906	24.1	19.5
3907	23.1	19.6
3908	22.4	19.6
3909	21.3	19.6
3910	20.4	19.6
3911	18.4	19.5
3912	16.9	19.5
3913	16	19.3
3914	15.2	19.2
3915	14.4	19.1
3916	14	18.9
3917	13.2	18.8
3918	13.4	18.7
3919	15.4	18.5
3920	17.7	18.4
3921	19.9	18.3
3922	21	18.3
3923	21.7	18.4
3924	22.4	18.5
3925	23	18.8
3926	23.3	19
3927	23.6	19.3
3928	23.6	19.5
3929	23.4	19.8
3930	23.2	19.9
3931	22.7	20
3932	21.6	20
3933	20.1	19.9
3934	18.8	19.8
3935	18.3	19.7
3936	17.3	19.5
3937	15.8	19.4
3938	14.3	19.3
3939	12.9	19.1
3940	12	18.9
3941	11.5	18.8
3942	11.6	18.6
3943	13.6	18.5
3944	15.8	18.3
3945	18	18.3
3946	19.8	18.3
3947	21.4	18.4
3948	22.5	18.6
3949	23.6	18.9
3950	24.8	19.2
3951	25.6	19.6
3952	25.9	19.9
3953	26	20.2
3954	25.7	20.4
3955	24.8	20.6
3956	23.5	20.6
3957	22	20.6
3958	19.8	20.5
3959	17.9	20.3
3960	16.2	20.1
3961	15	20
3962	14.2	19.8
3963	13.4	19.6
3964	12.4	19.4
3965	12.2	19.2
3966	12.7	19
3967	14.5	18.9
3968	17.9	18.7
3969	20.5	18.7
3970	22.4	18.7
3971	23.7	18.8
3972	24.9	19
3973	26	19.3
3974	26.8	19.7
3975	27	20.1
3976	27.3	20.4
3977	27.2	20.7
3978	26.7	20.9
